"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","year","price","pp"
"4946","FDC48",9.195,"Low Fat",0.015856295,"Baking Goods",81.6592,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1403.5064,12,1.294812364664,15.537748375968
"4947","DRF27",8.93,"Low Fat",0.028411899,"Dairy",152.334,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2143.876,12,4.328098222266,51.937178667192
"4948","NCB55",15.7,"Low Fat",0.160529322,"Household",59.2562,"OUT013",1987,"High","Tier 3","Supermarket Type1",296.281,29,9.5123576102964,275.858370698596
"4949","NCX30",16.7,"Low Fat",0.026771204,"Household",246.3776,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1981.4208,9,6.5958249906304,59.3624249156736
"4951","FDP08",20.5,"Regular",0.113045883,"Fruits and Vegetables",194.1478,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2906.217,9,21.9476094835074,197.528485351567
"4953","FDK45",11.65,"Low Fat",0.034049703,"Seafood",112.286,"OUT017",2007,"Small","Tier 2","Supermarket Type1",452.744,9,3.823304951058,34.409744559522
"4954","DRE49",20.75,"Low Fat",0.02128304,"Soft Drinks",153.5024,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2428.8384,17,3.266997719296,55.538961228032
"4956","FDD53",16.2,"Low Fat",0.074019393,"Frozen Foods",41.7454,"OUT010",1998,"Small","Tier 3","Grocery Store",83.8908,18,3.0899691685422,55.6194450337596
"4957","FDF11",10.195,"Regular",0.017666978,"Starchy Foods",239.4538,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4566.7222,14,4.2304250166164,59.2259502326296
"4959","FDD03",13.3,"Low Fat",0.079739853,"Dairy",233.03,"OUT013",1987,"High","Tier 3","Supermarket Type1",5359.69,29,18.58177794459,538.87156039311
"4960","FDF09",6.215,"Low Fat",0.012167793,"Fruits and Vegetables",37.4848,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",111.8544,17,0.4561072870464,7.7538238797888
"4961","FDS33",6.67,"Regular",0,"Snack Foods",90.5514,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",974.0654,7,0,0
"4962","FDK03",12.6,"Regular",0.074338562,"Dairy",255.5356,"OUT017",2007,"Small","Tier 2","Supermarket Type1",9664.7528,9,18.9961490438072,170.965341394265
"4963","FDD29",12.15,"Low Fat",0.018407033,"Frozen Foods",254.7698,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5834.4054,12,4.6895561160034,56.2746733920408
"4964","FDD02",16.6,"Low Fat",0.050369191,"Canned",117.2124,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1422.1488,17,5.9038937631684,100.366193973863
"4966","FDP59",20.85,"Regular",0.056465714,"Breads",103.6648,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2285.0256,19,5.8535069486672,111.216632024677
"4967","NCN17",11,"Low Fat",0.054928641,"Health and Hygiene",101.7358,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1508.037,12,5.5882092350478,67.0585108205736
"4968","NCM55",15.6,"Low Fat",0.066829875,"Others",185.5924,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3146.5708,17,12.40311689295,210.85298718015
"4970","FDS02",10.195,"Regular",0.146692433,"Dairy",194.5794,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4096.6674,9,28.5433255976802,256.889930379122
"4971","FDN16",12.6,"Regular",0.062827447,"Frozen Foods",105.099,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1444.786,14,6.603101852253,92.443425931542
"4972","FDM21",20.2,"LF",0.064464147,"Snack Foods",255.7646,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5410.9566,17,16.4876467717962,280.289995120535
"4973","FDJ04",18,"Low Fat",0.124959013,"Frozen Foods",116.5124,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",355.5372,7,14.5592745062612,101.914921543828
"4974","FDT50",6.75,"Regular",0,"Dairy",96.7752,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1342.2528,17,0,0
"4975","FDM27",12.35,"Regular",0.15911489,"Meat",158.1946,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1104.5622,7,25.171116377594,176.197814643158
"4976","FDT19",7.59,"Regular",0.145335007,"Fruits and Vegetables",173.108,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2077.296,14,25.158652391756,352.221133484584
"4977","FDQ39",14.8,"Low Fat",0.081168135,"Meat",190.5846,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3630.6074,17,15.469396541721,262.979741209257
"4978","NCU30",5.11,"Low Fat",0.034874689,"Household",161.721,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2446.815,19,5.639969579769,107.159422015611
"4979","FDY27",6.38,"LF",0.031898175,"Dairy",177.4344,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1784.344,19,5.65983354222,107.53683730218
"4980","FDW14",8.3,"Regular",0.038211537,"Dairy",87.7198,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1569.9564,19,3.3519083833326,63.6862592833194
"4981","FDJ21",16.7,"Regular",0.03874616,"Snack Foods",143.8102,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4811.7366,9,5.572093018832,50.148837169488
"4983","FDK56",9.695,"Low Fat",0.130261652,"Fruits and Vegetables",185.2898,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3367.6164,14,24.1361554467496,337.906176254494
"4984","NCN05",8.235,"Low Fat",0.014456938,"Health and Hygiene",184.795,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1464.76,12,2.67156985771,32.05883829252
"4985","FDC26",10.195,"Low Fat",0.126383094,"Canned",112.1886,"OUT046",1997,"Small","Tier 1","Supermarket Type1",667.1316,19,14.1787423795284,269.39610521104
"4986","FDT14",10.695,"Regular",0.127620811,"Dairy",119.244,"OUT013",1987,"High","Tier 3","Supermarket Type1",3475.476,29,15.218015986884,441.322463619636
"4987","FDS36",8.38,"Regular",0.046878474,"Baking Goods",109.857,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2306.997,12,5.149928518218,61.799142218616
"4988","FDR48",11.65,"Low Fat",0.220111117,"Baking Goods",153.0024,"OUT010",1998,"Small","Tier 3","Grocery Store",455.4072,18,33.6775291676808,606.195525018254
"4989","FDM04",9.195,"Regular",0.0471117,"Frozen Foods",52.0666,"OUT035",2004,"Small","Tier 2","Supermarket Type1",615.1992,12,2.45294603922,29.43535247064
"4990","FDZ37",8.1,"Regular",0.019768503,"Canned",88.6198,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1569.9564,19,1.7518807821594,33.2857348610286
"4991","FDE46",18.6,"Low Fat",0.015858893,"Snack Foods",152.9366,"OUT017",2007,"Small","Tier 2","Supermarket Type1",453.4098,9,2.4254051751838,21.8286465766542
"4992","NCQ53",17.6,"Low Fat",0.018905326,"Health and Hygiene",234.659,"OUT046",1997,"Small","Tier 1","Supermarket Type1",8508.924,19,4.436304893834,84.289792982846
"4993","NCN42",20.25,"Low Fat",0.014280554,"Household",148.0418,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1177.1344,7,2.1141189191572,14.7988324341004
"4994","DRH11",5.98,"Low Fat",0.075675438,"Hard Drinks",53.3614,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",331.5684,17,4.0381473172932,68.6485043939844
"4995","NCI42",18.75,"Low Fat",0.010381661,"Household",207.8954,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2292.3494,17,2.1582995662594,36.6910926264098
"4996","FDT07",5.82,"Regular",0.077475884,"Fruits and Vegetables",255.333,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4870.327,14,19.782149889372,276.950098451208
"4997","DRL60",8.52,"Low Fat",0.02705936,"Soft Drinks",153.3682,"OUT046",1997,"Small","Tier 1","Supermarket Type1",914.8092,19,4.150045336352,78.850861390688
"4998","FDG20",15.5,"Regular",0.126199917,"Fruits and Vegetables",178.4028,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1239.7196,7,22.5144185525676,157.600929867973
"4999","FDF56",16.7,"Regular",0.119462225,"Fruits and Vegetables",182.7976,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1810.976,19,21.83740802066,414.91075239254
"5000","FDV33",9.6,"Regular",0.027454997,"Snack Foods",258.1304,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2324.9736,7,7.0869693576088,49.6087855032616
"5001","NCF31",9.13,"Low Fat",0.051928034,"Household",151.4024,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1973.4312,17,7.8620289748816,133.654492572987
"5002","FDD59",10.5,"Regular",0,"Starchy Foods",78.296,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1438.128,19,0,0
"5003","FDQ52",17,"Low Fat",0.119570595,"Frozen Foods",249.7434,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4221.8378,17,29.861966935323,507.653437900491
"5005","FDK24",9.195,"Low Fat",0.101275792,"Baking Goods",46.4744,"OUT035",2004,"Small","Tier 2","Supermarket Type1",950.7624,12,4.7067316677248,56.4807800126976
"5006","NCA18",10.1,"Low Fat",0.056077574,"Household",117.8492,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1621.8888,19,6.6086972338408,125.565247442975
"5007","NCE07",8.18,"Low Fat",0,"Household",140.5154,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1701.7848,14,0,0
"5008","FDM45",8.655,"Regular",0.088178053,"Snack Foods",122.6756,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2302.3364,12,10.8172955586068,129.807546703282
"5009","FDQ32",17.85,"Regular",0.046608497,"Fruits and Vegetables",122.9388,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3095.97,19,5.7299926909836,108.869861128688
"5010","FDI34",10.65,"Regular",0.085119855,"Snack Foods",229.8668,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4146.6024,12,19.566228685314,234.794744223768
"5011","FDE14",13.65,"Regular",0.031418984,"Canned",99.27,"OUT013",1987,"High","Tier 3","Supermarket Type1",2596.62,29,3.11896254168,90.44991370872
"5012","DRF37",17.25,"Low Fat",0.084809658,"Soft Drinks",261.191,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3155.892,9,22.151519382678,199.363674444102
"5013","FDW44",9.5,"Regular",0.035350045,"Fruits and Vegetables",169.7448,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3579.3408,9,6.000486318516,54.004376866644
"5014","FDC59",16.7,"Regular",0,"Starchy Foods",63.6168,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1342.2528,17,0,0
"5015","NCI29",8.6,"Low Fat",0.054601779,"Health and Hygiene",141.1154,"OUT010",1998,"Small","Tier 3","Grocery Store",425.4462,18,7.7051518842966,138.692733917339
"5016","FDV38",19.25,"Low Fat",0.102188428,"Dairy",54.3956,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1201.1032,7,5.5586008541168,38.9102059788176
"5017","FDZ49",11,"Regular",0.133034816,"Canned",222.0798,"OUT013",1987,"High","Tier 3","Supermarket Type1",2864.9374,29,29.5443453303168,856.786014579187
"5018","DRD49",9.895,"Low Fat",0.16817143,"Soft Drinks",237.7564,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3813.7024,14,39.983833779652,559.773672915128
"5019","FDA02",14,"Regular",0.029722659,"Dairy",143.4786,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1589.2646,19,4.2645655015974,81.0267445303506
"5020","FDX20",7.365,"Low Fat",0.042733625,"Fruits and Vegetables",226.972,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3848.324,7,9.6993363335,67.8953543345
"5021","FDS24",20.85,"Regular",0.062172698,"Baking Goods",90.2514,"OUT013",1987,"High","Tier 3","Supermarket Type1",619.8598,29,5.6111730362772,162.724018052039
"5022","FDI58",7.64,"Regular",0.070704474,"Snack Foods",93.412,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1491.392,19,6.604646325288,125.488280180472
"5024","FDJ27",17.7,"Regular",0.122065518,"Meat",103.3674,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2546.685,17,12.6175952253132,214.499118830324
"5025","FDV27",7.97,"Regular",0.04021623,"Meat",90.4514,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1328.271,9,3.637614306222,32.738528755998
"5026","NCL41",12.35,"Low Fat",0.041737627,"Health and Hygiene",33.1216,"OUT046",1997,"Small","Tier 1","Supermarket Type1",519.324,19,1.3824169864432,26.2659227424208
"5027","NCP29",8.42,"Low Fat",0.11227101,"Health and Hygiene",63.2168,"OUT046",1997,"Small","Tier 1","Supermarket Type1",703.0848,19,7.097413984968,134.850865714392
"5029","FDN33",6.305,"Regular",0.12301331,"Snack Foods",93.2436,"OUT013",1987,"High","Tier 3","Supermarket Type1",2079.9592,29,11.470203872316,332.635912297164
"5030","DRC01",5.92,"Regular",0.019238942,"Soft Drinks",49.8692,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1133.1916,14,0.9594306463864,13.4320290494096
"5031","FDL57",15.1,"Regular",0.067212845,"Snack Foods",260.2304,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4908.2776,14,17.490825539488,244.871557552832
"5032","NCF42",17.35,"Low Fat",0.280164929,"Household",177.5712,"OUT010",1998,"Small","Tier 3","Grocery Store",527.3136,18,49.7492226404448,895.486007528006
"5033","FDG50",7.405,"Low Fat",0.015271793,"Canned",89.9146,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1550.6482,19,1.3731571588778,26.0899860186782
"5034","FDH22",6.405,"Low Fat",0.136512858,"Snack Foods",128.7678,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3052.0272,17,17.5784603963724,298.833826738331
"5035","FDO36",19.7,"Low Fat",0.078034976,"Baking Goods",178.066,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3954.852,17,13.895376036416,236.221392619072
"5036","FDY04",17.7,"Regular",0.042649476,"Frozen Foods",162.721,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",978.726,7,6.939965384196,48.579757689372
"5037","FDZ09",17.6,"Low Fat",0.104859135,"Snack Foods",161.8868,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4094.67,12,16.975309815918,203.703717791016
"5038","FDH28",15.85,"Regular",0.110202066,"Frozen Foods",39.7506,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",721.0614,17,4.3805982447396,74.4701701605732
"5039","FDN32",17.5,"Low Fat",0.01558456,"Fruits and Vegetables",185.1266,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4795.0916,17,2.885116605296,49.046982290032
"5041","FDE57",9.6,"Low Fat",0.036490369,"Fruits and Vegetables",140.8154,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1843.6002,9,5.1384059068826,46.2456531619434
"5042","FDG05",11,"Regular",0.088025298,"Frozen Foods",158.063,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2659.871,14,13.913542677774,194.789597488836
"5043","FDI09",20.75,"Regular",0.129864461,"Seafood",240.188,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5992.2,7,31.191885158668,218.343196110676
"5045","FDD02",16.6,"Low Fat",0.084176826,"Canned",118.0124,"OUT010",1998,"Small","Tier 3","Grocery Store",592.562,18,9.9339092606424,178.810366691563
"5046","FDI36",12.5,"Regular",0.062343432,"Baking Goods",199.7426,"OUT046",1997,"Small","Tier 1","Supermarket Type1",593.2278,19,12.4526392006032,236.600144811461
"5047","DRK39",7.02,"Low Fat",0.049942926,"Dairy",82.425,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1414.825,17,4.11654567555,69.98127648435
"5048","FDH44",19.1,"reg",0.025867261,"Fruits and Vegetables",147.6418,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1471.418,12,3.8190889751098,45.8290677013176
"5049","FDS56",5.785,"Regular",0.038817121,"Fruits and Vegetables",262.6252,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",524.6504,17,10.1943541660492,173.304020822836
"5050","DRJ59",11.65,"Low Fat",0.01941154,"Hard Drinks",40.3164,"OUT045",2002,"Small","Tier 2","Supermarket Type1",502.0132,14,0.782603411256,10.956447757584
"5051","NCA30",19,"Low Fat",0.216478153,"Household",190.1872,"OUT010",1998,"Small","Tier 3","Grocery Store",567.2616,18,41.1713737802416,741.084728044349
"5052","FDF17",5.19,"Low Fat",0.042707323,"Frozen Foods",197.811,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2946.165,14,8.447978269953,118.271695779342
"5053","NCX18",14.15,"Low Fat",0,"Household",196.311,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3338.987,19,0,0
"5054","NCO53",16.2,"Low Fat",0.175898114,"Health and Hygiene",183.7608,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2940.1728,7,32.3231781471312,226.262247029918
"5055","FDT23",7.72,"reg",0.074847665,"Breads",78.8986,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",623.1888,17,5.905375981769,100.391391690073
"5056","NCJ19",18.6,"Low Fat",0.118180011,"Others",56.2588,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1030.6584,19,6.6486656028468,126.324646454089
"5057","FDI05",8.35,"Regular",0.127587344,"Frozen Foods",76.5354,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1805.6496,9,9.7649484079776,87.8845356717984
"5058","NCJ19",18.6,"Low Fat",0.19780911,"Others",55.6588,"OUT010",1998,"Small","Tier 3","Grocery Store",114.5176,18,11.009817691668,198.176718450024
"5060","NCC06",19,"Low Fat",0.026963909,"Household",129.8336,"OUT013",1987,"High","Tier 3","Supermarket Type1",3451.5072,29,3.5008213755424,101.52381989073
"5061","FDJ12",8.895,"Regular",0.039261947,"Baking Goods",207.4296,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2492.7552,9,8.1440899614312,73.2968096528808
"5062","FDW48",18,"Low Fat",0.008533716,"Baking Goods",78.5618,"OUT013",1987,"High","Tier 3","Supermarket Type1",402.809,29,0.6704240896488,19.4422985998152
"5063","FDX32",15.1,"Regular",0.100423086,"Fruits and Vegetables",144.7786,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2600.6148,9,14.5391137987596,130.852024188836
"5065","FDD16",20.5,"Low Fat",0.036353098,"Frozen Foods",75.8696,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2386.2272,19,2.7580950040208,52.4038050763952
"5067","FDB32",20.6,"Low Fat",0.023548476,"Fruits and Vegetables",93.3778,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1314.2892,7,2.1989048822328,15.3923341756296
"5068","FDP11",15.85,"Low Fat",0.069043044,"Breads",218.7166,"OUT013",1987,"High","Tier 3","Supermarket Type1",4136.6154,29,15.1008598373304,437.924935282582
"5069","FDG09",20.6,"Regular",0.048010812,"Fruits and Vegetables",187.7556,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3004.0896,17,9.0142988135472,153.243079830302
"5070","FDF21",10.3,"Regular",0.058778429,"Fruits and Vegetables",187.853,"OUT013",1987,"High","Tier 3","Supermarket Type1",2656.542,29,11.041704222937,320.209422465173
"5072","FDY03",17.6,"Regular",0.127412338,"Meat",111.3202,"OUT010",1998,"Small","Tier 3","Grocery Store",337.5606,18,14.1835669486276,255.304205075297
"5073","FDK58",11.35,"Regular",0.044945123,"Snack Foods",101.0016,"OUT013",1987,"High","Tier 3","Supermarket Type1",2631.2416,29,4.5395293351968,131.646350720707
"5074","FDC26",10.195,"Low Fat",0.126579586,"Canned",112.2886,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2557.3378,17,14.2134445005196,241.628556508833
"5075","FDN15",17.5,"Low Fat",0.016802225,"Meat",138.518,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2376.906,7,2.32741060255,16.29187421785
"5077","NCK17",11,"Low Fat",0.03786331,"Health and Hygiene",40.948,"OUT013",1987,"High","Tier 3","Supermarket Type1",319.584,29,1.55042681788,44.96237771852
"5078","DRC01",5.92,"Regular",0.019200003,"Soft Drinks",47.7692,"OUT046",1997,"Small","Tier 1","Supermarket Type1",492.692,19,0.9171687833076,17.4262068828444
"5079","FDD03",13.3,"Low Fat",0.079791176,"Dairy",232.73,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2796.36,12,18.56980039048,222.83760468576
"5080","NCY17",18.2,"Low Fat",0.16334971,"Health and Hygiene",45.1086,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",669.129,17,7.368476728506,125.264104384602
"5081","DRY23",9.395,"Regular",0.109265987,"Soft Drinks",42.3112,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",980.0576,17,4.6231750291544,78.5939754956248
"5082","FDT50",6.75,"Regular",0.10821852,"Dairy",96.3752,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1342.2528,12,10.429581508704,125.154978104448
"5083","FDC38",15.7,"Low Fat",0.122392031,"Canned",133.1942,"OUT013",1987,"High","Tier 3","Supermarket Type1",2782.3782,29,16.3019086554202,472.755351007186
"5084","NCN06",8.39,"Low Fat",0.20168772,"Household",162.8868,"OUT010",1998,"Small","Tier 3","Grocery Store",327.5736,18,32.852267310096,591.340811581728
"5086","FDW34",9.6,"Low Fat",0.035651291,"Snack Foods",244.917,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2916.204,14,8.731607237847,122.242501329858
"5087","FDU07",11.1,"Low Fat",0.059835659,"Fruits and Vegetables",151.3366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3022.732,12,9.0553251918194,108.663902301833
"5088","NCO55",12.8,"LF",0.091408076,"Others",108.9938,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1071.938,7,9.9629135539288,69.7403948775016
"5089","FDL16",12.85,"Low Fat",0.169405699,"Frozen Foods",46.106,"OUT017",2007,"Small","Tier 2","Supermarket Type1",792.302,9,7.810619158094,70.295572422846
"5090","FDT59",13.65,"Low Fat",0.015943701,"Breads",231.9668,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3225.1352,14,3.6984093011268,51.7777302157752
"5092","NCS06",7.935,"Low Fat",0.031801103,"Household",261.591,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3155.892,14,8.318882334873,116.464352688222
"5094","DRF36",16.1,"Low Fat",0.039463564,"Soft Drinks",189.9846,"OUT010",1998,"Small","Tier 3","Grocery Store",191.0846,18,7.4974694211144,134.954449580059
"5095","FDV10",7.645,"Regular",0,"Snack Foods",41.8112,"OUT046",1997,"Small","Tier 1","Supermarket Type1",894.8352,19,0,0
"5096","FDE09",8.775,"Low Fat",0.036159635,"Fruits and Vegetables",110.7228,"OUT010",1998,"Small","Tier 3","Grocery Store",331.5684,18,4.003696034178,72.066528615204
"5097","FDC20",10.65,"Low Fat",0.024020078,"Fruits and Vegetables",57.2272,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1174.4712,14,1.3746018077216,19.2444253081024
"5098","FDI58",7.64,"Regular",0.071104408,"Snack Foods",95.012,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1864.24,9,6.755772012896,60.801948116064
"5099","FDI56",7.325,"Low Fat",0.093913607,"Fruits and Vegetables",93.2146,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1733.0774,9,8.7541193110622,78.7870737995598
"5100","NCI17",8.645,"low fat",0.144006886,"Health and Hygiene",94.741,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1061.951,7,13.643356386526,95.503494705682
"5101","NCE19",8.97,"Low Fat",0.093159233,"Household",55.7956,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1037.3164,17,5.1978753007748,88.3638801131716
"5103","FDR01",5.405,"Regular",0.053839714,"Canned",198.6742,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2388.8904,7,10.6965621071788,74.8759347502516
"5105","FDF11",10.195,"Regular",0.017658634,"Starchy Foods",240.1538,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1442.1228,17,4.2407880579092,72.0933969844564
"5106","FDH46",6.935,"Regular",0.041282286,"Snack Foods",103.5332,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1230.3984,19,4.2740871728952,81.2076562850088
"5108","DRG23",8.88,"Low Fat",0.086781204,"Hard Drinks",152.2682,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1829.6184,19,13.2140177269128,251.066336811343
"5110","FDE26",9.3,"Low Fat",0.089186275,"Canned",145.3786,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2745.0934,14,12.965775798715,181.52086118201
"5111","NCU42",9,"Low Fat",0.019502965,"Household",169.4474,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4211.185,12,3.304726711541,39.656720538492
"5112","NCO42",21.25,"LF",0.024650932,"Household",146.0102,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2916.204,12,3.5992875115064,43.1914501380768
"5113","FDU25",12.35,"Low Fat",0.026722744,"Canned",59.2246,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",984.7182,17,1.5826438243024,26.9049450131408
"5115","FDS22",16.85,"Regular",0.023154399,"Snack Foods",43.9428,"OUT046",1997,"Small","Tier 1","Supermarket Type1",351.5424,19,1.0174691243772,19.3319133631668
"5116","FDG57",14.7,"Low Fat",0.072284689,"Fruits and Vegetables",49.8034,"OUT035",2004,"Small","Tier 2","Supermarket Type1",631.8442,12,3.6000232801426,43.2002793617112
"5117","FDQ25",8.63,"Regular",0.028391879,"Canned",173.9422,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4138.6128,7,4.9385458953938,34.5698212677566
"5118","NCS06",7.935,"Low Fat",0.031866022,"Household",261.291,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2892.901,7,8.326304754402,58.284133280814
"5120","NCZ41",19.85,"Low Fat",0.064409056,"Health and Hygiene",126.7704,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1752.3856,12,8.1651617927424,97.9819415129088
"5121","FDW23",5.765,"Low Fat",0.082012293,"Baking Goods",37.5164,"OUT046",1997,"Small","Tier 1","Supermarket Type1",656.4788,19,3.0768059891052,58.4593137929988
"5122","FDB03",17.75,"Regular",0.157075658,"Dairy",240.5538,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3845.6608,17,37.7851464194004,642.347489129807
"5124","NCN05",8.235,"Low Fat",0.014459672,"Health and Hygiene",181.895,"OUT046",1997,"Small","Tier 1","Supermarket Type1",732.38,19,2.63014203844,49.97269873036
"5126","FDG44",6.13,"Low Fat",0.10234983,"Fruits and Vegetables",55.0298,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",539.298,17,5.632290674934,95.748941473878
"5127","FDS12",9.1,"Low Fat",0.174827835,"Baking Goods",127.2362,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1635.8706,7,22.244429379627,155.711005657389
"5128","FDI52",18.7,"Low Fat",0.104591027,"Frozen Foods",121.4072,"OUT013",1987,"High","Tier 3","Supermarket Type1",2450.144,29,12.6981037331944,368.245008262638
"5129","FDU12",15.5,"Regular",0.075868843,"Baking Goods",261.7568,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1845.5976,17,19.8591855633824,337.606154577501
"5130","FDG58",10.695,"Regular",0.086764795,"Snack Foods",156.7972,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3427.5384,12,13.604476914574,163.253722974888
"5131","FDA16",6.695,"Low Fat",0.03408026,"Frozen Foods",220.8456,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5084.0488,7,7.526475467856,52.685328274992
"5132","NCD18",16,"Low Fat",0.072655379,"Household",229.8668,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4837.7028,12,16.7010594735172,200.412713682206
