isin,buyvolume,sellvolume
isin8611,0,423000
isin8612,0,0
isin8613,207264.7059,114750
isin8614,0,0
isin8615,0,0
isin8616,0,567000
isin8617,0,0
isin8618,0,0
isin8619,0,567000
isin8620,0,31644000
isin8621,0,216000
isin8622,0,0
isin8623,0,0
isin8624,0,0
isin8625,0,0
isin8626,0,0
isin8627,0,0
isin8628,0,0
isin8629,0,432000
isin8630,0,0
isin8631,0,0
isin8632,0,0
isin8633,0,0
isin8634,0,0
isin8635,0,0
isin8636,0,0
isin8637,0,0
isin8638,0,0
isin8639,0,5094000
isin8640,0,0
isin8641,2835000,7074000
isin8642,1944000,5643000
isin8643,0,0
isin8644,0,0
isin8645,0,0
isin8646,0,0
isin8647,0,0
isin8648,5656500,2457000
isin8649,0,0
isin8650,0,0
isin8651,0,0
isin8652,0,5805000
isin8653,0,0
isin8654,0,0
isin8655,0,0
isin8656,0,0
isin8657,10449000,10449000
isin8658,9936000,7254000
isin8659,0,0
isin8660,0,0
isin8661,0,0
isin8662,0,0
isin8663,4690285.714,4825285.714
isin8664,0,0
isin8665,74250,129600
isin8666,13500,28687.5
isin8667,0,0
isin8668,1134000,1404000
isin8669,81000,72900
isin8670,189000,1971000
isin8671,0,0
isin8672,2038500,351000
isin8673,1377000,7219800
isin8674,513000,880200
isin8675,610411.7647,3645000
isin8676,396409.0909,1992857.143
isin8677,65045.45455,66960
isin8678,0,0
isin8679,0,14148000
isin8680,6457909.091,5610937.5
isin8681,802500,5775000
isin8682,371250,5400000
isin8683,1134000,4624714.286
isin8684,3019500,5584500
isin8685,464400,669600
isin8686,4276800,3015000
isin8687,1107000,1026000
isin8688,3462750,1768500
isin8689,13500,75600
isin8690,0,0
isin8691,0,0
isin8692,0,0
isin8693,3334500,3334500
isin8694,7206545.455,12243000
isin8695,7971750,31644000
isin8696,14920200,12624428.57
isin8697,2835000,891000
isin8698,818307.6923,3618000
isin8699,30375,27000
isin8700,13948200,7965000
isin8701,1857600,742500
isin8702,1080000,2736000
isin8703,364500,580500
isin8704,0,0
isin8705,364500,297000
isin8706,3982500,54000
isin8707,729000,3118500
isin8708,983571.4286,72000
isin8709,180000,27000
isin8710,0,0
isin8711,27000,27000
isin8712,5602500,5602500
isin8713,0,0
isin8714,0,0
isin8715,0,0
isin8716,0,0
isin8717,0,0
isin8718,4218136.364,1980750
isin8719,1233000,1215000
isin8720,0,0
isin8721,0,0
isin8722,2271857.143,1060147.059
isin8723,0,0
isin8724,0,0
isin8725,0,0
isin8726,1404000,1404000
isin8727,156600,69847.82609
isin8728,4095692.308,5170500
isin8729,675000,580500
isin8730,2254500,594000
isin8731,0,94500
isin8732,6457500,6394500
isin8733,3645000,3237300
isin8734,0,14148000
isin8735,256500,2538000
isin8736,1098000,2682000
isin8737,2400000,1206000
isin8738,0,0
isin8739,81000,5224500
isin8740,0,0
isin8741,0,0
isin8742,0,0
isin8743,0,0
isin8744,0,1998000
isin8745,13500,27000
isin8746,1479600,1551600
isin8747,1737000,1674000
isin8748,60750,117000
isin8749,81000,81000
isin8750,18265500,15912000
isin8751,0,0
isin8752,10746000,10557000
isin8753,0,243000
isin8754,0,0
isin8755,0,0
isin8756,0,0
isin8757,0,0
isin8758,0,0
isin8759,0,0
isin8760,0,0
isin8761,2835000,2835000
isin8762,2119500,2119500
isin8763,0,0
isin8764,0,0
isin8765,0,0
isin8766,289285.7143,278775
isin8767,54000,567000
isin8768,40500,567000
isin8769,2715000,381375
isin8770,2770200,3051000
isin8771,11187000,23834250
isin8772,0,0
isin8773,2592000,1703700
isin8774,936000,525000
isin8775,5872500,2576423.077
isin8777,5744250,5744250
isin8778,8424000,31077000
isin8779,0,0
isin8780,8160750,8160750
isin8781,270000,1053000
isin8782,0,5103000
isin8783,0,0
isin8784,0,0
isin8785,401142.8571,567000
isin8786,3504000,10449000
isin8787,7605000,10449000
isin8788,0,1107000
isin8789,0,985500
isin8790,5373000,540000
isin8792,6669000,5710500
isin8793,0,0
isin8794,0,0
isin8795,0,0
isin8796,186157.8947,50142.85714
isin8797,177576.9231,50142.85714
isin8798,3546000,4374000
isin8799,5238000,439670.4545
isin8800,1305818.182,3136909.091
isin8801,0,0
isin8802,22612500,22612500
isin8803,0,0
isin8804,0,0
isin8805,0,0
isin8806,0,0
isin8807,0,0
isin8808,0,0
isin8809,0,0
isin8810,0,0
isin8811,313500,376578.9474
isin8812,2054454.545,495000
isin8813,950684.2105,5010428.571
isin8814,27000,27000
isin8815,0,0
isin8816,157090.9091,742500
isin8817,0,0
isin8818,0,0
isin8819,0,72000
isin8820,0,0
isin8821,198000,81000
isin8822,0,0
isin8823,13500,22500
isin8824,222750,677700
isin8825,0,54000
isin8826,594000,3263625
isin8827,1547100,2946000
isin8828,400500,183600
isin8829,400500,6075000
isin8830,3892500,280125
isin8831,0,0
isin8832,42750,115200
isin8833,41538.46154,233608.6957
isin8834,270000,3145500
isin8835,5251500,6210000
isin8836,0,3045600
isin8837,5286000,1635525
isin8838,270000,4180500
isin8839,904500,146250
isin8840,0,0
isin8841,5352750,6660000
isin8842,1516263.158,1588178.571
isin8843,81000,675000
isin8844,121500,253800
isin8845,0,0
isin8846,0,0
isin8847,27000,702000
isin8848,45692.30769,57857.14286
isin8849,165857.1429,692357.1429
isin8850,6917400,1944000
isin8851,0,594000
isin8852,7186764.706,7330500
isin8853,0,221062.5
isin8854,10449000,2340000
isin8855,282272.7273,203625
isin8856,10449000,10449000
isin8857,0,47250
isin8858,0,432000
isin8859,0,261000
isin8860,0,0
isin8861,0,0
isin8862,0,0
isin8863,2295000,2295000
isin8864,0,0
isin8865,5265000,6507000
isin8866,0,0
isin8867,0,0
isin8868,0,0
isin8869,54000,108000
isin8870,0,0
isin8871,0,0
isin8872,0,0
isin8873,243000,702000
isin8874,0,33750
isin8875,621000,1593000
isin8876,0,0
isin8877,6979500,2632500
isin8878,8199000,7735500
isin8879,0,9936000
isin8880,0,0
isin8881,54000,121500
isin8882,0,702000
isin8883,8113500,4851000
isin8884,4865400,7479000
isin8885,4302000,9936000
isin8886,2835000,4029750
isin8887,9936000,9936000
isin8888,0,0
isin8889,121500,27000
isin8890,0,0
isin8891,972000,126000
isin8892,306000,306000
isin8893,702000,4833000
isin8894,2298375,1797187.5
isin8895,135000,852000
isin8896,0,0
isin8897,8208000,202500
isin8898,1134000,54000
isin8899,966600,54000
isin8900,0,0
isin8901,76235.29412,99000
isin8902,0,0
isin8903,688500,176210.5263
isin8904,0,1154250
isin8905,1967142.857,249750
isin8906,875571.4286,353700
isin8907,378000,378000
isin8908,837000,1215000
isin8909,0,0
isin8910,0,0
isin8911,0,837000
isin8912,447428.5714,963000
isin8913,54000,648000
isin8914,106909.0909,760500
isin8915,99000,2001000
isin8916,2835000,1458000
isin8917,0,0
isin8918,1578461.538,6606000
isin8919,558000,5805000
isin8920,1090800,3523500
isin8921,268714.2857,108000
isin8922,110700,1714500
isin8923,78300,1112400
isin8924,4674375,4820250
isin8925,10449000,6291000
isin8926,74250,424551.7241
isin8927,0,95400
isin8928,283500,56700
isin8929,162000,70875
isin8930,0,495000
isin8931,0,702000
isin8932,0,0
isin8933,0,0
isin8934,0,0
isin8935,7569000,2948400
isin8936,0,378000
isin8937,4023000,3501000
isin8938,0,0
isin8939,1359000,311086.9565
isin8940,0,0
isin8941,0,0
isin8942,0,0
isin8943,1271454.545,3809454.545
isin8944,17415000,12008250
isin8945,0,0
isin8946,6792882.353,7128000
isin8947,351000,3303000
isin8948,804600,1791000
isin8949,0,567000
isin8950,1215000,1404000
isin8951,0,0
isin8952,0,0
isin8953,0,0
isin8954,8977500,567000
isin8955,19056600,31644000
isin8956,27000,14148000
isin8957,0,0
isin8958,0,0
isin8959,1404000,1404000
isin8960,567000,3655800
isin8961,3640736.842,8579250
isin8962,0,0
isin8963,681750,792000
isin8964,353454.5455,48600
isin8965,1134000,1134000
isin8966,0,0
isin8967,0,0
isin8968,0,567000
isin8969,0,0
isin8970,0,0
isin8971,0,67500
isin8972,0,0
isin8973,0,0
isin8974,0,0
isin8975,0,0
isin8976,70200,48600
isin8977,0,0
isin8978,0,81000
isin8979,0,0
isin8980,0,0
isin8981,0,54000
isin8982,0,0
isin8983,108000,101250
isin8984,229500,162000
isin8985,0,0
isin8986,0,0
isin8987,0,0
isin8988,0,0
isin8989,175500,54000
isin8990,0,0
isin8991,0,0
isin8992,0,324000
isin8993,1134000,434250
isin8994,1903500,1246500
isin8995,81000,2397600
isin8996,54000,414000
isin8997,7155000,4074000
isin8998,1992600,351000
isin8999,440307.6923,2445428.571
isin9000,696600,2637900
isin9001,1401046.875,3038464.286
isin9002,1291500,3591000
isin9003,81000,384750
isin9004,7225200,6843150
isin9005,0,67500
isin9006,43615.38462,45000
isin9007,0,0
isin9008,93857.14286,162000
isin9009,0,0
isin9010,0,0
isin9011,9936000,9936000
isin9012,0,0
isin9013,0,0
isin9014,0,0
isin9015,27000,54000
isin9016,0,171000
isin9017,1299375,3580200
isin9018,0,0
isin9019,0,0
isin9020,0,0
isin9021,585000,799200
isin9022,0,0
isin9023,0,1188000
isin9024,0,0
isin9025,918000,1566000
isin9026,0,0
isin9027,49500,27000
isin9028,0,423000
isin9029,86400,618300
isin9030,0,1404000
isin9031,135000,54000
isin9032,2835000,140625
isin9033,0,1053000
isin9034,5085000,455142.8571
isin9035,0,27000
isin9036,0,423000
isin9037,194400,972000
isin9038,138600,74250
isin9039,270000,157500
isin9040,652500,8295750
isin9041,0,0
isin9042,0,0
isin9043,0,27000
isin9044,157500,13500
isin9045,0,351000
isin9046,594000,432000
isin9047,202500,216000
isin9048,13149000,7902000
isin9049,0,0
isin9050,1782000,472500
isin9051,4156578.947,94500
isin9052,7435800,2304000
isin9053,0,0
isin9054,0,0
isin9055,0,0
isin9056,0,0
isin9057,9936000,216000
isin9058,0,0
isin9059,0,0
isin9060,1098000,27000
isin9061,74250,327000
isin9062,1909636.364,1764000
isin9063,0,567000
isin9064,0,270000
isin9065,0,0
isin9066,0,0
isin9067,0,0
isin9068,0,0
isin9069,0,0
isin9070,7637625,324000
isin9071,3600000,3600000
isin9072,0,3442500
isin9073,8419500,5436000
isin9074,1890000,27000
isin9075,11889000,978750
isin9076,3537000,11214000
isin9077,208125,225000
isin9078,54000,54000
isin9079,0,270000
isin9080,390272.7273,1235250
isin9081,136905.8824,1131300
isin9082,27000,45000
isin9083,54000,13500
isin9084,51750,48115.38462
isin9085,62100,27000
isin9086,10449000,10449000
isin9087,0,0
isin9088,27000,54000
isin9089,49736.84211,306000
isin9090,814500,1897714.286
isin9091,6162750,6132375
isin9092,1134000,3115800
isin9093,9936000,5386500
isin9094,1917000,468000
isin9095,0,0
isin9096,0,0
isin9097,0,0
isin9098,5386500,135000
isin9099,0,0
isin9100,0,0
isin9101,4545529.412,15889500
isin9102,3537000,3186000
isin9103,5643000,5643000
isin9104,702000,702000
isin9105,11058428.57,25200000
isin9106,0,297000
isin9107,0,0
isin9108,8262000,8262000
isin9109,0,0
isin9110,0,0
isin9111,0,0
isin9112,0,18000
isin9113,10449000,4733100
isin9114,4239000,3238650
isin9115,0,0
isin9116,0,90000
isin9117,1512000,174272.7273
isin9118,5636250,877500
isin9119,1107000,1778142.857
isin9120,6189750,3065727.273
isin9121,3976500,1416150
isin9122,1318950,800470.5882
isin9123,2359800,1762714.286
isin9124,3209142.857,6134400
isin9125,0,0
isin9126,9936000,9936000
isin9127,5400000,5926500
isin9128,918000,3138750
isin9129,8616857.143,7785000
isin9130,1368000,2052000
isin9131,0,0
isin9132,688500,688500
isin9133,0,135000
isin9134,0,0
isin9135,1236600,496125
isin9136,9936000,1206000
isin9137,94500,135000
isin9138,0,1768500
isin9139,15052500,10049400
isin9140,14991750,13223250
isin9141,8775000,7911000
isin9142,7056000,3253500
isin9143,0,1350000
isin9144,2187000,10449000
isin9145,1021500,2916000
isin9146,0,9936000
isin9147,0,904500
isin9148,7569000,2230200
isin9149,0,0
isin9150,0,0
isin9151,0,135000
isin9152,0,216000
isin9153,256500,513000
isin9154,0,0
isin9155,0,0
isin9156,0,0
isin9157,0,0
isin9158,51300,121500
isin9159,68827.86885,27000
isin9160,44181.81818,140400
isin9161,0,0
isin9162,75214.28571,927000
isin9163,0,2835000
isin9164,0,0
isin9165,0,189000
isin9166,0,0
isin9167,0,0
isin9168,0,0
isin9169,0,0
isin9170,108000,270000
isin9171,54000,54000
isin9172,0,135000
isin9173,72562.5,229500
isin9174,0,702000
isin9175,0,0
isin9176,0,0
isin9177,0,0
isin9178,2943000,2007000
isin9179,0,2835000
isin9180,0,0
isin9181,0,0
isin9182,0,0
isin9183,0,0
isin9184,0,0
isin9185,0,0
isin9186,33750,243000
isin9187,0,2835000
isin9188,0,0
isin9189,0,0
isin9190,0,0
isin9191,432000,432000
isin9192,0,0
isin9193,0,0
isin9194,135000,3253500
isin9195,0,0
isin9196,0,81000
isin9197,0,14148000
isin9198,232200,185625
isin9199,0,0
isin9200,256500,27000
isin9201,6372000,405000
isin9202,94500,198000
isin9203,454736.8421,1003263.158
isin9204,103304.3478,101057.1429
isin9205,982922.7273,2207571.429
isin9206,92423.07692,154730.7692
isin9207,70434.78261,54000
isin9208,181636.3636,1215000
isin9209,334652.3438,1069200
isin9210,1384200,549000
isin9211,81000,33750
isin9212,0,13500
isin9213,0,2538000
isin9214,0,54000
isin9215,31644000,7921125
isin9216,0,0
isin9217,0,270000
isin9218,0,13851000
isin9219,0,31644000
isin9220,1143000,6669000
isin9221,81000,108000
isin9222,0,0
isin9223,0,0
isin9224,0,0
isin9225,0,0
isin9226,0,0
isin9227,0,0
isin9228,0,0
isin9229,0,0
isin9230,0,0
isin9231,2835000,270000
isin9232,4968000,1390500
isin9233,9936000,6691500
isin9234,8061000,8841000
isin9235,9936000,5022000
isin9236,2490000,1712571.429
isin9237,1413818.182,4195800
isin9238,0,0
isin9239,0,0
isin9240,0,0
isin9241,0,0
isin9242,0,0
isin9243,76500,27000
isin9244,1147500,2871000
isin9245,0,0
isin9246,116100,3244909.091
isin9247,69283.01887,85860
isin9248,154285.7143,101863.6364
isin9249,84375,100730.7692
isin9250,0,0
isin9251,190620,603000
isin9252,328569.2308,283500
isin9253,102214.2857,355500
isin9254,329303.5714,2899800
isin9255,1165909.091,1090500
isin9256,687558.1395,2943000
isin9257,228078.9474,1291846.154
isin9258,1328785.714,5181000
isin9259,166821.4286,275294.1176
isin9260,178200,837000
isin9261,1032750,6260142.857
isin9262,738000,3.00E+05
isin9263,0,0
isin9264,0,9936000
isin9265,0,985500
isin9266,1701000,3628800
isin9267,3340285.714,4384800
isin9268,4491000,7569000
isin9269,77142.85714,114750
isin9270,0,0
isin9271,0,0
isin9272,0,0
isin9273,0,54000
isin9274,64800,270000
isin9275,378000,378000
isin9276,0,0
isin9277,0,1701000
isin9278,2268000,783000
isin9279,11313000,11313000
isin9280,0,0
isin9281,0,0
isin9282,0,0
isin9283,42428.57143,20250
isin9284,221250,3867750
isin9285,0,243000
isin9286,0,4239000
isin9287,0,54000
isin9288,0,27000
isin9289,0,27000
isin9290,78545.45455,216000
isin9291,0,54000
isin9292,1164375,1296000
isin9293,0,0
isin9294,140400,54000
isin9295,0,0
isin9296,117000,337500
isin9297,0,0
isin9298,88714.28571,810000
isin9299,17874000,3021300
isin9300,654230.7692,317250
isin9301,1775769.231,10125000
isin9302,0,0
isin9303,975000,432000
isin9304,54000,27000
isin9305,0,148500
isin9306,351000,351000
isin9307,614863.6364,1093500
isin9308,0,27000
isin9309,121500,243000
isin9310,127285.7143,135000
isin9311,367200,196363.6364
isin9312,984461.5385,470172.4138
isin9313,415800,4196423.077
isin9314,5238000,5987250
isin9315,1639285.714,1319625
isin9316,0,0
isin9317,0,675000
isin9318,0,243000
isin9319,22131000,15615000
isin9320,4275000,324000
isin9321,477000,270000
isin9322,0,0
isin9323,0,337500
isin9324,270000,135000
isin9325,0,0
isin9326,0,0
isin9327,0,0
isin9328,0,0
isin9329,0,0
isin9330,4770000,8478000
isin9331,0,729000
isin9332,0,1282500
isin9333,0,27000
isin9334,0,0
isin9335,0,0
isin9336,0,1404000
isin9337,837000,2821500
isin9338,0,0
isin9339,0,0
isin9340,0,0
isin9341,0,0
isin9342,0,0
isin9343,0,0
isin9344,0,0
isin9345,0,0
isin9346,1758521.739,785454.5455
isin9347,0,0
isin9348,1012500,609750
isin9349,648000,2857500
isin9350,1242000,1242000
isin9351,10449000,10449000
isin9352,0,0
isin9353,0,0
isin9354,0,1134000
isin9355,109588.2353,81000
isin9356,86400,94500
isin9357,114000,1044900
isin9358,0,27000
isin9359,27000,2943000
isin9360,27000,27000
isin9361,216000,777600
isin9362,4443750,12379500
isin9363,54000,27000
isin9364,504000,216000
isin9365,54000,54000
isin9366,54000,135000
isin9367,0,0
isin9368,81000,54000
isin9369,0,0
isin9370,130950,324000
isin9371,27000,27000
isin9372,0,0
isin9373,0,1656000
isin9374,135000,76500
isin9375,36000,135000
isin9376,0,0
isin9377,0,0
isin9378,256500,306000
isin9379,3405857.143,8413200
isin9380,0,108000
isin9381,0,0
isin9382,0,0
isin9383,0,0
isin9384,7092000,9936000
isin9385,0,45000
isin9386,210600,24300
isin9387,547200,696000
isin9388,513000,947250
isin9389,886500,1429650
isin9390,3861000,1073250
isin9391,38423.07692,18195.65217
isin9392,2127600,2565000
isin9393,62437.5,232200
isin9394,27000,67500
isin9395,513000,81000
isin9396,552535.7143,91607.14286
isin9397,33750,46285.71429
isin9398,2061000,219000
isin9399,259200,569700
isin9400,380250,101250
isin9401,306000,936000
isin9402,54000,1878750
isin9403,11810571.43,9415285.714
isin9404,3327750,2520000
isin9405,669130.4348,1053346.154
isin9406,3458596.154,1451543.478
isin9407,135000,2802600
isin9408,4382437.5,1422173.077
isin9409,0,0
isin9410,0,0
isin9411,31644000,27000
isin9412,0,27000
isin9413,121500,513000
isin9414,75477.27273,2315250
isin9415,1255500,801000
isin9416,44718.75,2281500
isin9417,153000,4063500
isin9418,0,54000
isin9419,0,0
isin9420,50142.85714,819000
isin9421,13003200,54000
isin9422,99000,20250
isin9423,0,0
isin9424,0,0
isin9425,3523500,2902500
isin9426,297000,859500
isin9427,237600,108000
isin9428,27000,198000
isin9429,0,0
isin9430,468000,270000
isin9431,0,0
isin9432,270000,270000
isin9433,27000,27000
isin9434,27000,20250
isin9435,0,0
isin9436,148500,74250
isin9437,108000,54000
isin9438,0,27000
isin9439,2119500,5933250
isin9440,1525500,4610250
isin9441,27000,175500
isin9442,1638000,3172500
isin9443,0,0
isin9444,0,0
isin9445,85500,90000
isin9446,0,0
isin9447,2700000,769500
isin9448,0,0
isin9449,482625,1090800
isin9450,0,0
isin9451,2142818.182,742500
isin9452,7284600,4133700
isin9453,715500,531000
isin9454,578571.4286,243000
isin9455,84375,502875
isin9456,9801000,9801000
isin9457,260550,2707269.231
isin9458,243000,3618000
isin9459,1039500,3720000
isin9460,1050468.75,3020318.182
isin9461,3004977.273,5177250
isin9462,594000,7097142.857
isin9463,7928357.143,5164714.286
isin9464,0,0
isin9465,3253500,16389000
isin9466,0,0
isin9467,366187.5,450562.5
isin9468,0,0
isin9469,499078.125,671232.5581
isin9470,216000,963000
isin9471,0,0
isin9472,459000,324000
isin9473,0,661500
isin9474,0,0
isin9475,1023545.455,1436192.308
isin9476,10449000,6561000
isin9477,5265000,1842750
isin9478,0,0
isin9479,4239000,6993000
isin9480,32785.71429,27000
isin9481,0,0
isin9482,28687.5,81000
isin9483,0,0
isin9484,546750,2835000
isin9485,0,0
isin9486,1197000,306000
isin9487,280384.6154,171000
isin9488,0,0
isin9489,0,0
isin9490,0,0
isin9491,0,0
isin9492,0,0
isin9493,0,0
isin9494,0,0
isin9495,353700,173250
isin9496,464062.5,496800
isin9497,144000,388800
isin9498,489375,1770000
isin9499,9450000,2673000
isin9500,31644000,9406800
isin9501,1404000,1836000
isin9502,0,2835000
isin9503,165000,1524150
isin9504,3622909.091,6840236.842
isin9505,597857.1429,562235.2941
isin9506,9171000,4344000
isin9507,0,0
isin9508,0,364500
isin9509,531900,529875
isin9510,0,135000
isin9511,108000,27000
isin9512,0,0
isin9513,3537000,2835000
isin9514,729000,729000
isin9515,0,0
isin9516,0,0
isin9517,0,0
isin9518,0,0
isin9519,0,0
isin9520,59400,189000
isin9521,250714.2857,36310.34483
isin9522,124392.8571,94500
isin9523,153000,56250
isin9524,1244511.628,5360158.537
isin9525,4497954.545,1614441.176
isin9526,27000,27000
isin9527,70200,135000
isin9528,0,0
isin9529,81000,135000
isin9530,4293000,13500
isin9531,594000,966600
isin9532,1094727.273,63000
isin9533,4239000,4239000
isin9534,1701000,648000
isin9535,10449000,5238000
isin9536,0,0
isin9537,1404000,1404000
isin9538,0,1485000
isin9539,0,0
isin9540,198000,384750
isin9541,102272.7273,1410750
isin9542,75348.83721,279000
isin9543,196000,171000
isin9544,0,0
isin9545,0,540000
isin9546,5086800,6466500
isin9547,1449000,44357.14286
isin9548,54000,1161000
isin9549,135000,918000
isin9550,1735714.286,1488000
isin9551,108000,557763.1579
isin9552,225000,1552500
isin9553,939600,5064187.5
isin9554,189000,1303714.286
isin9555,2835000,310500
isin9556,318461.5385,1757304.878
isin9557,3285409.091,1369285.714
isin9558,604451.6129,3882807.692
isin9559,95625,23625
isin9560,59400,423000
isin9561,503625,96088.23529
isin9562,1404000,423000
isin9563,0,1005750
isin9564,441281.25,1478250
isin9565,525193.5484,8019000
isin9566,192802.8169,250838.7097
isin9567,391500,10665000
isin9568,2018250,6917400
isin9569,319500,1611000
isin9570,81000,985500
isin9571,0,0
isin9572,0,0
isin9573,0,0
isin9574,0,0
isin9575,0,270000
isin9576,0,621000
isin9577,14148000,175500
isin9578,31077000,17091000
isin9579,0,0
isin9580,7164000,17806500
isin9581,0,945000
isin9582,5643000,18090000
isin9583,0,0
isin9584,14148000,2403000
isin9585,0,0
isin9586,0,14148000
isin9587,0,0
isin9588,0,0
isin9589,0,0
isin9590,0,0
isin9591,0,0
isin9592,0,0
isin9593,0,0
isin9594,0,0
isin9595,0,0
isin9596,0,0
isin9597,837000,567000
isin9598,9936000,9936000
isin9599,9936000,9936000
isin9600,54000,1755000
isin9601,81000,27000
isin9602,0,81000
isin9603,0,0
isin9604,80250,2020235.294
isin9605,3402000,27000
isin9606,104823.5294,58500
isin9607,1221750,81000
isin9608,72900,27000
isin9609,27000,378000
isin9610,209250,1636200
isin9611,107205.8824,75600
isin9612,1480500,1620000
isin9613,70200,567000
isin9614,316636.3636,168750
isin9615,999000,4293000
isin9616,66656.25,1812375
isin9617,811080,230921.0526
isin9618,0,0
isin9619,209250,837000
isin9620,197526.3158,6566400
isin9621,211390.2439,252450
isin9622,565905.4054,3043125
isin9623,227423.0769,572906.25
isin9624,184781.25,1630720.588
isin9625,1046250,2990250
isin9626,2015250,67500
isin9627,2826000,5519571.429
isin9628,584134.6154,201000
isin9629,388384.6154,324000
isin9630,2085000,1661294.118
isin9631,96428.57143,189000
isin9632,1425548.077,6309692.308
isin9633,2471431.034,14081538.46
isin9634,1930754.717,6409125
isin9635,3408885,12029040
isin9636,5213131.579,11002500
isin9637,10904294.12,12398906.25
isin9638,11792571.43,8656875
isin9639,7011000,6277500
isin9640,558900,2841750
isin9641,27000,486000
isin9642,6142500,3897000
isin9643,0,0
isin9644,0,0
isin9645,6270750,4923000
isin9646,168795.1002,184934.8315
isin9647,505909.0909,2473054.054
isin9648,5962500,1952100
isin9649,5162400,9936000
isin9650,6714000,5069250
isin9651,16020000,13087285.71
isin9652,0,0
isin9653,6957000,3636000
isin9654,0,0
isin9655,135000,54000
isin9656,0,0
isin9657,0,0
isin9658,0,0
isin9659,9909000,3231000
isin9660,18643500,31644000
isin9661,12028500,31644000
isin9662,0,0
isin9663,0,4293000
isin9664,205200,4437000
isin9665,0,0
isin9666,342000,567000
isin9667,0,0
isin9668,189000,189000
isin9669,1525500,366088.2353
isin9670,0,2274750
isin9671,5094000,1530000
isin9672,91800,175500
isin9673,31644000,1404000
isin9674,0,148500
isin9675,3280500,27000
isin9676,1656000,1571400
isin9677,837000,2835000
isin9678,459000,378000
isin9679,945000,945000
isin9680,0,0
isin9681,1404000,310500
isin9682,4212000,837000
isin9683,10449000,3501000
isin9684,10449000,10449000
isin9685,0,10449000
isin9686,1071000,648000
isin9687,5231250,5231250
isin9688,0,0
isin9689,5670000,6385500
isin9690,9936000,567000
isin9691,0,0
isin9692,0,0
isin9693,0,1701000
isin9694,54000,81000
isin9695,788400,2268000
isin9696,0,0
isin9697,0,0
isin9698,0,81000
isin9699,0,0
isin9700,2835000,3024000
isin9701,256500,102600
isin9702,0,0
isin9703,0,0
isin9704,0,27000
isin9705,68959.45946,145800
isin9706,16875,13500
isin9707,0,0
isin9708,27000,81000
isin9709,13385250,13117500
isin9710,0,1404000
isin9711,16456500,21291000
isin9712,31077000,31077000
isin9713,0,0
isin9714,0,0
isin9715,0,2335500
isin9716,0,31077000
isin9717,567000,22604400
isin9718,0,31077000
isin9719,0,0
isin9720,0,0
isin9721,0,0
isin9722,0,0
isin9723,0,0
isin9724,0,0
isin9725,0,0
isin9726,9612000,31077000
isin9727,0,0
isin9728,0,11313000
isin9729,6075000,31077000
isin9730,0,0
isin9731,0,594000
isin9732,0,0
isin9733,0,1701000
isin9734,0,0
isin9735,0,0
isin9736,0,0
isin9737,0,0
isin9738,0,13500
isin9739,0,0
isin9740,0,0
isin9741,27000,123750
isin9742,0,0
isin9743,0,5643000
isin9744,7434000,5575500
isin9745,688500,240300
isin9746,6142500,351000
isin9747,0,0
isin9748,0,0
isin9749,159652.1739,1053000
isin9750,351000,1170000
isin9751,1701000,1031400
isin9752,1330714.286,54000
isin9753,8548875,14472000
isin9754,5458500,3662763.158
isin9755,5731269.231,6507964.286
isin9756,0,0
isin9757,0,0
isin9758,279000,216000
isin9759,0,0
isin9760,3699000,8545500
isin9761,0,0
isin9762,81000,702000
isin9763,1068576.923,974076.9231
isin9764,54000,33750
isin9765,0,0
isin9766,0,207000
isin9767,1134000,993600
isin9768,0,54000
isin9769,0,0
isin9770,73125,540000
isin9771,0,0
isin9772,179718.75,216000
isin9773,0,0
isin9774,86400,135000
isin9775,0,0
isin9776,81000,67500
isin9777,186500,54710.52632
isin9778,0,1827000
isin9779,387908.2569,1989000
isin9780,369562.5,142714.2857
isin9781,1441800,141750
isin9782,64800,171000
isin9783,97200,214500
isin9784,2254500,4444200
isin9785,4050000,7209000
isin9786,0,0
isin9787,0,10449000
isin9788,0,0
isin9789,0,0
isin9790,0,1404000
isin9791,0,0
isin9792,0,0
isin9793,83700,54000
isin9794,270000,54000
isin9795,11313000,2273400
isin9796,0,0
isin9797,486000,1512000
isin9798,0,0
isin9799,459000,1316250
isin9800,270000,5724000
isin9801,412524.5902,474954.5455
isin9802,0,506250
isin9803,3231321.429,2166428.571
isin9804,6374454.545,3829235.294
isin9805,126000,580500
isin9806,1221352.941,4197000
isin9807,666692.3077,2877000
isin9808,4522500,4822875
isin9809,270000,91800
isin9810,17492625,9963000
isin9811,1734000,2451937.5
isin9812,0,27000
isin9813,0,0
isin9814,0,0
isin9815,0,27000
isin9816,0,0
isin9817,135000,135000
isin9818,0,0
isin9819,27000,27000
isin9820,27000,20250
isin9821,0,58973.68421
isin9822,0,0
isin9823,0,0
isin9824,41464.28571,513000
isin9825,0,27000
isin9826,270000,270000
isin9827,27000,54000
isin9828,0,0
isin9829,0,0
isin9830,135000,135000
isin9831,0,0
isin9832,0,54000
isin9833,0,27000
isin9834,51300,103500
isin9835,0,0
isin9836,54000,54000
isin9837,0,0
isin9838,0,0
isin9839,0,0
isin9840,60750,135000
isin9841,0,27000
isin9842,0,0
isin9843,0,54000
isin9844,81000,27000
isin9845,0,0
isin9846,0,81000
isin9847,0,0
