Account Number,Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport/ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems/EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention,CommenceDays,Warrentydays
M5009,VALID,PRM,Open,Male,Eastern,RENTED,59,Three Full Years,6,0,22,0,0,3,0,2014,6,11,2016,6,11, Card II TYPE,748.965,0,2101.87,346,195.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,-436
M5010,VALID,CHC,Open,Male,Eastern,RENTED,32,Three Full Years,3,0,4,0,1,2,0,2014,6,12,2016,6,12,Paper based/Post,645.225,0,1736.38,308,99.45,0,79,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,293,-437
M5011,VALID,CHC,Open,Female,Northern,RENTED,68,Three Full Years,8,8,22,0,0,2,0,2014,6,11,2016,6,11,Paper based/Post,1094.415,0,1593.61,0,17.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,-436
M5012,VALID,PRM,Closed,Female,Western,RENTED,33,Three Full Years,6,0,1,0,0,2,1,2014,6,11,2016,6,11, Card II TYPE,876.645,734.9,1887.4,53,372.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,-436
M5013,VALID,PRM,Open,Male,Eastern,RENTED,40.70260714,Three Full Years,3,0,1,0,0,3,0,2014,6,11,2016,6,11, Card II TYPE,750.54,0,2020.81,377,855,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,-436
M5014,VALID,CHC,Open,Female,Eastern,RENTED,78,Three Full Years,4,0,7,0,1,3,0,2014,7,4,2016,7,4, Card II TYPE,769.44,0,1872.58,138,106.5,0,63,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,271,-459
M5015,VALID,PPL,Open,Male,Eastern,RENTED,76,Three Full Years,2,0,1,0,3,3,0,2014,6,11,2016,6,11, Card II TYPE,576.345,0,1803.63,0,46.6,0,62,3,1,2,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,294,-436
M5016,VALID,CHC,Open,Male,Northern,RENTED,25,Three Full Years,6,20,17,0,0,3,0,2014,6,13,2016,6,13, Card II TYPE,649.95,0,757.11,301,84.3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,-438
M5017,VALID,PRM,Open,Female,Eastern,RENTED,53,Three Full Years,1,13,4,0,0,3,0,2014,6,13,2016,6,13, Card II TYPE,880.32,0,1974.45,100,240.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,-438
M5018,VALID,PRM,Open,Female,Eastern,RENTED,58,Three Full Years,3,14,21,0,0,3,0,2014,6,21,2016,6,21, Card II TYPE,748.23,0,2148.53,142,228.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,-446
M5019,VALID,PPL,Open,Male,Western,RENTED,43.31,Three Full Years,5,0,1,0,0,3,0,2014,6,13,2016,6,13, Card II TYPE,649.845,0,2073.69,153,136.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,-438
M5020,VALID,KLA,Open,Male,Western,RENTED,27,Three Full Years,1,0,1,0,0,3,0,2014,6,14,2016,6,14, Card II TYPE,646.695,0,2020.6,59,748.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,-439
M5021,VALID,PRR,Open,Male,Eastern,RENTED,27,Three Full Years,3,0,17,0,0,3,0,2014,6,30,2016,6,30, Card II TYPE,958.23,0,1486.89,0,420.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,-455
M5022,INVALID,KLA,Open,Female,Northern,RENTED,51,Three Full Years,2,10,21,0,1,2,0,2014,6,19,2016,6,19, Card II TYPE,606.585,0,1770.08,0,144.5,0,82,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,286,-444
M5023,VALID,PPL,Open,Male,Eastern,RENTED,40.54309524,Three Full Years,3,0,7,0,0,3,0,2014,6,14,2016,6,14, Card II TYPE,645.54,0,1803.25,712,192.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,-439
M5024,VALID,KLA,Open,Male,Eastern,RENTED,39.85333333,Three Full Years,4,0,1,0,1,3,0,2014,6,12,2016,6,12, Card II TYPE,645.54,0,2011.83,276,790.35,0,80,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,-437
M5025,VALID,PRM,Open,Female,Eastern,RENTED,46,Three Full Years,6,0,17,0,0,3,0,2014,6,18,2016,6,18, Card II TYPE,926.73,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,-443
M5026,VALID,KLA,Open,Female,Southern,BOUGHT,35,Three Full Years,7,0,1,1,8,2,0,2014,6,13,2016,6,13, Card II TYPE,750.54,0,1711.28,184,221.1,0,11,3,5,3,5,0,0,0,1,0,0,0,3,3,0,0,0,3,0,0,0,3,292,-438
M5027,VALID,CHC,Open,Male,Eastern,RENTED,47.43366667,Three Full Years,4,0,7,0,0,3,0,2014,6,12,2016,6,12, Card II TYPE,951.405,0,1820.81,205,108.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,-437
M5028,VALID,PPL,Closed,Female,Eastern,RENTED,45.92166667,Three Full Years,3,0,2,0,2,None,0,2014,6,19,2016,6,19,None,0,0,0,0,0,1,77,none,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,286,-444
M5029,VALID,CHC,Open,Male,Northern,RENTED,44.90333333,Three Full Years,4,0,12,0,2,3,1,2014,6,18,2016,6,18, Card II TYPE,723.03,588.6,1880.7,1225,454.8,0,21,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,287,-443
M5030,VALID,PPL,Open,Male,Northern,RENTED,39,Three Full Years,4,0,1,0,1,3,0,2014,6,22,2016,6,22, Card II TYPE,784.035,0,1705.06,0,106.2,0,37,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283,-447
M5031,VALID,CHC,Closed,Female,Eastern,RENTED,64,Three Full Years,5,14,21,0,0,3,0,2014,6,15,2016,6,15, Card II TYPE,119.49,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,-440
M5032,VALID,PRM,Open,Female,Northern,RENTED,43,Three Full Years,6,0,22,0,0,3,0,2014,6,13,2016,6,13, Card II TYPE,1463.7,0,1909.77,422,189.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,-438
M5033,VALID,MXX,Open,Female,Eastern,RENTED,64,Three Full Years,3,9,21,0,0,3,0,2014,6,27,2016,6,27, Card II TYPE,1615.32,0,2183.92,117,420.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,-452
M5034,VALID,PPL,Open,Male,Western,RENTED,46.772,Three Full Years,5,0,1,0,0,3,0,2014,6,13,2016,6,13, Card II TYPE,646.17,0,1652.62,0,53.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,-438
M5035,VALID,CHC,Open,Female,Western,RENTED,49.02333333,Three Full Years,3,0,7,0,3,None,0,2014,6,15,2016,10,15,None,0,0,271.25,0,0,1,55,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,290,-560
M5036,VALID,CHC,Open,Female,Eastern,RENTED,62,Three Full Years,3,13,1,0,5,3,2,2014,6,14,2016,6,14, Card II TYPE,573.405,819.4,1422.62,0,97.15,0,23,3,4,1,0,2,2,2,0,2,1,1,0,0,0,0,1,0,1,0,0,0,291,-439
M5037,VALID,CHC,Open,Male,Eastern,RENTED,57.653,Three Full Years,2,0,21,0,0,3,0,2014,6,15,2016,6,15, Card II TYPE,645.54,0,88.97,0,51.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,-440
M5038,VALID,CHC,Open,Male,Eastern,RENTED,51,Three Full Years,4,0,21,0,1,3,1,2014,6,14,2016,6,14, Card II TYPE,645.54,514.8,2176.78,0,47.35,0,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,291,-439
M5039,VALID,PRM,Open,Female,Eastern,RENTED,52,Three Full Years,3,6,1,0,0,3,0,2014,6,19,2016,6,19, Card II TYPE,746.13,0,2146.46,0,204.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,-444
M5040,VALID,PRR,Open,Female,Northern,RENTED,28,Three Full Years,5,8,4,0,0,3,0,2014,6,17,2016,6,17,Paper based/Post,836.325,0,2019.79,935,928.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,-442
M5041,VALID,PRM,Open,Female,Northern,RENTED,82,Three Full Years,4,0,22,0,0,3,0,2014,6,14,2016,6,14, Card I TYPE,775.11,0,1957.72,196,354.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,-439
M5042,INVALID,CHC,Open,Male,Northern,RENTED,59,Three Full Years,4,10,7,0,0,3,0,2014,6,22,2016,6,22, Card II TYPE,643.965,0,487.33,90,131.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,-447
M5043,VALID,PRM,Open,Female,Eastern,RENTED,61,Three Full Years,4,0,17,0,2,3,0,2014,7,12,2016,7,12, Card II TYPE,749.385,0,2048.25,0,156.15,0,56,3,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,263,-467
M5044,VALID,PRM,Open,Female,Northern,RENTED,75,Three Full Years,4,0,22,0,0,3,0,2014,6,15,2016,6,15, Card I TYPE,782.25,0,1766.5,0,59,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,-440
M5045,VALID,PPL,Open,Female,Eastern,RENTED,60,Three Full Years,5,0,12,0,1,3,0,2014,6,14,2016,6,14, Card II TYPE,300.09,0,1979.88,0,87.45,0,79,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,291,-439
M5046,VALID,PRP,Open,Male,Northern,RENTED,31,Three Full Years,4,0,1,0,4,3,0,2014,6,17,2016,6,17, Card II TYPE,958.965,0,1995.81,803,869.1,0,30,3,2,2,1,0,3,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,288,-442
M5047,VALID,PPL,Open,Female,Northern,RENTED,63,Three Full Years,4,14,22,0,1,3,0,2014,6,17,2016,6,17, Card II TYPE,647.85,0,1330.4,0,140.85,0,16,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,288,-442
M5048,VALID,KLA,Open,Male,Western,RENTED,43.07,Three Full Years,4,0,1,0,0,3,0,2014,6,16,2016,6,16, Card II TYPE,1078.14,0,2089.97,0,330.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,-441
M5049,VALID,PRP,Open,Female,Eastern,RENTED,61,Three Full Years,8,0,22,0,2,3,0,2014,6,15,2016,6,15, Card II TYPE,784.665,0,2142.12,0,22.2,0,14,3,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,290,-440
M5050,VALID,KLA,Open,Male,Southern,RENTED,42,Three Full Years,3,0,2,0,0,3,0,2014,6,14,2016,6,14, Card II TYPE,646.275,0,1975.72,368,924.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,-439
M5051,VALID,PPL,Open,Male,Northern,RENTED,71,Three Full Years,2,0,21,0,0,3,0,2014,6,15,2016,6,15, Card II TYPE,678.51,0,66.37,0,8.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,-440
M5052,VALID,PRR,Open,Female,Eastern,RENTED,24,Three Full Years,7,0,7,0,0,3,0,2014,6,15,2016,6,15, Card II TYPE,1339.905,0,2144.82,0,21.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,-440
M5053,VALID,MXX,Open,Male,Northern,RENTED,71,Three Full Years,5,0,1,0,2,3,0,2014,6,26,2016,6,28, Card II TYPE,1562.925,0,2174.62,19,315.65,0,69,3,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,279,-453
M5054,VALID,PRP,Open,Female,Northern,RENTED,40,Three Full Years,4,5,7,0,0,3,0,2014,6,15,2016,6,15, Card II TYPE,1103.34,0,2091.3,1071,1041.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,-440
M5055,VALID,PRR,Open,Male,Eastern,RENTED,29,Three Full Years,4,14,22,0,0,3,0,2014,6,20,2016,6,20, Card II TYPE,1203.09,0,2011.12,39,850.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,-445
M5056,INVALID,CHC,Open,Female,Eastern,RENTED,51.8447619,Three Full Years,3,0,12,0,1,3,0,2014,6,20,2016,6,20, Card II TYPE,645.225,0,1670.43,0,14.65,0,77,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,285,-445
M5057,VALID,PRR,Open,Male,Northern,RENTED,38,Three Full Years,6,6,21,0,1,3,0,2014,6,16,2016,6,16, Card II TYPE,1145.445,0,2088.12,573,586.2,0,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,289,-441
M5058,INVALID,CHC,Open,Male,Eastern,RENTED,33,Three Full Years,3,0,12,0,0,3,0,2014,6,18,2016,6,18, Card II TYPE,583.695,0,1875.98,169,98.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,-443
M5059,VALID,PRM,Open,Male,Eastern,RENTED,42.19666667,Three Full Years,3,0,7,0,1,3,0,2014,6,29,2016,6,29, Card II TYPE,748.23,0,1222.56,43,159.8,0,11,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,276,-454
M5060,VALID,PPL,Open,Male,Northern,RENTED,44.30827778,Three Full Years,4,0,12,0,3,2,0,2014,6,22,2016,6,22,Paper based/Post,8.4,0,1704.11,0,119.2,0,36,3,2,1,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,283,-447
M5061,VALID,PRM,Open,Male,Eastern,RENTED,36,Three Full Years,4,0,7,0,0,3,0,2014,6,23,2016,6,23, Card II TYPE,880.32,0,2019.65,690,430.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,-448
M5062,VALID,PRR,Open,Male,Eastern,RENTED,59,Three Full Years,4,5,17,0,2,3,0,2014,6,17,2016,6,26, Card II TYPE,748.23,0,1905.28,0,490.45,0,31,3,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,288,-451
M5063,VALID,PRM,Open,Female,Eastern,RENTED,42.3,Three Full Years,3,0,1,0,0,3,0,2014,6,16,2016,6,16, Card II TYPE,920.22,0,1787.97,235,187.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,-441
M5064,VALID,KLA,Open,Male,Western,RENTED,65,Three Full Years,10,0,21,0,0,3,0,2014,6,19,2016,6,19, Card II TYPE,2140.005,0,2076.02,0,496.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,-444
M5065,VALID,PPL,Open,Male,Northern,RENTED,67,Three Full Years,4,5,2,0,1,3,0,2014,6,18,2016,6,18, Card II TYPE,897.855,0,2175.8,319,116.55,0,14,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,287,-443
M5066,VALID,PPL,Open,Female,Eastern,RENTED,71,Three Full Years,6,10,22,0,0,3,0,2014,6,25,2016,6,25, Card II TYPE,806.715,0,2182.76,0,193.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,-450
M5067,VALID,PRP,Open,Male,Eastern,RENTED,61,Three Full Years,9,0,21,0,2,3,0,2014,6,21,2016,6,21, Card II TYPE,741.09,0,1969.9,78,197.25,0,29,3,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,284,-446
M5068,VALID,KLA,Open,Male,Northern,RENTED,42.81766667,Three Full Years,5,0,4,0,1,3,0,2014,6,18,2016,6,18, Card II TYPE,1552.95,0,2087.12,43,873.15,0,21,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,287,-443
M5069,VALID,KLA,Open,Male,Northern,RENTED,48,Three Full Years,8,0,12,0,0,3,0,2014,6,18,2016,6,18, Card II TYPE,1025.43,0,1789.62,0,451,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,-443
M5070,VALID,KLA,Closed,Male,Western,RENTED,44.373,Three Full Years,5,0,1,0,0,None,0,2014,6,18,2016,6,18,None,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,-443
M5071,INVALID,CHC,Open,Male,Eastern,RENTED,56,Three Full Years,3,0,22,0,1,3,0,2014,6,19,2016,6,19, Card II TYPE,734.37,0,359.3,109,136.7,0,11,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,286,-444
M5072,VALID,PRP,Open,Male,Northern,RENTED,42,Three Full Years,5,0,12,0,3,2,0,2014,6,20,2016,6,20, Card II TYPE,964.845,0,2088.55,371,256.4,0,18,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,285,-445
M5073,VALID,PPL,Open,Female,Eastern,RENTED,69,Three Full Years,3,6,4,0,1,3,0,2014,6,20,2016,6,20, Card II TYPE,758.415,0,1879.91,97,139.15,0,75,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,-445
M5074,VALID,MXX,Open,Male,Eastern,RENTED,52.14090909,Three Full Years,4,0,1,0,0,3,0,2014,6,27,2016,6,27, Card II TYPE,1654.8,0,2180.22,0,105.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,-452
M5075,VALID,PPL,Open,Male,Eastern,RENTED,45.21880952,Three Full Years,6,0,1,0,0,3,0,2014,6,19,2016,6,19, Card II TYPE,806.715,0,2183.25,0,0.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,-444
M5076,VALID,PPL,Open,Male,Northern,RENTED,43.29269231,Three Full Years,3,0,1,0,0,3,0,2014,6,21,2016,6,21, Card II TYPE,649.215,0,2080.85,158,239.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,-446
M5077,VALID,PPL,Closed,Male,Western,RENTED,43.12333333,Three Full Years,3,0,1,1,0,1,2,2014,6,24,2016,6,24, Card II TYPE,484.995,735.6,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,-449
M5078,VALID,PRP,Open,Male,Eastern,RENTED,31,Three Full Years,6,0,1,1,1,3,0,2014,6,29,2016,6,29, Card II TYPE,1084.86,0,1858.39,135,217.2,0,8,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,276,-454
M5079,VALID,PPL,Open,Female,Eastern,BOUGHT,48,Three Full Years,5,0,22,0,0,3,0,2014,6,22,2016,6,22, Card II TYPE,658.245,0,2170.66,1117,468.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,-447
M5080,INVALID,KLA,Open,Male,Eastern,RENTED,44.04666667,Three Full Years,3,0,2,0,3,3,3,2014,6,19,2016,6,19, Card II TYPE,823.935,1005.7,2145.05,906,964.65,0,52,3,1,2,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,286,-444
M5081,VALID,KLA,Open,Female,Eastern,RENTED,42,Three Full Years,4,14,22,0,1,3,0,2014,6,19,2016,6,19, Card II TYPE,1443.645,0,2072.87,170,862,0,58,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,286,-444
M5082,VALID,PRM,Open,Male,Northern,RENTED,58,Three Full Years,5,0,17,0,0,3,0,2014,6,25,2016,6,25, Card II TYPE,753.585,0,1980.62,1043,468.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,-450
M5083,VALID,KLA,Open,Male,Western,RENTED,40,Three Full Years,6,5,17,0,0,3,0,2014,6,21,2016,6,21, Card II TYPE,961.695,0,2016.17,405,902.05,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,-446
M5084,VALID,PRM,Open,Female,Northern,RENTED,47.93722527,Three Full Years,3,0,4,0,1,3,0,2014,6,24,2016,6,24, Card II TYPE,916.545,0,1912.52,0,70.45,0,59,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,281,-449
M5085,VALID,PPL,Open,Male,Northern,RENTED,20,Three Full Years,4,0,7,0,0,3,0,2014,6,19,2016,6,19, Card II TYPE,804.09,0,2183.01,0,186.05,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,-444
M5086,VALID,PRM,Open,Male,Northern,RENTED,41.68666667,Three Full Years,4,0,1,0,3,1,1,2014,6,20,2016,6,20, Card II TYPE,387.24,506,1697.95,281,573.15,0,33,3,1,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,285,-445
M5087,VALID,KLA,Open,Male,Northern,RENTED,41,Three Full Years,4,0,1,0,0,2,0,2014,7,2,2016,7,2, Card II TYPE,1084.755,0,2183.56,0,274.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,-457
M5088,VALID,PPL,Open,Male,Western,RENTED,42.065,Three Full Years,3,0,1,0,2,3,1,2014,6,20,2016,6,20, Card I TYPE,888.405,746.1,1884.3,198,286.3,0,56,3,2,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,285,-445
M5089,VALID,PRM,Open,Female,Eastern,RENTED,44,Three Full Years,3,0,1,1,5,3,0,2014,6,20,2016,6,20, Card II TYPE,593.04,0,2019.16,969,697.8,0,38,3,4,1,2,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,285,-445
M5090,VALID,CHC,Open,Female,Northern,RENTED,54,Three Full Years,3,0,12,0,0,3,0,2014,6,20,2016,6,20,Paper based/Post,438.9,0,1728.97,0,38.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,-445
M5091,VALID,PPL,Open,Male,Northern,RENTED,39.34,Three Full Years,4,0,1,0,1,2,1,2014,6,24,2016,6,24, Card II TYPE,186.27,695.9,2091.03,379,77.25,0,58,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,281,-449
M5092,VALID,PRM,Open,Female,Northern,BOUGHT,43,Three Full Years,3,0,2,0,1,3,0,2014,6,19,2016,6,19, Card II TYPE,767.34,0,1946.17,670,371,0,50,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,286,-444
M5093,VALID,PRM,Open,Female,Eastern,RENTED,42,Three Full Years,4,0,12,0,0,3,0,2014,6,22,2016,6,22, Card II TYPE,866.04,0,1809.37,0,28.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,-447
M5094,VALID,PRM,Open,Male,Eastern,RENTED,41.805,Three Full Years,3,0,1,0,1,3,1,2014,6,21,2016,6,21, Card II TYPE,435.225,314.5,1957.58,53,273,0,54,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,284,-446
M5095,VALID,CHC,Open,Male,Northern,RENTED,32,Three Full Years,3,0,4,0,0,2,1,2014,6,20,2016,6,20, Card II TYPE,636.3,506,2018.34,655,210.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,-445
M5096,VALID,PPL,Open,Male,Northern,BOUGHT,27,Three Full Years,4,0,2,0,0,3,0,2014,6,24,2016,6,24, Card II TYPE,524.895,0,2176.9,391,398.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,-449
M5097,VALID,PRM,Open,Male,Northern,RENTED,58,Three Full Years,3,14,7,0,0,3,0,2014,6,19,2016,6,19, Card II TYPE,751.695,0,2040.07,0,143.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,-444
M5098,INVALID,KLA,Open,Female,Eastern,RENTED,45,Three Full Years,6,6,17,0,1,3,0,2014,6,21,2016,6,21, Card II TYPE,604.905,0,2081.59,0,251.75,0,83,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,284,-446
M5099,VALID,KLA,Open,Female,Western,RENTED,38,Three Full Years,6,0,21,0,1,2,0,2014,7,1,2016,7,1, Card II TYPE,1087.695,0,2010.11,927,1286.8,0,40,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,274,-456
M5100,INVALID,CHC,Closed,Female,Northern,RENTED,50,Three Full Years,3,14,4,0,0,None,0,2014,6,20,2016,6,20,None,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,-445
M5101,VALID,KLA,Open,Female,Eastern,RENTED,43,Three Full Years,6,6,17,0,1,3,1,2014,6,24,2016,6,24, Card II TYPE,645.225,814.5,2062.78,52,720.95,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281,-449
M5102,VALID,PPL,Open,Male,Northern,RENTED,45.163,Three Full Years,3,0,12,0,0,3,0,2014,6,22,2016,6,22, Card II TYPE,636.3,0,1628.98,0,436.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,-447
M5103,VALID,ESS,Open,Female,Eastern,RENTED,61,Three Full Years,3,14,1,0,1,3,0,2014,6,21,2016,6,21, Card I TYPE,330.54,0,666.32,0,50.8,0,75,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,284,-446
M5104,INVALID,CHC,Open,Male,Eastern,RENTED,51,Three Full Years,2,0,1,0,0,3,0,2014,7,5,2016,7,5,Paper based/Post,666.015,0,2081.05,0,125,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,-460
