"","Address","Scheme","Staus","Gender","Region","Sale.of.Equipment.Status","Age","Equipment.Warranty","Salary.Slab","Professional.Info","Age.of.Home","Categ","Query_freq","Realization_monnos","Default_number","Commence_year","Commence_month","Commence_day","Warrenty_year","Warrenty_month","Warrenty_day","Cardtype","schemecost","defaultsum","Hours","Posthours","daraGB"
"4174","VALID","PPL","Open","Female","Northern","RENTED",30,"Three Full Years","5","0","12","0","0","3","0","2014","2","22","2014","2","22"," Card II TYPE",1962,882,4331,868,3434
"4175","VALID","KLA","Open","Male","Northern","RENTED",39,"Three Full Years","4","0","12","0","0","3","0","2014","2","22","2014","2","22"," Card II TYPE",2497,882,5508,1,4566
"4176","VALID","PRP","Open","Male","Northern","RENTED",46,"Three Full Years","5","5","21","0","2","3","0","2014","2","20","2014","2","20","Paper based/Post",3191,882,7190,1087,5191
"4177","VALID","PRM","Open","Male","Northern","RENTED",39,"Three Full Years","6","0","21","0","0","3","0","2014","2","19","2014","2","19"," Card II TYPE",2383,882,6206,70,5575
"4178","VALID","PRM","Open","Female","Northern","RENTED",26,"Three Full Years","3","0","7","0","0","3","0","2014","2","17","2014","2","17"," Card II TYPE",2400,882,3929,364,1603
"4179","VALID","PRM","Open","Male","Eastern","RENTED",42,"Three Full Years","4","0","21","0","0","3","0","2014","2","18","2014","2","18"," Card II TYPE",2363,882,5345,632,3296
"4180","VALID","CHC","Open","Male","Eastern","RENTED",61,"Three Full Years","4","5","22","0","0","2","1","2014","2","26","2014","2","26"," Card II TYPE",1895,326,7678,264,5525
"4181","VALID","PPL","Open","Male","Eastern","RENTED",42,"Three Full Years","3","0","2","0","1","2","0","2014","2","21","2014","2","21","Paper based/Post",2397,882,2440,1,2028
"4182","VALID","MXX","Open","Female","Eastern","RENTED",46,"Three Full Years","1","0","12","0","0","3","0","2014","2","20","2014","2","20"," Card II TYPE",1082,882,7139,5,263
"4183","VALID","PRR","Open","Female","Northern","RENTED",38,"Three Full Years","4","20","2","0","3","2","3","2014","2","21","2014","2","21"," Card II TYPE",3327,786,7754,21,6109
"4184","VALID","CHC","Open","Female","Eastern","BOUGHT",49,"Three Full Years","5","0","12","0","3","3","3","2014","2","22","2014","2","22","Paper based/Post",1609,857,5492,443,108
"4185","VALID","PRM","Open","Female","Eastern","RENTED",44.3389920634921,"Three Full Years","3","0","4","0","0","3","0","2014","2","28","2014","2","28"," Card II TYPE",2375,882,1592,1,4990
"4186","VALID","PPL","Open","Male","Eastern","RENTED",45.294,"Three Full Years","5","0","12","0","1","3","0","2014","2","18","2014","2","18"," Card II TYPE",1680,882,894,1,5833
"4187","VALID","PPL","Open","Female","Eastern","RENTED",42,"Three Full Years","6","0","7","0","0","3","1","2014","2","19","2014","2","19"," Card II TYPE",1941,349,5219,845,3030
"4188","VALID","PPL","Open","Male","Northern","RENTED",23,"Three Full Years","4","0","12","0","0","3","0","2014","3","9","2014","3","9"," Card II TYPE",2901,882,3297,319,2196
"4189","VALID","KLA","Open","Male","Eastern","RENTED",24,"Three Full Years","5","0","21","0","1","2","1","2014","2","22","2014","2","22"," Card II TYPE",2375,505,4765,1,6256
"4190","VALID","PRM","Open","Male","Eastern","RENTED",71,"Three Full Years","3","14","17","0","2","3","0","2014","2","21","2014","2","21"," Card II TYPE",2329,882,7367,1059,6043
"4191","VALID","PRM","Open","Male","Eastern","RENTED",31,"Three Full Years","4","0","21","0","0","3","0","2014","2","20","2014","2","20"," Card II TYPE",3172,882,4712,367,2329
"4192","VALID","PPL","Open","Female","Southern","RENTED",42,"Three Full Years","8","0","17","0","0","3","0","2014","3","2","2014","3","2"," Card II TYPE",1930,882,1019,1,1101
"4193","VALID","PRP","Open","Female","Eastern","RENTED",64,"Three Full Years","6","5","22","0","2","1","1","2014","2","25","2014","2","25","Paper based/Post",1290,880,7100,2,3259
"4194","VALID","CHC","Open","Male","Eastern","RENTED",73,"Three Full Years","4","0","17","0","0","3","0","2014","2","23","2014","2","23"," Card II TYPE",1934,882,1863,1,4887
"4195","VALID","PRM","Open","Female","Eastern","RENTED",49,"Three Full Years","3","0","7","0","2","2","1","2014","2","28","2014","2","28","Paper based/Post",2079,89,5843,1,56
"4196","VALID","CHC","Open","Female","Eastern","RENTED",68,"Three Full Years","5","14","22","0","2","3","0","2014","2","21","2014","2","21"," Card I TYPE",1895,882,3109,280,5362
"4197","VALID","CHC","Open","Female","Eastern","RENTED",44,"Three Full Years","4","0","12","0","2","3","3","2014","2","21","2014","2","21"," Card II TYPE",2099,296,6074,698,669
"4198","VALID","PRM","Open","Male","Northern","RENTED",49,"Three Full Years","4","6","21","0","0","3","0","2014","2","21","2014","2","21"," Card II TYPE",3127,882,6438,1,5436
"4199","VALID","KLA","Open","Male","Western","BOUGHT",24,"Three Full Years","3","0","4","0","0","3","0","2014","2","20","2014","2","20"," Card II TYPE",1186,882,4958,387,6367
"4200","VALID","PPL","Open","Male","Western","RENTED",46.73375,"Three Full Years","6","0","17","0","1","3","0","2014","2","21","2014","2","21"," Card II TYPE",1953,882,7647,331,4263
"4201","INVALID","PRM","Open","Male","Eastern","RENTED",45,"Three Full Years","8","0","22","0","0","3","0","2014","2","25","2014","2","25"," Card II TYPE",2373,882,8906,1115,6722
"4202","VALID","KLA","Open","Male","Western","RENTED",38,"Three Full Years","7","0","12","0","0","3","0","2014","2","21","2014","2","21"," Card II TYPE",459,882,3099,1,5961
"4203","VALID","KLA","Open","Female","Northern","RENTED",49,"Three Full Years","3","0","7","0","5","3","0","2014","2","27","2014","2","27"," Card II TYPE",2912,882,6416,805,6336
"4204","VALID","CHC","Open","Female","Northern","RENTED",44,"Three Full Years","6","0","17","0","0","3","0","2014","2","26","2014","2","26"," Card II TYPE",2048,882,1207,1,1
"4205","VALID","PPL","Open","Male","Eastern","RENTED",24,"Three Full Years","5","0","2","0","0","3","0","2014","2","23","2014","2","23"," Card II TYPE",2515,882,2192,537,2628
"4206","VALID","PRM","Closed","Male","Northern","RENTED",39.3825,"Three Full Years","3","0","7","1","0","1","1","2014","2","21","2014","2","21"," Card II TYPE",1820,108,51,576,2843
"4207","VALID","PRM","Open","Male","Eastern","RENTED",42.665,"Three Full Years","3","0","2","0","1","2","0","2014","3","4","2014","3","4","Paper based/Post",2634,882,5131,1,5689
"4208","VALID","KLA","Open","Female","Northern","BOUGHT",45,"Three Full Years","4","0","21","0","0","3","0","2014","2","26","2014","2","26"," Card II TYPE",2807,882,8068,1,5732
"4209","VALID","PPL","Open","Female","Southern","RENTED",44.6763333333333,"Three Full Years","4","0","12","0","0","3","0","2014","2","24","2014","2","24"," Card II TYPE",1930,882,3653,58,5532
"4210","INVALID","CHC","Open","Female","Northern","RENTED",46.7066666666667,"Three Full Years","4","0","12","0","0","3","0","2014","2","22","2014","2","22"," Card II TYPE",2045,882,7696,978,2057
"4211","VALID","PRM","Open","Male","Eastern","RENTED",38.4657142857143,"Three Full Years","5","0","2","0","0","3","0","2014","3","21","2014","3","21"," Card II TYPE",2937,882,5356,601,2837
"4212","VALID","KLA","Open","Male","Northern","RENTED",52,"Three Full Years","1","0","21","0","0","3","0","2014","2","25","2014","2","25"," Card II TYPE",884,882,7240,1,6014
"4213","VALID","PPL","Open","Male","Northern","RENTED",60,"Three Full Years","6","0","17","0","3","3","0","2014","2","22","2014","2","22"," Card II TYPE",1994,882,5546,265,1882
"4214","VALID","PRM","Open","Male","Northern","RENTED",19,"Three Full Years","4","0","4","0","0","3","0","2014","2","23","2014","2","23"," Card II TYPE",2539,882,3918,1,1070
"4215","VALID","CHC","Closed","Female","Northern","RENTED",53,"Three Full Years","1","0","17","0","1","1","1","2014","2","24","2014","2","24"," Card II TYPE",2045,386,1699,218,2873
"4216","VALID","KLA","Open","Female","Northern","RENTED",57,"Three Full Years","9","14","17","0","6","3","0","2014","3","1","2014","3","1"," Card II TYPE",2790,882,5195,1,5945
"4217","VALID","PRR","Closed","Female","Northern","RENTED",33,"Three Full Years","5","0","7","1","0","2","3","2014","2","23","2014","2","23"," Card II TYPE",1955,356,685,1,1229
"4218","VALID","PRM","Open","Male","Eastern","RENTED",46,"Three Full Years","3","6","2","0","0","3","0","2014","2","26","2014","2","26"," Card II TYPE",2356,882,1763,1,3780
"4219","VALID","PPL","Open","Male","Western","RENTED",24,"Three Full Years","4","0","21","0","1","2","2","2014","2","26","2014","2","26"," Card II TYPE",2439,527,3074,123,3669
"4220","VALID","PRP","Open","Female","Eastern","RENTED",47,"Three Full Years","4","0","12","0","0","3","0","2014","2","26","2014","2","26"," Card II TYPE",3220,882,8238,284,5159
"4221","VALID","PPL","Open","Male","Northern","RENTED",45.1335,"Three Full Years","4","0","2","0","0","3","0","2014","3","1","2014","3","1"," Card II TYPE",2782,882,3128,1,6117
"4222","VALID","PRR","Open","Female","Eastern","RENTED",18,"Three Full Years","1","0","2","0","0","3","0","2014","3","23","2014","3","23"," Card II TYPE",2356,882,4984,1,5676
"4223","VALID","CHC","Open","Male","Northern","RENTED",57,"Three Full Years","5","0","21","0","0","None","0","2014","3","23","2014","3","23","None",3331,882,8906,1115,6722
"4224","VALID","CHC","Open","Male","Eastern","RENTED",83,"Three Full Years","3","14","22","0","1","3","0","2014","2","24","2014","2","24"," Card II TYPE",439,882,6765,1,4437
"4225","INVALID","PRM","Open","Male","Northern","RENTED",53,"Three Full Years","6","10","21","0","0","3","0","2014","2","28","2014","2","28"," Card II TYPE",2390,882,7941,630,3257
"4226","VALID","PRR","Open","Female","Northern","RENTED",46,"Three Full Years","5","6","22","0","2","3","0","2014","2","26","2014","2","26"," Card II TYPE",445,882,2478,1,1055
"4227","VALID","KLA","Open","Female","Northern","BOUGHT",76,"Three Full Years","1","10","21","0","0","2","0","2014","3","2","2014","3","2"," Card II TYPE",3250,882,7266,1,4274
"4228","VALID","PRP","Open","Female","Northern","BOUGHT",19,"Three Full Years","2","0","7","0","0","3","0","2014","3","1","2014","3","1"," Card II TYPE",3080,882,2817,1016,2459
"4229","VALID","PRR","Open","Female","Northern","RENTED",37,"Three Full Years","4","0","2","0","2","2","2","2014","3","2","2014","3","2"," Card II TYPE",1903,163,109,490,5336
"4230","VALID","KLA","Open","Male","Northern","RENTED",26,"Three Full Years","3","0","2","0","1","2","1","2014","2","26","2014","2","26"," Card II TYPE",470,43,3847,1,5498
"4231","VALID","PRP","Open","Male","Northern","RENTED",64,"Three Full Years","3","0","12","1","2","2","1","2014","2","28","2014","2","28"," Card II TYPE",3240,758,7208,855,4494
"4232","VALID","PRP","Open","Female","Eastern","RENTED",30,"Three Full Years","4","0","2","0","1","2","0","2014","3","1","2014","3","1"," Card II TYPE",1930,882,5617,1084,1606
"4233","VALID","PRM","Closed","Male","Eastern","RENTED",34,"Three Full Years","3","0","4","0","1","2","0","2014","2","28","2014","2","28"," Card II TYPE",1437,882,8340,1,517
"4234","VALID","CHC","Open","Female","Northern","RENTED",50,"Three Full Years","3","13","17","0","1","3","0","2014","3","1","2014","3","1"," Card II TYPE",1961,882,5489,1087,1750
"4235","VALID","PRM","Open","Male","Northern","RENTED",80,"Three Full Years","5","0","22","0","3","2","1","2014","2","27","2014","2","27"," Card II TYPE",2539,553,6457,1071,4479
"4236","VALID","PRM","Open","Female","Western","RENTED",84,"Three Full Years","3","5","17","0","0","3","0","2014","2","27","2014","2","27"," Card II TYPE",430,882,7797,1,1576
"4237","VALID","PRM","Open","Male","Eastern","RENTED",53,"Three Full Years","4","20","17","0","0","3","0","2014","2","28","2014","2","28"," Card II TYPE",2964,882,5975,57,5536
"4238","VALID","PRR","Open","Female","Eastern","RENTED",31,"Three Full Years","4","0","7","1","0","3","0","2014","3","1","2014","3","1"," Card II TYPE",2971,882,4838,561,4676
"4239","VALID","KLA","Open","Male","Northern","RENTED",47.065,"Three Full Years","4","0","17","0","3","3","2","2014","3","4","2014","3","4"," Card II TYPE",171,813,6056,1,4143
"4240","VALID","CHC","Open","Male","Northern","RENTED",50,"Three Full Years","1","0","7","0","0","3","0","2014","3","11","2014","3","11"," Card II TYPE",1964,882,1001,1,3348
"4241","VALID","CHC","Open","Female","Northern","RENTED",65,"Three Full Years","4","0","21","0","1","3","0","2014","3","1","2014","3","1"," Card II TYPE",2003,882,7249,281,5880
"4242","VALID","KLA","Open","Male","Northern","RENTED",34,"Three Full Years","6","8","17","0","1","3","0","2014","3","1","2014","3","1"," Card II TYPE",3191,882,6341,742,6406
"4243","VALID","CHC","Open","Female","Northern","RENTED",63,"Three Full Years","3","0","21","0","0","3","0","2014","3","5","2014","3","5"," Card II TYPE",2850,882,2538,724,6612
"4244","VALID","MXX","Closed","Male","Northern","RENTED",27,"Three Full Years","5","0","7","0","2","None","0","2014","3","1","2014","3","1","None",3331,882,8906,1115,6722
"4245","VALID","PPL","Open","Male","Northern","RENTED",56,"Three Full Years","6","0","22","0","0","3","0","2014","3","2","2014","3","2"," Card I TYPE",2120,882,5916,1,580
"4246","VALID","PPL","Open","Male","Northern","RENTED",70,"Three Full Years","5","0","12","0","0","3","0","2014","3","5","2014","3","5"," Card II TYPE",1897,882,6112,892,2080
"4247","VALID","CHC","Closed","Male","Northern","RENTED",49,"Three Full Years","4","0","12","1","2","1","1","2014","3","1","2014","3","1","Paper based/Post",1354,638,8210,1,1
"4248","VALID","CHC","Open","Female","Northern","RENTED",71,"Three Full Years","4","0","17","0","0","3","0","2014","3","1","2014","3","1"," Card I TYPE",2259,882,1579,988,368
"4249","VALID","KLA","Open","Male","Southern","RENTED",55,"Three Full Years","3","0","17","0","0","3","0","2014","3","4","2014","3","4"," Card II TYPE",2953,882,4626,1,4773
"4250","VALID","CHC","Open","Male","Northern","RENTED",31,"Three Full Years","6","6","17","0","0","3","0","2014","3","2","2014","3","2"," Card II TYPE",2141,882,7279,388,2861
"4251","INVALID","PPL","Open","Female","Western","RENTED",51.42,"Three Full Years","4","0","12","0","2","3","0","2014","3","1","2014","3","1","Paper based/Post",2484,882,1159,1,3109
"4252","VALID","PRM","Open","Male","Western","RENTED",49,"Three Full Years","1","0","7","0","1","3","0","2014","3","2","2014","3","2"," Card II TYPE",2417,882,8073,1103,6137
"4253","VALID","PRP","Open","Male","Northern","RENTED",46.7,"Three Full Years","3","0","17","0","0","3","0","2014","3","3","2014","3","3"," Card II TYPE",56,882,8101,1,2613
"4254","VALID","PPL","Open","Female","Western","RENTED",62,"Three Full Years","4","0","7","0","1","2","1","2014","3","2","2014","3","2"," Card II TYPE",2491,541,5665,908,4168
"4255","VALID","PPL","Open","Male","Northern","RENTED",60,"Three Full Years","8","5","21","0","0","3","0","2014","3","12","2014","3","12"," Card II TYPE",1968,882,3785,323,1320
"4256","VALID","PRM","Open","Male","Northern","BOUGHT",29,"Three Full Years","5","0","2","0","0","3","0","2014","3","7","2014","3","7"," Card II TYPE",1873,882,6224,338,2554
"4257","INVALID","CHC","Open","Male","Northern","RENTED",49.88,"Three Full Years","4","0","2","0","0","3","0","2014","3","2","2014","3","2"," Card II TYPE",1967,882,4680,237,4002
"4258","INVALID","PRM","Open","Male","Northern","RENTED",49.892,"Three Full Years","4","0","12","0","0","3","0","2014","3","2","2014","3","2"," Card II TYPE",3077,882,957,673,1604
"4259","VALID","KLA","Open","Male","Northern","RENTED",50.3662121212121,"Three Full Years","2","0","1","0","0","3","0","2014","3","5","2014","3","5"," Card II TYPE",1161,882,7633,1,4532
"4260","VALID","PRR","Open","Female","Northern","RENTED",59,"Three Full Years","4","0","17","0","0","3","0","2014","3","4","2014","3","4"," Card II TYPE",3297,882,3094,304,3629
"4261","VALID","CHC","Open","Male","Eastern","RENTED",44.7375,"Three Full Years","4","0","7","0","0","3","0","2014","3","29","2014","3","29"," Card II TYPE",2513,882,3165,883,6570
"4262","VALID","KLA","Open","Male","Northern","RENTED",20,"Three Full Years","4","0","7","0","0","3","0","2014","3","7","2014","3","7"," Card II TYPE",192,882,5092,1,3831
"4263","VALID","PRM","Closed","Female","Northern","RENTED",47,"Three Full Years","3","0","1","0","0","3","0","2014","3","4","2014","3","4"," Card II TYPE",578,882,8906,1115,6722
"4264","VALID","KLA","Open","Male","Northern","RENTED",55,"Three Full Years","2","0","1","0","0","3","0","2014","3","5","2014","3","5"," Card II TYPE",210,882,6624,1,5238
"4265","INVALID","PPL","Open","Male","Northern","RENTED",53.425,"Three Full Years","5","0","12","0","1","3","0","2014","3","5","2014","3","5"," Card II TYPE",2724,882,5597,892,2094
"4266","VALID","PRM","Open","Male","Eastern","RENTED",36.8941666666667,"Three Full Years","4","0","2","0","0","3","1","2014","3","8","2014","3","8"," Card II TYPE",2375,505,2931,836,4557
"4267","VALID","PRM","Open","Male","Eastern","RENTED",31,"Three Full Years","6","0","12","0","3","3","0","2014","3","7","2014","3","7","Paper based/Post",2836,882,7145,71,5404
"4268","VALID","PRP","Open","Male","Eastern","RENTED",42,"Three Full Years","5","20","17","0","0","3","3","2014","3","5","2014","3","5"," Card II TYPE",280,837,4155,957,3297
"4269","VALID","MXX","Open","Male","Eastern","RENTED",43.01,"Three Full Years","7","0","4","0","0","1","1","2014","3","6","2014","3","6"," Card II TYPE",1312,110,8906,1115,6722
"4270","VALID","PRR","Open","Male","Northern","RENTED",24,"Three Full Years","2","13","17","0","1","3","0","2014","3","6","2014","3","6"," Card II TYPE",100,882,5613,1056,5503
"4271","VALID","PRR","Open","Male","Northern","RENTED",37,"Three Full Years","4","0","22","0","0","2","2","2014","3","11","2014","3","11"," Card II TYPE",1010,64,7049,762,4450
"4272","VALID","PRR","Open","Male","Eastern","RENTED",27,"Three Full Years","4","0","2","0","0","2","1","2014","3","8","2014","3","8"," Card II TYPE",1444,181,3152,309,2885
"4273","VALID","PPL","Open","Female","Northern","RENTED",27,"Three Full Years","4","19","12","0","1","3","0","2014","3","8","2014","3","8"," Card II TYPE",2506,882,3327,898,3709
"4274","VALID","PRP","Open","Female","Northern","RENTED",47,"Three Full Years","5","5","22","0","0","3","0","2014","3","5","2014","3","5"," Card I TYPE",2911,882,3858,509,4359
"4275","VALID","KLA","Open","Female","Northern","BOUGHT",39,"Three Full Years","5","0","2","0","1","3","0","2014","3","7","2014","3","7"," Card II TYPE",2807,882,7384,1,5147
"4276","INVALID","CHC","Open","Male","Northern","RENTED",63,"Three Full Years","4","0","12","0","0","3","0","2014","3","5","2014","3","5"," Card II TYPE",3015,882,4364,1,3111
"4277","VALID","CHC","Open","Male","Northern","RENTED",54,"Three Full Years","5","10","12","0","2","3","0","2014","3","9","2014","3","9"," Card II TYPE",1953,882,2056,382,6326
"4278","VALID","PRR","Open","Male","Northern","RENTED",54,"Three Full Years","4","0","21","0","3","3","0","2014","3","9","2014","3","9"," Card II TYPE",16,882,3849,1,2255
"4279","VALID","KLA","Open","Male","Eastern","RENTED",59,"Three Full Years","4","0","17","0","3","3","1","2014","3","7","2014","3","7"," Card II TYPE",2593,588,5649,274,3522
"4280","VALID","PRM","Open","Female","Eastern","RENTED",48,"Three Full Years","4","0","1","0","0","3","0","2014","3","6","2014","3","6"," Card II TYPE",3019,882,883,440,2886
"4281","VALID","KLA","Open","Female","Eastern","RENTED",56,"Three Full Years","3","0","22","0","0","3","0","2014","3","7","2014","3","7"," Card II TYPE",279,882,5371,888,397
"4282","VALID","PPL","Open","Female","Northern","RENTED",53,"Three Full Years","4","0","12","0","0","3","0","2014","3","6","2014","3","6"," Card II TYPE",2671,882,3185,1,5369
"4283","VALID","PRM","Open","Male","Eastern","RENTED",63,"Three Full Years","6","14","22","0","0","3","0","2014","3","14","2014","3","14"," Card II TYPE",2329,882,7203,1,5712
"4284","VALID","PPL","Open","Female","Eastern","RENTED",41,"Three Full Years","8","5","17","0","0","3","0","2014","3","9","2014","3","9"," Card II TYPE",2524,882,7008,890,4049
"4285","INVALID","PPL","Open","Female","Eastern","RENTED",40,"Three Full Years","3","0","12","0","1","2","1","2014","3","7","2014","3","7","Paper based/Post",542,34,5453,1,1028
"4286","VALID","CHC","Open","Female","Eastern","RENTED",50,"Three Full Years","4","0","2","0","0","3","0","2014","3","12","2014","3","12"," Card II TYPE",1925,882,4715,779,1711
"4287","VALID","PPL","Open","Male","Eastern","BOUGHT",28,"Three Full Years","4","0","12","0","0","2","1","2014","3","9","2014","3","9","Paper based/Post",1772,303,1504,426,551
"4288","VALID","PRM","Open","Male","Northern","RENTED",32,"Three Full Years","5","0","21","0","1","3","0","2014","3","6","2014","3","6"," Card II TYPE",3096,882,7880,711,3047
"4289","VALID","PRR","Open","Male","Northern","RENTED",33,"Three Full Years","6","10","17","0","0","3","0","2014","3","7","2014","3","7"," Card II TYPE",42,882,4262,453,4165
"4290","VALID","CHC","Open","Male","Northern","RENTED",49,"Three Full Years","10","8","22","0","0","3","0","2014","3","14","2014","3","14"," Card II TYPE",2052,882,2020,362,196
"4291","VALID","CHC","Open","Female","Eastern","RENTED",65,"Three Full Years","5","0","21","0","0","3","0","2014","3","13","2014","3","13"," Card II TYPE",1930,882,2074,850,2549
"4292","VALID","PRP","Open","Male","Northern","RENTED",46.3763333333333,"Three Full Years","4","0","2","0","0","3","0","2014","3","12","2014","3","12"," Card II TYPE",2872,882,6363,1,1696
"4293","VALID","PPL","Open","Female","Eastern","RENTED",53,"Three Full Years","6","5","21","0","0","3","0","2014","3","8","2014","3","8"," Card II TYPE",637,882,7767,107,3009
"4294","VALID","PRM","Open","Male","Northern","RENTED",27,"Three Full Years","4","0","7","0","0","2","1","2014","3","12","2014","3","12"," Card II TYPE",2263,598,8906,1115,6722
"4295","INVALID","KLA","Open","Male","Northern","RENTED",46.2245,"Three Full Years","3","0","7","0","1","3","0","2014","3","21","2014","3","21"," Card II TYPE",257,882,4090,1,4266
"4296","VALID","CHC","Open","Female","Northern","RENTED",79,"Three Full Years","5","6","2","0","0","3","0","2014","3","9","2014","3","9"," Card II TYPE",232,882,6626,1,5320
"4297","VALID","PPL","Open","Male","Northern","RENTED",46,"Three Full Years","4","0","22","0","0","3","0","2014","3","20","2014","3","20"," Card II TYPE",2118,882,6085,149,6345
"4298","INVALID","CHC","Open","Male","Northern","RENTED",47,"Three Full Years","4","0","7","1","0","None","0","2014","3","9","2014","3","9","None",3331,882,8906,1115,6722
"4299","VALID","PPL","Closed","Male","Southern","RENTED",47.0633333333333,"Three Full Years","3","0","7","0","0","None","0","2014","3","10","2014","3","10","None",3331,882,8906,1115,6722
"4300","VALID","CHC","Open","Male","Eastern","RENTED",56,"Three Full Years","2","0","2","0","0","3","0","2014","3","10","2014","3","10"," Card II TYPE",2557,882,7336,257,5687
"4301","VALID","PRM","Open","Male","Eastern","RENTED",37,"Three Full Years","5","0","12","0","0","3","0","2014","4","6","2014","4","6"," Card II TYPE",2375,882,5043,693,4244
"4302","VALID","PRM","Open","Female","Eastern","RENTED",46,"Three Full Years","3","0","12","0","0","3","0","2014","3","13","2014","3","13"," Card II TYPE",2815,882,1661,511,1913
"4303","VALID","PRM","Closed","Female","Eastern","RENTED",64,"Three Full Years","6","5","21","0","0","3","0","2014","4","5","2014","4","5"," Card II TYPE",1474,882,8906,1115,6722
"4304","VALID","PRM","Open","Male","Eastern","RENTED",42.8015,"Three Full Years","4","0","2","0","0","3","0","2014","3","11","2014","3","11"," Card II TYPE",2375,882,499,986,3806
"4305","VALID","PRM","Open","Female","Eastern","RENTED",36,"Three Full Years","4","0","2","0","0","3","0","2014","3","12","2014","3","12"," Card II TYPE",2375,882,8090,296,2885
"4306","VALID","CHC","Open","Female","Northern","RENTED",49,"Three Full Years","2","0","4","0","0","3","0","2014","3","14","2014","3","14"," Card II TYPE",1701,882,2141,406,331
"4307","VALID","PPL","Open","Male","Western","RENTED",59,"Three Full Years","6","5","22","0","1","2","0","2014","3","11","2014","3","11","Paper based/Post",3311,882,5673,1,5483
"4308","INVALID","PPL","Open","Male","Northern","RENTED",53,"Three Full Years","5","0","22","0","0","3","0","2014","3","15","2014","3","15"," Card II TYPE",1963,882,924,1,2085
"4309","VALID","KLA","Open","Female","Northern","RENTED",47,"Three Full Years","3","0","17","0","0","3","0","2014","3","12","2014","3","12"," Card II TYPE",490,882,6492,654,285
"4310","VALID","PPL","Open","Female","Western","RENTED",32,"Three Full Years","7","0","7","0","0","3","0","2014","3","15","2014","3","15"," Card II TYPE",2228,882,2671,281,4002
"4311","VALID","CHC","Open","Female","Eastern","RENTED",32,"Three Full Years","4","0","2","0","0","3","0","2014","4","5","2014","4","5"," Card II TYPE",1930,882,6356,1,2738
"4312","VALID","PRM","Open","Male","Eastern","RENTED",46.1515,"Three Full Years","3","0","2","0","0","3","0","2014","3","13","2014","3","13"," Card II TYPE",2593,882,275,1,6631
"4313","VALID","MXX","Open","Male","Northern","RENTED",48,"Three Full Years","4","0","2","1","2","3","0","2014","3","12","2014","3","12"," Card II TYPE",827,882,7350,911,6229
"4314","VALID","PPL","Open","Male","Eastern","RENTED",37,"Three Full Years","5","0","7","0","0","3","0","2014","3","13","2014","3","13"," Card II TYPE",2159,882,5691,256,1972
"4315","VALID","PRM","Open","Female","Eastern","RENTED",40.8975,"Three Full Years","4","0","7","0","0","3","0","2014","3","12","2014","3","12"," Card II TYPE",2947,882,5816,809,3485
"4316","VALID","PRM","Open","Male","Northern","RENTED",46.7158333333333,"Three Full Years","4","0","2","0","2","2","0","2014","3","12","2014","3","12"," Card II TYPE",3077,882,3640,1,6573
"4317","VALID","PPL","Open","Female","Northern","RENTED",61,"Three Full Years","3","0","22","0","0","3","0","2014","3","22","2014","3","22"," Card II TYPE",1961,882,5918,1034,2004
"4318","VALID","MXX","Open","Female","Northern","RENTED",27,"Three Full Years","7","0","17","0","0","3","0","2014","3","14","2014","3","14"," Card II TYPE",665,882,6022,75,124
"4319","VALID","PRM","Open","Male","Eastern","RENTED",54,"Three Full Years","3","20","7","0","5","2","0","2014","3","13","2014","3","13","Paper based/Post",2868,882,6888,1,5475
"4320","VALID","KLA","Open","Male","Northern","RENTED",47,"Three Full Years","4","0","2","0","0","3","0","2014","3","18","2014","3","18"," Card II TYPE",340,882,5617,806,6280
"4321","VALID","PRR","Open","Male","Eastern","RENTED",34,"Three Full Years","3","0","7","0","0","3","1","2014","3","13","2014","3","13"," Card II TYPE",448,874,3159,332,2673
"4322","VALID","PRM","Open","Male","Eastern","RENTED",41,"Three Full Years","4","0","21","0","0","3","0","2014","3","17","2014","3","17"," Card II TYPE",2375,882,4805,1,5998
"4323","VALID","PRR","Open","Male","Western","RENTED",19,"Three Full Years","6","0","7","0","0","3","0","2014","3","16","2014","3","16"," Card II TYPE",3255,882,8027,349,3209
"4324","VALID","CHC","Open","Female","Northern","RENTED",49.1391538461538,"Three Full Years","7","0","1","0","0","3","0","2014","3","16","2014","3","16"," Card II TYPE",2043,882,3278,1,2868
"4325","VALID","PRP","Open","Male","Northern","RENTED",34,"Three Full Years","4","10","2","0","0","3","0","2014","3","18","2014","3","18"," Card II TYPE",469,882,7950,1,3746
"4326","VALID","PPL","Open","Male","Northern","RENTED",72,"Three Full Years","4","14","17","0","1","3","0","2014","3","14","2014","3","14"," Card II TYPE",2085,882,4176,837,3680
"4327","VALID","ESS","Open","Female","Northern","RENTED",20,"Three Full Years","3","0","4","0","0","3","0","2014","3","21","2014","3","21"," Card II TYPE",1414,882,8906,1115,6722
"4328","VALID","PRM","Open","Male","Northern","RENTED",47,"Three Full Years","3","10","2","0","0","3","0","2014","3","13","2014","3","13"," Card II TYPE",661,882,3534,1,1505
"4329","VALID","KLA","Open","Female","Western","RENTED",42,"Three Full Years","5","0","2","0","0","3","0","2014","3","20","2014","3","20"," Card II TYPE",284,882,5199,1,4823
"4330","VALID","CHC","Open","Male","Western","RENTED",44,"Three Full Years","5","0","4","0","0","3","0","2014","3","14","2014","3","14"," Card II TYPE",2493,882,2428,1114,4473
