,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Churn Date,Categ,Query_freq,payment_number,Default_number
5385,M5420,2014-07-31,INVALID,CHC,Open,Male,Northern,RENTED,82.0,Three Full Years,6.0,6.0,21.0,2016-07-31,0,0,0,3,0
5386,M5421,2014-07-31,INVALID,CHC,Open,,Northern,RENTED,,Three Full Years,,,,2016-07-31,0,0,0,3,0
5387,M5422,2014-08-01,INVALID,PPL,Open,Female,Eastern,RENTED,59.0,Three Full Years,5.0,0.0,21.0,2016-08-01,0,0,2,3,0
5388,M5423,2014-07-31,VALID,PRM,Closed,Female,Northern,RENTED,54.0,,3.0,0.0,21.0,,2015-04-28 00:00:00,1,5,3,3
5389,M5424,2014-07-31,VALID,KLA,Open,Male,Northern,RENTED,45.0,Three Full Years,6.0,0.0,21.0,2016-07-31,0,0,0,3,0
5390,M5425,2014-07-31,VALID,PRM,Open,Female,Eastern,RENTED,63.0,Three Full Years,2.0,0.0,4.0,2016-07-31,0,0,0,3,0
5391,M5426,2014-08-01,VALID,PRM,Open,Male,Eastern,RENTED,47.0,Three Full Years,3.0,0.0,17.0,2016-08-01,0,0,3,3,1
5392,M5427,2014-08-01,VALID,PRR,Open,,Eastern,RENTED,,Three Full Years,,,,2016-08-01,0,0,0,3,0
5393,M5428,2014-08-03,VALID,CHC,Open,Female,Eastern,RENTED,59.0,Three Full Years,3.0,0.0,17.0,2016-08-03,0,0,0,3,0
5394,M5429,2014-08-04,VALID,PRM,Open,Male,Northern,RENTED,46.0,Three Full Years,3.0,0.0,1.0,2016-08-04,0,0,0,3,0
5395,M5430,2014-08-02,VALID,PRM,Open,Male,Northern,RENTED,28.0,Three Full Years,3.0,0.0,1.0,2016-08-02,0,0,0,3,0
5396,M5431,2014-07-31,VALID,PPL,Open,Male,Northern,RENTED,24.0,Three Full Years,5.0,0.0,1.0,2016-07-31,0,0,0,3,1
5397,M5432,2014-08-02,VALID,PPL,Open,Female,Northern,RENTED,53.0,Three Full Years,4.0,0.0,12.0,2016-08-02,0,0,0,3,0
5398,M5433,2014-08-01,INVALID,PRM,Open,Female,Eastern,RENTED,64.0,Three Full Years,3.0,0.0,12.0,2016-08-01,0,0,0,3,0
5399,M5434,2014-08-02,VALID,CHC,Open,Female,Eastern,RENTED,51.0,Three Full Years,1.0,0.0,4.0,2016-12-02,0,0,0,2,0
5400,M5435,2014-07-31,INVALID,PRP,Open,Female,Western,RENTED,,Three Full Years,4.0,0.0,7.0,2016-07-31,0,0,0,3,0
5401,M5436,2014-08-05,VALID,PPL,Open,,Southern,RENTED,,Three Full Years,,,,2016-08-05,0,0,1,3,0
5402,M5437,2014-08-08,VALID,KLA,Open,Male,Northern,RENTED,24.0,Three Full Years,1.0,0.0,7.0,2016-08-08,0,0,0,3,0
5403,M5438,2014-08-01,VALID,CHC,Open,Female,Eastern,RENTED,27.0,Three Full Years,4.0,0.0,4.0,2016-08-01,2015-05-30 00:00:00,1,0,3,3
5404,M5439,2014-08-02,VALID,PPL,Open,Female,Eastern,RENTED,50.0,Three Full Years,6.0,8.0,21.0,2016-08-02,0,0,1,2,0
5405,M5440,2014-08-05,VALID,MXX,Closed,Male,Northern,RENTED,37.0,,5.0,0.0,4.0,,0,0,0,2,0
5406,M5441,2014-08-02,VALID,PRM,Open,Female,Northern,RENTED,,Three Full Years,4.0,0.0,22.0,2016-08-02,0,0,6,2,0
5407,M5442,2014-08-01,VALID,PRM,Open,Male,Eastern,RENTED,61.0,Three Full Years,6.0,0.0,12.0,2016-08-01,0,0,0,3,0
5408,M5443,2014-08-02,VALID,PRR,Open,,Northern,RENTED,,Three Full Years,,,,2016-08-02,0,0,1,4,1
5409,M5444,2014-08-02,VALID,PPL,Open,Female,Eastern,RENTED,31.0,Three Full Years,4.0,13.0,1.0,2016-08-02,0,0,0,4,1
5410,M5445,2014-08-01,VALID,PRM,Open,Male,Eastern,RENTED,47.0,Three Full Years,5.0,6.0,17.0,2016-08-03,0,0,2,3,0
5411,M5446,2014-08-01,INVALID,KLA,Open,Male,Northern,RENTED,39.0,Three Full Years,8.0,10.0,22.0,2016-08-01,0,0,0,3,0
5412,M5447,2014-08-02,VALID,KLA,Open,Male,Northern,RENTED,36.0,Three Full Years,4.0,0.0,1.0,2016-08-02,0,0,0,3,0
5413,M5448,2014-08-03,VALID,PRM,Open,Female,Northern,RENTED,38.0,Three Full Years,3.0,5.0,1.0,2016-08-03,0,0,0,3,0
5414,M5449,2014-08-07,VALID,PRR,Open,Male,Eastern,RENTED,,Three Full Years,1.0,0.0,2.0,2016-08-07,0,0,6,5,1
5415,M5450,2014-08-02,VALID,ESS,Open,Female,Northern,RENTED,49.0,Three Full Years,1.0,0.0,7.0,2016-12-02,0,0,3,1,0
5416,M5451,2014-08-10,VALID,PPL,Open,Male,Eastern,RENTED,25.0,Three Full Years,4.0,0.0,7.0,2016-08-10,0,0,0,3,0
5417,M5452,2014-08-02,VALID,PRM,Open,,Northern,RENTED,,Three Full Years,,,,2016-08-02,2015-05-01 00:00:00,1,0,2,0
5418,M5453,2014-08-01,VALID,KLA,Open,Male,Western,RENTED,50.0,Three Full Years,4.0,0.0,7.0,2016-08-01,0,0,2,3,2
5419,M5454,2014-08-05,VALID,PRM,Open,Female,Eastern,RENTED,43.0,Three Full Years,9.0,13.0,22.0,2016-08-05,0,0,0,3,0
5420,M5455,2014-08-08,VALID,PRM,Open,Female,Northern,RENTED,51.0,Three Full Years,6.0,0.0,17.0,2016-08-08,0,0,0,3,0
5421,M5456,2014-08-02,VALID,PRM,Open,Female,Northern,BOUGHT,,Three Full Years,4.0,0.0,12.0,2016-08-02,0,0,0,1,0
5422,M5457,2014-08-08,VALID,CHC,Open,Female,Eastern,RENTED,68.0,Three Full Years,4.0,9.0,7.0,2016-08-08,0,0,0,3,0
5423,M5458,2014-08-06,VALID,CHC,Open,,Eastern,RENTED,,Three Full Years,,,,2016-08-06,0,0,2,3,0
5424,M5459,2014-08-10,VALID,MXX,Open,Male,Eastern,RENTED,55.0,Three Full Years,4.0,0.0,1.0,2016-08-10,0,0,1,3,0
5425,M5460,2014-08-03,VALID,PRM,Open,Female,Northern,RENTED,55.0,Three Full Years,5.0,0.0,1.0,2016-08-03,0,0,0,3,0
5426,M5461,2014-08-05,VALID,CHC,Open,Male,Northern,RENTED,,Three Full Years,3.0,0.0,12.0,2016-08-05,0,0,0,3,0
5427,M5462,2014-08-04,VALID,KLA,Open,Male,Northern,RENTED,67.0,Three Full Years,6.0,0.0,17.0,2016-08-04,0,0,0,3,0
5428,M5463,2014-08-09,VALID,PPL,Open,Male,Northern,RENTED,,Three Full Years,4.0,0.0,1.0,2016-08-09,0,0,1,3,1
5429,M5464,2014-08-03,INVALID,PPL,Open,Female,Northern,RENTED,,Three Full Years,4.0,0.0,7.0,2016-08-03,0,0,6,3,0
5430,M5465,2014-08-05,VALID,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2016-08-05,0,0,0,3,0
5431,M5466,2014-08-11,VALID,PRM,Open,Female,Eastern,RENTED,53.0,Three Full Years,4.0,0.0,1.0,2016-08-11,0,0,1,3,0
5432,M5467,2014-08-05,VALID,PRM,Closed,,Eastern,RENTED,,,,,,,0,0,0,3,0
5433,M5468,2014-08-04,VALID,PRM,Open,Female,Northern,RENTED,57.0,Three Full Years,3.0,0.0,7.0,2016-08-04,0,0,0,3,0
5434,M5469,2014-08-05,VALID,KLA,Open,Female,Eastern,RENTED,,Three Full Years,3.0,0.0,2.0,2015-10-05,0,0,4,2,1
5435,M5470,2014-08-05,VALID,KLA,Open,Female,Western,RENTED,,Three Full Years,3.0,0.0,1.0,2016-08-05,0,0,0,3,0
5436,M5471,2014-08-02,VALID,KLA,Open,Female,Western,RENTED,44.0,Three Full Years,9.0,0.0,7.0,2016-08-02,0,0,0,3,0
5437,M5472,2014-08-05,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2016-08-05,0,0,0,3,0
5438,M5473,2014-08-05,VALID,KLA,Open,Female,Western,RENTED,68.0,Three Full Years,6.0,0.0,21.0,2016-08-05,0,0,1,2,0
5439,M5474,2014-08-05,VALID,KLA,Open,Female,Northern,BOUGHT,66.0,Three Full Years,3.0,10.0,7.0,2016-08-05,0,0,1,3,2
5440,M5475,2014-08-10,VALID,PRM,Open,Female,Eastern,RENTED,23.0,Three Full Years,4.0,0.0,2.0,2016-08-10,0,0,1,3,0
5441,M5476,2014-08-04,VALID,PRM,Open,Female,Western,RENTED,23.0,Three Full Years,3.0,0.0,1.0,2016-08-04,0,0,0,3,0
5442,M5477,2014-08-10,VALID,KLA,Open,,Western,RENTED,,Three Full Years,,,,2016-08-10,0,0,0,3,1
5443,M5478,2014-08-16,VALID,KLA,Open,Female,Western,BOUGHT,22.0,Three Full Years,3.0,0.0,1.0,2016-08-16,0,0,0,3,0
5444,M5479,2014-08-05,VALID,KLA,Open,Male,Northern,RENTED,26.0,Three Full Years,3.0,0.0,7.0,2016-08-05,0,0,0,3,1
5445,M5480,2014-08-06,INVALID,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2016-08-06,0,0,0,3,0
5446,M5481,2014-08-08,VALID,PRM,Open,Male,Eastern,RENTED,23.0,Three Full Years,3.0,0.0,7.0,2016-08-08,0,0,2,3,2
5447,M5482,2014-08-05,INVALID,CHC,Open,,Northern,RENTED,,Three Full Years,,,,2016-09-05,0,0,3,2,0
5448,M5483,2014-08-14,VALID,PPL,Open,Female,Southern,RENTED,92.0,Three Full Years,4.0,13.0,17.0,2016-08-14,0,0,1,3,0
5449,M5484,2014-08-06,VALID,PRM,Open,Male,Southern,RENTED,40.0,Three Full Years,6.0,0.0,1.0,2016-08-06,0,0,3,3,0
5450,M5485,2014-08-05,VALID,PPL,Open,,Southern,RENTED,,Three Full Years,,,,2016-08-18,0,0,1,3,0
5451,M5486,2014-08-10,INVALID,CHC,Closed,Female,Eastern,RENTED,,,2.0,0.0,7.0,,0,0,1,1,0
5452,M5487,2014-08-05,VALID,PRM,Open,Male,Northern,RENTED,67.0,Three Full Years,4.0,14.0,22.0,2016-08-05,0,0,1,3,0
5453,M5488,2014-08-06,VALID,PRR,Open,Female,Northern,RENTED,,Three Full Years,1.0,0.0,2.0,2016-08-06,0,0,0,3,0
5454,M5489,2014-08-06,VALID,PRM,Open,Male,Northern,RENTED,51.0,Three Full Years,5.0,0.0,4.0,2016-08-06,0,0,0,3,0
5455,M5490,2014-08-05,VALID,PPL,Open,Female,Western,RENTED,85.0,Three Full Years,3.0,0.0,22.0,2016-08-05,0,0,0,3,0
5456,M5491,2014-08-07,VALID,KLA,Open,Male,Eastern,BOUGHT,89.0,Three Full Years,6.0,0.0,17.0,2016-08-07,0,0,0,3,0
5457,M5492,2014-08-06,VALID,PRM,Open,Male,Eastern,RENTED,63.0,Three Full Years,5.0,0.0,22.0,2016-08-06,0,0,0,3,0
5458,M5493,2014-08-06,VALID,PPL,Open,Female,Northern,RENTED,29.0,Three Full Years,4.0,5.0,1.0,2016-08-06,0,0,2,3,0
5459,M5494,2014-09-27,INVALID,PPL,Open,Male,Northern,RENTED,32.0,Three Full Years,1.0,14.0,12.0,2016-09-08,0,0,0,2,1
5460,M5495,2014-08-06,VALID,PRR,Open,Female,Eastern,RENTED,23.0,Three Full Years,6.0,0.0,1.0,2016-08-06,0,0,1,3,1
5461,M5496,2014-08-06,VALID,KLA,Open,Female,Eastern,RENTED,56.0,Three Full Years,3.0,6.0,22.0,2016-08-06,0,0,0,3,0
5462,M5497,2014-08-06,VALID,PPL,Open,Female,Eastern,RENTED,50.0,Three Full Years,6.0,20.0,22.0,2016-08-06,0,0,1,3,0
5463,M5498,2014-08-06,VALID,PPL,Open,Male,Northern,BOUGHT,,Three Full Years,5.0,0.0,12.0,2016-08-06,0,0,1,3,0
5464,M5499,2014-08-06,VALID,PPL,Open,Male,Northern,RENTED,61.0,Three Full Years,4.0,0.0,22.0,2016-08-06,0,0,0,3,0
5465,M5500,2014-08-06,VALID,PPL,Open,Female,Western,RENTED,57.0,Three Full Years,4.0,13.0,21.0,2016-08-06,0,0,0,3,0
5466,M5501,2014-08-08,VALID,KLA,Open,Male,Eastern,BOUGHT,70.0,Three Full Years,6.0,5.0,12.0,2016-08-08,0,0,2,3,0
5467,M5502,2014-08-07,VALID,PPL,Open,,Western,RENTED,,Three Full Years,,,,2016-08-07,0,0,0,3,0
5468,M5503,2014-08-09,VALID,PPL,Open,Male,Eastern,RENTED,31.0,Three Full Years,3.0,0.0,1.0,2016-08-09,0,0,0,3,0
5469,M5504,2014-09-18,VALID,CHC,Open,Male,Southern,RENTED,73.0,Three Full Years,4.0,0.0,22.0,2016-10-20,0,0,0,0,0
5470,M5505,2014-08-09,VALID,PRM,Open,Male,Northern,RENTED,,Three Full Years,3.0,0.0,4.0,2016-08-09,0,0,0,3,1
5471,M5506,2014-08-09,VALID,PRM,Open,,Northern,RENTED,,Three Full Years,,,,2016-08-09,0,0,0,3,0
5472,M5507,2014-08-09,VALID,PRP,Open,Female,Northern,RENTED,22.0,Three Full Years,4.0,0.0,4.0,2016-08-09,0,0,3,3,0
5473,M5508,2014-08-09,VALID,PPL,Open,Male,Northern,RENTED,35.0,Three Full Years,5.0,0.0,12.0,2016-08-09,0,0,0,3,0
5474,M5509,2014-08-09,VALID,PRM,Open,,Eastern,RENTED,,Three Full Years,,,,2016-08-09,0,0,0,3,0
5475,M5510,2014-08-09,VALID,PRM,Open,,Eastern,RENTED,,Three Full Years,,,,2016-08-09,0,0,0,3,0
5476,M5511,2014-08-08,VALID,CHC,Open,Female,Northern,RENTED,60.0,Three Full Years,4.0,10.0,4.0,2016-08-08,0,0,0,3,0
5477,M5512,2014-08-07,VALID,PRR,Open,Male,Eastern,RENTED,36.0,Three Full Years,3.0,10.0,1.0,2016-08-07,0,0,10,2,0
5478,M5513,2014-08-08,VALID,PRM,Open,,Eastern,RENTED,,Three Full Years,,,,2016-08-08,0,0,1,3,0
5479,M5514,2014-08-08,VALID,KLA,Open,Female,Northern,RENTED,34.0,Three Full Years,3.0,0.0,22.0,2016-08-08,0,0,1,3,0
5480,M5515,2014-08-08,VALID,PRM,Open,,Eastern,RENTED,,Three Full Years,,,,2016-08-08,0,0,0,3,0
5481,M5516,2014-08-08,VALID,PRM,Open,Male,Northern,RENTED,29.0,Three Full Years,3.0,0.0,1.0,2016-08-08,0,0,1,3,0
5482,M5517,2014-08-09,VALID,PPL,Open,Male,Western,RENTED,51.0,Three Full Years,3.0,18.0,12.0,2016-08-09,0,0,1,3,1
5483,M5518,2014-08-14,VALID,KLA,Open,Female,Northern,RENTED,,Three Full Years,3.0,0.0,1.0,2016-08-14,0,0,0,3,0
5484,M5519,2014-08-08,VALID,PRP,Open,Female,Northern,RENTED,56.0,Three Full Years,3.0,0.0,12.0,2016-08-08,0,0,2,3,0
5485,M5520,2014-08-10,VALID,PRM,Open,Male,Eastern,RENTED,33.0,Three Full Years,3.0,8.0,7.0,2016-08-10,0,0,0,3,0
5486,M5521,2014-08-08,INVALID,KLA,Open,,Northern,RENTED,,Three Full Years,,,,2016-08-08,2015-05-06 00:00:00,1,0,3,0
5487,M5522,2014-08-08,VALID,CHC,Open,,Northern,RENTED,,Three Full Years,,,,2016-08-08,0,0,0,3,0
5488,M5523,2014-08-07,VALID,MXX,Open,Female,Eastern,RENTED,41.0,Three Full Years,7.0,5.0,22.0,2016-08-07,0,0,0,3,0
5489,M5524,2014-08-09,VALID,PRM,Open,Female,Eastern,RENTED,34.0,Three Full Years,7.0,0.0,17.0,2016-08-09,0,0,0,3,0
5490,M5525,2014-08-17,VALID,PRR,Open,Female,Northern,RENTED,30.0,Three Full Years,3.0,0.0,12.0,2016-08-17,0,0,0,3,0
5491,M5526,2014-08-08,VALID,PRM,Open,Female,Eastern,RENTED,,Three Full Years,4.0,20.0,7.0,2016-08-08,0,0,0,3,0
5492,M5527,2014-08-09,VALID,PRM,Open,Male,Northern,RENTED,39.0,Three Full Years,3.0,0.0,7.0,2016-08-09,0,0,0,3,0
5493,M5528,2014-08-08,VALID,PPL,Open,Male,Eastern,RENTED,65.0,Three Full Years,7.0,0.0,22.0,2016-08-08,0,0,0,3,0
5494,M5529,2014-08-08,VALID,PPL,Open,Male,Western,RENTED,43.0,Three Full Years,4.0,5.0,21.0,2016-08-08,0,0,1,3,0
5495,M5530,2014-08-09,VALID,MXX,Open,Female,Northern,RENTED,,Three Full Years,3.0,0.0,12.0,2016-08-09,0,0,4,4,0
5496,M5531,2014-08-10,VALID,PRM,Closed,Female,Northern,RENTED,,,3.0,0.0,2.0,,2015-05-02 00:00:00,1,0,2,1
5497,M5532,2014-08-10,VALID,PPL,Open,Male,Northern,RENTED,48.0,Three Full Years,4.0,0.0,17.0,2016-08-10,0,0,0,3,0
5498,M5533,2014-08-09,VALID,PPL,Open,Female,Western,RENTED,31.0,Three Full Years,4.0,9.0,17.0,2016-08-09,0,0,0,3,0
5499,M5534,2014-08-12,VALID,PRM,Open,Female,Northern,RENTED,58.0,Three Full Years,3.0,0.0,12.0,2016-08-25,0,0,0,3,0
5500,M5535,2014-08-10,VALID,CHC,Open,,Western,RENTED,,Three Full Years,,,,2016-08-10,0,0,1,3,1
5501,M5536,2014-08-14,VALID,PRM,Open,Female,Northern,RENTED,27.0,Three Full Years,3.0,0.0,1.0,2016-08-14,0,0,0,3,0
5502,M5537,2014-08-09,VALID,PRR,Open,Female,Northern,RENTED,71.0,Three Full Years,4.0,0.0,21.0,2016-08-09,2015-05-07 00:00:00,1,0,3,0
5503,M5538,2014-08-10,INVALID,CHC,Closed,,Northern,RENTED,,,,,,,2015-05-02 00:00:00,1,2,1,1
5504,M5539,2014-08-12,VALID,PRM,Open,Male,Eastern,RENTED,73.0,Three Full Years,3.0,5.0,1.0,2016-08-12,0,0,0,3,0
5505,M5540,2014-08-11,VALID,PRM,Open,Female,Northern,RENTED,21.0,Three Full Years,6.0,0.0,1.0,2016-08-11,0,0,3,3,1
5506,M5541,2014-08-13,VALID,CHC,Open,Male,Northern,RENTED,56.0,Three Full Years,3.0,0.0,12.0,2016-08-13,0,0,0,3,0
5507,M5542,2014-08-14,VALID,PRM,Open,Male,Eastern,RENTED,73.0,Three Full Years,4.0,0.0,7.0,2016-08-14,0,0,0,3,0
5508,M5543,2014-08-09,VALID,MXX,Open,Female,Eastern,RENTED,51.0,Three Full Years,6.0,5.0,1.0,2016-08-09,0,0,3,3,1
5509,M5544,2014-08-15,VALID,PRM,Open,Male,Eastern,RENTED,46.0,Three Full Years,6.0,10.0,17.0,2016-08-15,0,0,0,3,0
5510,M5545,2014-08-12,VALID,PPL,Open,Male,Northern,RENTED,,Three Full Years,4.0,0.0,1.0,2016-08-12,0,0,0,3,0
5511,M5546,2014-08-10,VALID,CHC,Open,Male,Northern,RENTED,50.0,Three Full Years,4.0,0.0,21.0,2016-08-10,0,0,2,2,0
5512,M5547,2014-08-19,VALID,PRM,Open,Male,Northern,RENTED,39.0,Three Full Years,3.0,5.0,21.0,2016-08-19,0,0,0,3,0
5513,M5548,2014-08-17,VALID,PRM,Open,Male,Eastern,RENTED,41.0,Three Full Years,5.0,0.0,12.0,2016-08-17,0,0,0,3,0
5514,M5549,2014-08-10,VALID,PRM,Open,,Eastern,RENTED,,Three Full Years,,,,2016-08-10,0,0,0,3,0
5515,M5550,2014-08-21,VALID,PRR,Open,Female,Eastern,RENTED,36.0,Three Full Years,3.0,0.0,1.0,2016-08-21,0,0,0,3,0
5516,M5551,2014-08-11,VALID,PRR,Open,Male,Northern,RENTED,,Three Full Years,2.0,0.0,1.0,2016-08-11,0,0,2,3,0
5517,M5552,2014-08-12,VALID,KLA,Open,Male,Southern,RENTED,64.0,Three Full Years,8.0,6.0,17.0,2016-08-12,0,0,1,3,0
5518,M5553,2014-08-20,VALID,CHC,Open,Male,Northern,RENTED,48.0,Three Full Years,5.0,13.0,17.0,2016-08-20,0,0,0,3,0
5519,M5554,2014-08-10,VALID,PPL,Open,Male,Western,RENTED,71.0,Three Full Years,4.0,0.0,21.0,2016-08-17,0,0,0,3,0
5520,M5555,2014-08-16,VALID,PRM,Open,Female,Eastern,RENTED,34.0,Three Full Years,4.0,5.0,17.0,2016-08-16,0,0,1,3,0
5521,M5556,2014-08-10,VALID,PPL,Closed,Male,Western,RENTED,87.0,Three Full Years,4.0,0.0,22.0,2016-11-10,0,0,0,2,0
5522,M5557,2014-08-14,,CHC,Open,Female,Northern,RENTED,,Three Full Years,2.0,0.0,2.0,2016-11-14,2015-05-27 00:00:00,1,2,1,0
5523,M5558,2014-08-11,VALID,PRM,Open,Male,Eastern,RENTED,54.0,Three Full Years,4.0,0.0,7.0,2016-08-11,2015-04-09 00:00:00,1,2,4,0
5524,M5559,2014-08-16,VALID,PPL,Open,Female,Northern,RENTED,52.0,Three Full Years,5.0,5.0,21.0,2016-08-16,0,0,1,3,0
5525,M5560,2014-08-19,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2016-08-19,0,0,0,3,0
5526,M5561,2014-08-31,VALID,PPL,Open,Male,Eastern,RENTED,50.0,Three Full Years,4.0,14.0,1.0,2016-08-31,0,0,2,3,0
5527,M5562,2014-08-12,VALID,PRR,Open,Male,Eastern,RENTED,43.0,Three Full Years,3.0,0.0,21.0,2016-07-29,0,0,0,3,0
5528,M5563,2014-08-23,VALID,PPL,Open,Female,Northern,RENTED,55.0,Three Full Years,4.0,0.0,17.0,2016-08-23,2015-04-21 00:00:00,1,0,3,0
5529,M5564,2014-08-12,VALID,PRR,Open,Male,Northern,RENTED,27.0,Three Full Years,3.0,0.0,12.0,2016-08-12,0,0,1,3,0
5530,M5565,2014-08-13,VALID,MXX,Open,Male,Northern,RENTED,51.0,Three Full Years,6.0,0.0,17.0,2016-08-13,0,0,0,3,0
5531,M5566,2014-08-13,VALID,PRM,Open,Male,Northern,RENTED,34.0,Three Full Years,5.0,0.0,17.0,2016-08-13,0,0,0,3,0
5532,M5567,2014-08-13,VALID,PRP,Open,Male,Eastern,RENTED,,Three Full Years,4.0,0.0,4.0,2016-08-13,0,0,1,3,0
5533,M5568,2014-08-13,VALID,PRR,Open,Female,Eastern,RENTED,37.0,Three Full Years,4.0,0.0,17.0,2016-08-13,0,0,1,3,0
5534,M5569,2014-08-13,VALID,PRM,Open,Female,Northern,RENTED,42.0,Three Full Years,2.0,13.0,21.0,2016-09-13,0,0,3,3,0
5535,M5570,2014-08-15,VALID,PRM,Closed,,Eastern,RENTED,,,,,,,0,0,2,2,0
5536,M5571,2014-08-13,VALID,PRP,Open,Female,Eastern,RENTED,49.0,Three Full Years,5.0,0.0,4.0,2016-08-13,0,0,9,4,2
5537,M5572,2014-08-15,VALID,PRM,Closed,Male,Northern,RENTED,34.0,,4.0,5.0,17.0,,2015-04-08 00:00:00,1,0,1,1
5538,M5573,2014-08-16,VALID,PRM,Open,Female,Eastern,RENTED,39.0,Three Full Years,5.0,0.0,7.0,2016-08-26,0,0,5,3,0
5539,M5574,2014-08-17,VALID,PPL,Open,Female,Northern,RENTED,62.0,Three Full Years,4.0,0.0,12.0,2016-08-17,0,0,1,2,1
5540,M5575,2014-08-13,VALID,KLA,Closed,,Northern,RENTED,,,,,,,0,0,2,2,3
5541,M5576,2014-08-13,VALID,CHC,Open,Female,Eastern,RENTED,59.0,Three Full Years,2.0,14.0,22.0,2016-08-13,0,0,0,4,0
5542,M5577,2014-08-14,VALID,MXX,Closed,Female,Eastern,RENTED,35.0,,1.0,0.0,2.0,,2015-05-06 00:00:00,1,4,1,2
5543,M5578,2014-08-15,VALID,PRM,Open,Female,Eastern,RENTED,22.0,Three Full Years,3.0,0.0,7.0,2016-08-15,0,0,0,3,0
5544,M5579,2014-09-04,VALID,PRM,Open,Male,Northern,RENTED,38.0,Three Full Years,4.0,20.0,17.0,2016-09-04,0,0,2,3,0
5545,M5580,2014-08-14,VALID,PRM,Open,Female,Eastern,RENTED,56.0,Three Full Years,2.0,0.0,22.0,2016-08-14,0,0,2,3,0
5546,M5581,2014-08-14,VALID,PRM,Closed,,Southern,RENTED,,,,,,,0,0,1,1,0
5547,M5582,2014-08-23,VALID,PPL,Open,,Western,RENTED,,Three Full Years,,,,2016-08-23,0,0,2,3,1
5548,M5583,2014-08-17,VALID,PRP,Open,Male,Eastern,RENTED,40.0,Three Full Years,7.0,0.0,1.0,2016-08-17,0,0,0,3,0
5549,M5584,2014-08-15,VALID,PRP,Open,Male,Eastern,BOUGHT,75.0,Three Full Years,6.0,14.0,22.0,2016-08-15,0,0,1,3,0
5550,M5585,2014-08-14,VALID,PRM,Open,,Eastern,BOUGHT,,Three Full Years,,,,2016-08-14,0,0,0,3,0
5551,M5586,2014-08-14,VALID,KLA,Closed,Female,Northern,RENTED,49.0,,6.0,0.0,21.0,,0,0,0,2,2
5552,M5587,2014-08-14,VALID,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2016-08-14,0,0,0,3,0
5553,M5588,2014-08-16,VALID,PRM,Closed,Female,Eastern,RENTED,,,3.0,0.0,1.0,,0,0,0,0,1
5554,M5589,2014-08-15,VALID,PPL,Open,Male,Western,RENTED,56.0,Three Full Years,6.0,19.0,22.0,2016-08-15,0,0,0,3,0
5555,M5590,2014-08-16,VALID,PRM,Open,Female,Northern,RENTED,40.0,Three Full Years,6.0,0.0,12.0,2016-08-16,0,0,1,3,0
5556,M5591,2014-08-15,VALID,PRR,Open,Male,Eastern,RENTED,67.0,Three Full Years,3.0,0.0,17.0,2016-08-06,0,0,1,3,0
5557,M5592,2014-08-16,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2016-08-16,2015-04-14 00:00:00,1,4,3,0
5558,M5593,2014-09-14,VALID,CHC,Open,Male,Western,RENTED,30.0,Three Full Years,5.0,0.0,22.0,2016-09-14,0,0,1,3,0
5559,M5594,2014-08-16,VALID,KLA,Open,Male,Western,RENTED,57.0,Three Full Years,8.0,0.0,12.0,2016-08-16,0,0,0,3,0
5560,M5595,2014-08-16,VALID,PPL,Closed,,Western,RENTED,,,,,,,0,0,0,1,1
5561,M5596,2014-08-20,VALID,PRR,Open,Male,Eastern,BOUGHT,48.0,Three Full Years,6.0,0.0,17.0,2016-08-20,0,0,1,3,0
5562,M5597,2014-08-22,VALID,PRM,Open,Male,Eastern,BOUGHT,48.0,Three Full Years,6.0,0.0,17.0,2016-08-22,0,0,0,3,0
5563,M5598,2014-08-15,VALID,CHC,Open,Female,Eastern,RENTED,66.0,Three Full Years,1.0,0.0,21.0,2016-08-15,0,0,1,3,0
5564,M5599,2014-08-15,VALID,PPL,Open,,Eastern,BOUGHT,,Three Full Years,,,,2016-08-15,0,0,0,3,0
5565,M5600,2014-08-15,VALID,PRR,Open,Male,Eastern,RENTED,43.0,Three Full Years,1.0,0.0,1.0,2016-08-15,0,0,0,3,0
5566,M5601,2014-08-18,INVALID,PPL,Open,Female,Northern,RENTED,54.0,Three Full Years,3.0,8.0,17.0,2016-08-18,0,0,2,3,0
5567,M5602,2014-08-15,VALID,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2016-08-15,2015-05-13 00:00:00,1,0,2,1
5568,M5603,2014-08-16,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2016-08-16,0,0,1,3,0
5569,M5604,2014-08-15,VALID,PPL,Open,Female,Western,RENTED,38.0,Three Full Years,1.0,0.0,4.0,2016-08-15,0,0,0,3,0
5570,M5605,2014-08-16,VALID,MXX,Open,Male,Northern,RENTED,57.0,Three Full Years,4.0,5.0,12.0,2016-08-16,0,0,2,3,0
