,Account Number,Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,CommenceDays,Warrentydays
5872,M5907,VALID,PRM,Closed,Male,Northern,BOUGHT,37.0,Three Full Years,7,0,7,0,0,1,1,2014,9,16,2016,9,16, Card II TYPE,2697,604,8858,1,5445,0,0,3,199,-531
5873,M5908,VALID,PPL,Open,Female,Eastern,RENTED,49.0,Three Full Years,5,0,1,0,1,3,0,2014,9,19,2016,9,19, Card II TYPE,1932,882,2341,1,4437,0,85,3,196,-534
5874,M5909,VALID,PRM,Open,Female,Northern,RENTED,81.0,Three Full Years,4,0,21,0,0,3,0,2014,9,25,2016,9,25, Card II TYPE,2593,882,4672,1,512,0,0,3,190,-540
5875,M5910,VALID,PRM,Open,Male,Western,RENTED,52.0,Three Full Years,7,18,12,0,0,3,0,2014,9,17,2016,9,17, Card II TYPE,2367,882,6987,427,4267,0,0,3,198,-532
5876,M5911,INVALID,CHC,Open,Female,Northern,RENTED,66.0,Three Full Years,4,0,12,1,0,1,2,2014,9,17,2016,9,17, Card II TYPE,2326,348,1155,1045,667,0,0,3,198,-532
5877,M5912,VALID,PPL,Open,Male,Eastern,RENTED,42.39733333,Three Full Years,4,0,1,0,0,3,0,2014,9,16,2016,9,16, Card II TYPE,1670,882,7887,1113,5038,0,0,3,199,-531
5878,M5913,VALID,PPL,Open,Male,Northern,RENTED,44.0,Three Full Years,5,0,12,0,0,3,0,2014,9,21,2016,9,21, Card II TYPE,1931,882,3751,1,85,0,0,3,194,-536
5879,M5914,VALID,MXX,Open,Female,Western,RENTED,53.0,Three Full Years,10,5,21,0,0,3,0,2014,9,19,2016,9,19, Card II TYPE,1036,882,7905,1,2156,0,0,3,196,-534
5880,M5915,VALID,PPL,Open,Male,Western,RENTED,44.0,Three Full Years,1,0,2,0,0,2,0,2014,9,18,2016,9,18,Paper based/Post,2949,882,4787,1,6119,0,0,3,197,-533
5881,M5916,VALID,PRM,Open,Female,Eastern,RENTED,64.0,Three Full Years,3,0,1,0,0,3,0,2014,9,18,2016,9,18, Card II TYPE,2375,882,6477,1,719,0,0,3,197,-533
5882,M5917,VALID,PPL,Open,Female,Eastern,RENTED,69.0,Three Full Years,7,0,12,0,2,2,0,2014,9,18,2016,9,18, Card II TYPE,1680,882,4923,444,3519,0,61,3,197,-533
5883,M5918,VALID,PRM,Open,Female,Eastern,RENTED,46.0,Three Full Years,6,13,21,0,1,3,0,2014,9,19,2016,9,19, Card II TYPE,2363,882,7345,567,6074,0,16,3,196,-534
5884,M5919,VALID,PRM,Open,Male,Northern,RENTED,43.0,Three Full Years,6,5,21,0,0,3,0,2014,9,17,2016,9,17, Card II TYPE,2825,882,1235,1,6271,0,0,3,198,-532
5885,M5920,VALID,KLA,Open,Male,Western,RENTED,37.0,Three Full Years,5,0,1,0,0,3,0,2014,9,18,2016,9,18, Card II TYPE,405,882,5074,912,6342,0,0,3,197,-533
5886,M5921,VALID,PRM,Open,Male,Northern,RENTED,42.49,Three Full Years,3,0,2,0,0,2,0,2014,9,19,2016,9,19,Paper based/Post,1016,882,3416,590,2131,0,0,3,196,-534
5887,M5922,VALID,PRM,Open,Female,Northern,RENTED,43.88098551,Three Full Years,4,0,4,0,0,3,0,2014,9,19,2016,9,19, Card II TYPE,2065,882,2720,1,2639,0,0,3,196,-534
5888,M5923,VALID,PPL,Open,Female,Western,RENTED,33.0,Three Full Years,1,0,1,0,0,3,1,2014,9,20,2016,9,20, Card II TYPE,2223,444,2914,208,2026,0,0,3,195,-535
5889,M5924,VALID,PPL,Closed,Female,Eastern,RENTED,60.0,Three Full Years,9,6,22,0,0,3,0,2014,9,19,2016,9,19, Card II TYPE,1677,882,8879,1,1,0,0,1,196,-534
5890,M5925,VALID,KLA,Open,Male,Western,RENTED,45.08657143,Three Full Years,4,0,1,0,0,3,0,2014,9,26,2016,9,26, Card II TYPE,624,882,8530,475,1203,0,0,3,189,-541
5891,M5926,INVALID,PRM,Open,Male,Eastern,RENTED,56.0,Three Full Years,3,0,4,0,0,3,0,2014,9,20,2016,9,20, Card II TYPE,2373,882,807,1,5822,0,0,3,195,-535
5892,M5927,VALID,PPL,Open,Male,Eastern,RENTED,41.17333333,Three Full Years,3,0,2,0,0,3,0,2014,9,19,2016,9,19, Card II TYPE,2166,882,6227,1033,5455,0,0,3,196,-534
5893,M5928,VALID,PRR,Open,Female,Northern,RENTED,67.0,Three Full Years,3,5,17,0,1,3,0,2014,9,25,2016,9,25, Card II TYPE,1896,882,4320,1,945,0,76,3,190,-540
5894,M5929,VALID,PRM,Open,Male,Northern,RENTED,86.0,Three Full Years,3,0,22,0,0,3,0,2014,9,26,2016,9,26, Card II TYPE,2375,882,3369,652,3035,0,0,3,189,-541
5895,M5930,VALID,PRM,Open,Male,Northern,RENTED,42.0,Three Full Years,1,0,7,0,1,3,1,2014,9,19,2016,9,19, Card II TYPE,2682,599,5181,288,4152,0,68,3,196,-534
5896,M5931,VALID,PRM,Open,Male,Eastern,RENTED,20.0,Three Full Years,6,0,17,0,1,2,0,2014,9,19,2016,9,23, Card II TYPE,626,882,5238,64,6453,0,17,3,196,-538
5897,M5932,VALID,KLA,Open,Male,Northern,RENTED,39.0,Three Full Years,3,0,2,0,1,3,1,2014,9,19,2016,9,19, Card I TYPE,1788,808,6433,832,6687,0,54,3,196,-534
5898,M5933,INVALID,PRM,Open,Female,Northern,RENTED,85.0,Three Full Years,3,0,7,0,0,3,0,2014,9,19,2016,9,19, Card II TYPE,2375,882,828,260,1376,0,0,3,196,-534
5899,M5934,VALID,PRM,Open,Male,Southern,RENTED,60.0,Three Full Years,8,6,21,0,0,3,0,2014,9,19,2016,9,19, Card II TYPE,3048,882,5448,1,4796,0,0,3,196,-534
5900,M5935,VALID,PRP,Open,Female,Western,RENTED,45.0,Three Full Years,4,20,12,0,0,2,0,2014,9,20,2016,9,20,Paper based/Post,2963,882,3214,129,6564,0,0,3,195,-535
5901,M5936,VALID,PRM,Open,Female,Eastern,RENTED,59.0,Three Full Years,9,9,21,0,0,3,1,2014,9,23,2016,9,23, Card II TYPE,2593,881,6950,766,6227,0,0,3,192,-538
5902,M5937,VALID,PRM,Open,Male,Northern,RENTED,26.0,Three Full Years,5,9,12,0,0,3,0,2014,9,23,2016,9,23,Paper based/Post,2613,882,2485,634,2661,0,0,3,192,-538
5903,M5938,VALID,CHC,Open,Female,Eastern,RENTED,46.0,Three Full Years,4,0,7,0,0,3,0,2014,9,20,2016,9,20, Card II TYPE,2272,882,7403,1,4583,0,0,3,195,-535
5904,M5939,VALID,PPL,Closed,Male,Northern,RENTED,27.0,Three Full Years,4,0,4,0,3,3,0,2014,9,20,2016,9,20,Paper based/Post,331,882,2040,301,3520,0,56,3,195,-535
5905,M5940,VALID,CHC,Open,Male,Western,BOUGHT,49.0,Three Full Years,6,10,21,0,0,3,0,2014,9,24,2016,9,24, Card II TYPE,1649,882,8202,1,4286,0,0,3,191,-539
5906,M5941,VALID,CHC,Open,Male,Northern,RENTED,44.38,Three Full Years,4,0,1,0,0,3,0,2014,9,21,2016,9,21, Card II TYPE,2540,882,7917,637,6301,0,0,3,194,-536
5907,M5942,VALID,PRM,Open,Male,Eastern,RENTED,26.0,Three Full Years,2,0,7,0,2,3,0,2014,9,21,2016,9,21, Card II TYPE,2367,882,2717,574,2627,0,83,3,194,-536
5908,M5943,VALID,KLA,Open,Female,Eastern,RENTED,27.0,Three Full Years,4,0,4,0,0,3,0,2014,10,20,2016,10,20, Card II TYPE,3216,882,5001,1,5721,0,0,3,165,-565
5909,M5944,VALID,KLA,Open,Female,Northern,RENTED,69.0,Three Full Years,6,5,22,0,2,3,0,2014,9,23,2016,9,23, Card II TYPE,1896,882,3134,1,3670,0,45,3,192,-538
5910,M5945,VALID,MXX,Open,Male,Eastern,RENTED,26.0,Three Full Years,5,0,4,0,0,3,0,2014,9,21,2016,9,21, Card II TYPE,951,882,2748,1,1415,0,0,3,194,-536
5911,M5946,VALID,ESS,Open,Female,Northern,RENTED,34.0,Three Full Years,5,0,12,0,0,3,0,2014,9,24,2016,9,24, Card II TYPE,1583,882,8906,1115,6722,0,0,none,191,-539
5912,M5947,VALID,PRM,Open,Male,Eastern,RENTED,44.0,Three Full Years,3,0,4,0,0,1,1,2014,9,22,2016,9,22,Paper based/Post,1169,695,2390,1,4591,0,0,3,193,-537
5913,M5948,VALID,PPL,Closed,Male,Western,RENTED,45.27133333,Three Full Years,4,0,1,1,2,2,3,2014,9,21,2016,9,21, Card II TYPE,130,492,1172,1,6032,0,61,3,194,-536
5914,M5949,VALID,PRM,Open,Male,Northern,RENTED,46.0,Three Full Years,6,0,1,0,2,3,0,2014,9,21,2016,9,21, Card II TYPE,2405,882,3266,1,1604,0,13,3,194,-536
5915,M5950,VALID,CHC,Open,Male,Eastern,RENTED,56.0,Three Full Years,1,13,22,0,0,2,2,2014,9,21,2016,9,21, Card II TYPE,1679,271,1013,395,5368,0,0,3,194,-536
5916,M5951,VALID,KLA,Open,Female,Northern,RENTED,38.0,Three Full Years,6,0,17,0,6,2,1,2014,9,30,2016,9,30, Card II TYPE,3186,327,2381,721,68,0,53,3,185,-545
5917,M5952,VALID,PRR,Open,Female,Eastern,RENTED,34.0,Three Full Years,3,14,4,0,2,2,3,2014,9,21,2016,9,21, Card II TYPE,1930,499,7090,142,615,0,63,3,194,-536
5918,M5953,VALID,PRM,Open,Male,Eastern,RENTED,23.0,Three Full Years,4,0,1,0,0,3,0,2014,9,21,2016,9,21, Card II TYPE,625,882,6890,627,4284,0,0,3,194,-536
5919,M5954,VALID,PPL,Open,Female,Northern,RENTED,71.0,Three Full Years,6,0,12,0,5,3,0,2014,9,21,2016,9,21, Card II TYPE,2579,882,4465,488,2149,0,45,3,194,-536
5920,M5955,VALID,PRM,Open,Female,Northern,RENTED,58.0,Three Full Years,5,0,21,0,0,3,0,2014,9,23,2016,9,23, Card II TYPE,2372,882,8096,1,4207,0,0,3,192,-538
5921,M5956,VALID,MXX,Open,Female,Western,BOUGHT,33.0,Three Full Years,4,5,7,0,4,2,2,2014,9,27,2016,9,27, Card II TYPE,1284,225,4198,963,507,0,53,3,188,-542
5922,M5957,VALID,KLA,Open,Male,Western,RENTED,46.0,Three Full Years,3,0,21,0,2,2,0,2014,9,23,2016,9,23, Card II TYPE,1054,882,5014,806,490,0,26,3,192,-538
5923,M5958,INVALID,PRM,Open,Female,Eastern,RENTED,55.0,Three Full Years,3,0,1,0,0,3,0,2014,9,25,2016,9,25, Card II TYPE,2120,882,1862,1,5172,0,0,3,190,-540
5924,M5959,VALID,PRM,Open,Female,Eastern,RENTED,29.0,Three Full Years,4,0,12,0,3,2,1,2014,9,30,2016,9,30, Card II TYPE,2775,627,6975,1085,5655,0,56,3,185,-545
5925,M5960,VALID,PRM,Open,Female,Eastern,RENTED,59.0,Three Full Years,2,6,22,0,6,3,0,2014,9,23,2016,9,23, Card II TYPE,2367,882,6229,717,2910,0,39,3,192,-538
5926,M5961,VALID,PRM,Open,Male,Northern,RENTED,40.16333333,Three Full Years,4,0,7,0,0,3,0,2014,9,22,2016,9,22, Card II TYPE,2929,882,3003,465,2451,0,0,3,193,-537
5927,M5962,VALID,PPL,Open,Male,Northern,RENTED,48.11166667,Three Full Years,3,0,1,0,0,3,0,2014,10,5,2016,10,5, Card II TYPE,2334,882,5985,1,6443,0,0,3,180,-550
5928,M5963,INVALID,PPL,Closed,Male,Northern,RENTED,55.0,Three Full Years,4,0,12,1,0,1,1,2014,9,24,2016,9,24, Card II TYPE,2081,394,64,1,5,0,0,3,191,-539
5929,M5964,VALID,PRM,Open,Male,Eastern,BOUGHT,42.12016667,Three Full Years,3,0,7,0,0,3,0,2014,9,26,2016,9,26, Card II TYPE,2207,882,3750,1055,2715,0,0,3,189,-541
5930,M5965,VALID,PPL,Open,Male,Southern,RENTED,42.14190476,Three Full Years,4,0,1,0,0,3,0,2014,9,27,2016,9,27, Card II TYPE,1956,882,1633,426,3224,0,0,3,188,-542
5931,M5966,VALID,PRM,Open,Female,Eastern,RENTED,55.0,Three Full Years,3,0,12,0,1,3,0,2014,9,24,2016,9,24, Card II TYPE,2877,882,4611,504,2967,0,67,3,191,-539
5932,M5967,VALID,PPL,Open,Male,Western,RENTED,63.0,Three Full Years,4,0,7,0,2,3,0,2014,9,24,2016,9,24, Card II TYPE,2443,882,4410,107,3558,0,39,3,191,-539
5933,M5968,VALID,PRR,Open,Male,Eastern,RENTED,45.0,Three Full Years,5,0,12,0,0,3,1,2014,9,24,2016,9,24, Card II TYPE,3220,646,7111,1,1121,0,0,3,191,-539
5934,M5969,VALID,PRM,Open,Female,Eastern,RENTED,46.0,Three Full Years,7,0,22,0,0,3,0,2014,9,24,2016,9,24, Card II TYPE,2367,882,7282,572,5937,0,0,3,191,-539
5935,M5970,VALID,CHC,Open,Male,Eastern,RENTED,64.0,Three Full Years,4,14,22,0,0,3,0,2014,9,26,2016,9,26, Card II TYPE,1925,882,2159,1,5562,0,0,3,189,-541
5936,M5971,VALID,PRR,Open,Male,Eastern,RENTED,39.0,Three Full Years,6,0,21,0,1,3,0,2014,9,24,2016,9,24, Card II TYPE,1389,882,6238,95,230,0,13,3,191,-539
5937,M5972,VALID,PRP,Closed,Male,Northern,RENTED,37.0,Three Full Years,1,0,2,0,6,1,2,2014,9,24,2016,9,24, Card II TYPE,2312,175,5215,1054,6255,0,48,3,191,-539
5938,M5973,VALID,PRM,Open,Male,Northern,RENTED,39.0,Three Full Years,4,10,21,0,0,3,0,2014,9,26,2016,9,26, Card II TYPE,2795,882,5788,995,3029,0,0,3,189,-541
5939,M5974,VALID,PPL,Open,Male,Eastern,RENTED,35.0,Three Full Years,3,0,12,0,0,3,0,2014,9,24,2016,9,24, Card I TYPE,1032,882,3698,843,4140,0,0,3,191,-539
5940,M5975,VALID,PRM,Open,Male,Eastern,RENTED,40.19666667,Three Full Years,3,0,1,0,0,3,0,2014,9,25,2016,9,25, Card II TYPE,2712,882,6852,165,6110,0,0,3,190,-540
5941,M5976,VALID,PRM,Open,Male,Eastern,RENTED,50.0,Three Full Years,4,10,22,0,0,2,0,2014,9,26,2016,9,26, Card II TYPE,2593,882,4653,226,1216,0,0,3,189,-541
5942,M5977,VALID,MXX,Open,Female,Northern,RENTED,29.0,Three Full Years,4,0,7,0,11,3,0,2014,9,25,2016,10,3, Card II TYPE,2422,882,3076,117,824,0,28,3,190,-548
5943,M5978,VALID,PRM,Open,Male,Northern,RENTED,46.209,Three Full Years,6,0,7,0,1,3,2,2014,9,25,2016,9,25, Card II TYPE,2829,644,6844,1,1857,0,88,3,190,-540
5944,M5979,VALID,PRM,Open,Female,Northern,RENTED,46.29,Three Full Years,3,0,12,0,4,3,2,2014,9,25,2016,9,25, Card II TYPE,655,378,87,1,4995,0,39,3,190,-540
5945,M5980,VALID,PPL,Open,Female,Eastern,RENTED,52.0,Three Full Years,6,5,22,0,1,3,0,2014,9,25,2016,9,25, Card II TYPE,3092,882,3377,655,1866,0,86,3,190,-540
5946,M5981,VALID,KLA,Open,Female,Northern,RENTED,82.0,Three Full Years,3,0,22,0,4,3,3,2014,9,26,2016,9,26, Card II TYPE,1664,336,1145,1,1375,0,45,3,189,-541
5947,M5982,VALID,KLA,Open,Male,Northern,RENTED,32.0,Three Full Years,1,0,1,0,0,3,1,2014,9,27,2016,9,27, Card II TYPE,134,806,8123,1,4710,0,0,3,188,-542
5948,M5983,VALID,PRM,Open,Female,Eastern,RENTED,22.0,Three Full Years,4,0,4,0,0,2,1,2014,9,25,2016,9,25,Paper based/Post,1297,121,7681,1,1520,0,0,3,190,-540
5949,M5984,VALID,PRP,Open,Male,Western,RENTED,52.0,Three Full Years,5,6,17,0,1,3,0,2014,9,26,2016,9,26, Card II TYPE,870,882,7214,584,3601,0,13,3,189,-541
5950,M5985,VALID,PPL,Open,Female,Northern,RENTED,73.0,Three Full Years,1,14,22,0,1,3,0,2014,9,26,2016,9,26, Card II TYPE,1900,882,2732,1,4286,0,65,3,189,-541
5951,M5986,INVALID,CHC,Open,Male,Eastern,RENTED,60.0,Three Full Years,2,0,17,0,1,3,0,2014,9,26,2016,9,26, Card II TYPE,1968,882,3710,1,5484,0,20,3,189,-541
5952,M5987,VALID,PRR,Open,Female,Eastern,RENTED,49.0,Three Full Years,8,5,21,0,1,3,0,2014,9,27,2016,9,27, Card II TYPE,3220,882,7372,1027,6212,0,52,3,188,-542
5953,M5988,VALID,PPL,Open,Male,Northern,RENTED,34.0,Three Full Years,3,0,12,0,0,3,0,2014,9,28,2016,9,28, Card I TYPE,3171,882,5720,621,3014,0,0,3,187,-543
5954,M5989,VALID,KLA,Open,Female,Northern,RENTED,45.0,Three Full Years,2,5,1,0,7,3,0,2014,10,3,2016,10,3, Card II TYPE,767,882,6664,1,5011,0,43,3,182,-548
5955,M5990,VALID,KLA,Open,Female,Northern,RENTED,43.3262381,Three Full Years,4,0,4,0,0,3,0,2014,9,27,2016,9,27, Card II TYPE,1279,882,2992,283,6455,0,0,3,188,-542
5956,M5991,VALID,PRM,Open,Female,Eastern,RENTED,34.0,Three Full Years,1,5,1,0,0,3,0,2014,9,27,2016,9,27, Card II TYPE,2329,882,7577,996,4376,0,0,3,188,-542
5957,M5992,VALID,PPL,Open,Female,Eastern,RENTED,38.0,Three Full Years,3,0,7,0,0,1,0,2014,9,26,2016,9,26,Paper based/Post,2142,882,5564,167,5385,0,0,3,189,-541
5958,M5993,VALID,PPL,Open,Male,Eastern,RENTED,46.0,Three Full Years,3,0,7,0,0,3,0,2014,9,26,2016,9,26, Card II TYPE,1916,882,128,325,88,0,0,2,189,-541
5959,M5994,VALID,KLA,Open,Male,Western,RENTED,46.0602381,Three Full Years,4,0,1,0,0,3,0,2014,9,27,2016,9,27, Card II TYPE,157,882,3620,1,2600,0,0,3,188,-542
5960,M5995,VALID,KLA,Open,Female,Northern,RENTED,46.0,Three Full Years,4,0,22,0,0,3,0,2014,9,30,2016,9,30, Card I TYPE,134,882,4726,69,5697,0,0,3,185,-545
5961,M5996,VALID,PRM,Open,Female,Southern,RENTED,66.0,Three Full Years,6,0,17,0,5,3,0,2014,9,28,2016,9,28, Card II TYPE,2925,882,6526,1,1781,0,73,3,187,-543
5962,M5997,INVALID,PPL,Open,Male,Southern,RENTED,45.769,Three Full Years,2,0,1,0,0,3,0,2014,9,27,2016,9,27, Card II TYPE,1942,882,8906,1115,6722,0,0,none,188,-542
5963,M5998,VALID,PPL,Open,Female,Northern,RENTED,48.0,Three Full Years,4,0,22,1,1,2,1,2014,9,30,2016,9,30, Card II TYPE,2557,557,3295,750,5928,0,78,3,185,-545
5964,M5999,VALID,PPL,Open,Male,Western,RENTED,37.0,Three Full Years,6,0,1,0,0,3,0,2014,9,29,2016,9,29, Card II TYPE,2333,882,6014,347,5854,0,0,3,186,-544
5965,M6000,VALID,PPL,Open,Male,Northern,RENTED,53.0,Three Full Years,3,0,17,0,4,3,0,2014,9,26,2016,9,26, Card I TYPE,2085,882,576,1,5361,0,26,3,189,-541
5966,M6001,VALID,PRM,Open,Male,Eastern,RENTED,38.55,Three Full Years,3,0,1,0,1,3,3,2014,9,29,2016,9,29, Card II TYPE,2646,286,874,345,2668,0,84,3,186,-544
5967,M6002,VALID,KLA,Open,Male,Northern,RENTED,47.0,Three Full Years,5,0,7,0,0,3,0,2014,9,28,2016,9,28, Card II TYPE,82,882,1274,1,5034,0,0,3,187,-543
5968,M6003,VALID,PPL,Open,Female,Northern,RENTED,45.38,Three Full Years,2,0,7,0,2,3,1,2014,10,3,2016,10,5, Card II TYPE,2525,550,5465,1049,5403,0,61,3,182,-550
5969,M6004,VALID,PRM,Open,Male,Eastern,RENTED,43.0,Three Full Years,4,0,7,0,0,3,0,2014,9,30,2016,9,30, Card II TYPE,2375,882,5056,572,3948,0,0,3,185,-545
5970,M6005,VALID,KLA,Open,Male,Eastern,RENTED,44.47738095,Three Full Years,3,0,1,0,0,3,0,2014,9,27,2016,9,27, Card II TYPE,172,882,4846,1,4050,0,0,3,188,-542
5971,M6006,INVALID,PRM,Open,Male,Eastern,RENTED,46.20466667,Three Full Years,4,0,7,0,0,3,0,2014,9,30,2016,9,30, Card II TYPE,2981,882,4831,739,2936,0,0,3,185,-545
5972,M6007,VALID,PRM,Open,Male,Northern,RENTED,70.0,Three Full Years,3,0,21,0,0,3,0,2014,9,29,2016,9,29, Card II TYPE,2539,882,7183,77,4618,0,0,3,186,-544
5973,M6008,VALID,PRM,Open,Female,Northern,RENTED,49.0,Three Full Years,1,0,17,0,0,2,0,2014,10,2,2016,10,2, Card II TYPE,533,882,5966,1,5988,0,0,3,183,-547
5974,M6009,VALID,KLA,Open,Male,Eastern,RENTED,44.7002381,Three Full Years,3,0,1,0,0,3,0,2014,9,30,2016,9,30, Card II TYPE,2858,882,3264,1,4691,0,0,3,185,-545
5975,M6010,VALID,PRM,Open,Female,Northern,RENTED,65.0,Three Full Years,1,0,17,0,0,3,0,2014,9,28,2016,9,28, Card II TYPE,2404,882,2404,320,2953,0,0,3,187,-543
5976,M6011,VALID,MXX,Open,Male,Northern,BOUGHT,20.0,Three Full Years,5,0,7,0,0,2,3,2014,9,29,2016,9,29, Card II TYPE,3261,261,6119,356,306,0,0,3,186,-544
5977,M6012,VALID,PRM,Open,Male,Western,RENTED,61.0,Three Full Years,6,14,12,0,0,3,0,2014,9,30,2016,9,30, Card I TYPE,2786,882,7436,304,2113,0,0,3,185,-545
5978,M6013,VALID,PRM,Open,Male,Eastern,RENTED,49.14857143,Three Full Years,3,0,1,0,0,3,0,2014,9,30,2016,9,30, Card II TYPE,2568,882,2787,1,90,0,0,3,185,-545
5979,M6014,VALID,PRR,Open,Male,Eastern,RENTED,47.44333333,Three Full Years,3,0,1,0,0,3,0,2014,10,3,2016,10,3, Card II TYPE,343,882,8075,1,1682,0,0,3,182,-548
5980,M6015,VALID,PRM,Open,Male,Eastern,RENTED,36.0,Three Full Years,4,0,21,0,0,3,0,2014,10,5,2016,10,5, Card II TYPE,2363,882,4879,1075,4745,0,0,3,180,-550
5981,M6016,INVALID,PPL,Open,Male,Northern,RENTED,46.2925,Three Full Years,2,0,4,0,1,3,1,2014,10,1,2016,10,1, Card II TYPE,1934,344,880,1,48,0,17,3,184,-546
5982,M6017,VALID,PPL,Open,Female,Northern,RENTED,60.0,Three Full Years,3,0,1,0,0,2,0,2014,10,2,2016,10,2, Card II TYPE,1896,882,5282,670,4081,0,0,3,183,-547
5983,M6018,VALID,PRM,Open,Male,Northern,RENTED,42.94857143,Three Full Years,3,0,1,0,0,3,0,2014,9,30,2016,9,30, Card II TYPE,2539,882,3370,78,1221,0,0,3,185,-545
5984,M6019,VALID,PPL,Open,Male,Northern,RENTED,29.0,Three Full Years,3,0,7,0,1,3,0,2014,10,11,2016,10,11, Card II TYPE,2288,882,480,288,604,0,77,3,174,-556
5985,M6020,VALID,PRR,Open,Female,Northern,RENTED,32.0,Three Full Years,3,0,17,0,0,2,0,2014,10,1,2016,10,1, Card II TYPE,3217,882,3025,676,5084,0,0,3,184,-546
5986,M6021,VALID,PRM,Open,Male,Eastern,RENTED,62.0,Three Full Years,2,0,12,0,1,2,0,2014,10,2,2016,10,2, Card II TYPE,2981,882,4924,648,3285,0,60,3,183,-547
5987,M6022,VALID,PPL,Open,Female,Eastern,RENTED,23.0,Three Full Years,3,0,7,0,0,3,0,2014,9,30,2016,9,30, Card II TYPE,2279,882,6630,327,731,0,0,3,185,-545
5988,M6023,VALID,PRM,Open,Female,Eastern,RENTED,44.0,Three Full Years,4,0,7,0,1,2,0,2014,10,2,2016,10,2, Card II TYPE,2628,882,5221,1,922,0,60,3,183,-547
5989,M6024,VALID,KLA,Open,Female,Western,RENTED,52.0,Three Full Years,6,0,21,0,0,3,0,2014,9,28,2016,9,28, Card II TYPE,3262,882,4834,272,5979,0,0,3,187,-543
5990,M6025,VALID,PRM,Open,Male,Western,BOUGHT,32.0,Three Full Years,3,0,4,0,0,3,0,2014,10,7,2016,10,7, Card II TYPE,2207,882,1616,1,4117,0,0,3,178,-552
5991,M6026,VALID,MXX,Open,Female,Northern,RENTED,62.0,Three Full Years,3,9,17,0,0,3,2,2014,9,30,2016,9,30, Card II TYPE,1236,142,4449,677,5178,0,0,3,185,-545
5992,M6027,VALID,MXX,Closed,Female,Eastern,RENTED,58.0,Three Full Years,5,0,7,1,4,1,2,2014,9,30,2016,9,30, Card II TYPE,1891,233,3245,1106,5907,0,73,3,185,-545
5993,M6028,VALID,KLA,Open,Male,Western,RENTED,47.77666667,Three Full Years,3,0,1,0,7,3,0,2014,9,30,2016,9,30, Card II TYPE,2282,882,1747,1,5384,0,59,3,185,-545
5994,M6029,VALID,PPL,Open,Male,Northern,RENTED,51.56916667,Three Full Years,3,0,1,0,0,3,0,2014,10,4,2016,10,4, Card II TYPE,2120,882,727,1,18,0,0,3,181,-549
5995,M6030,VALID,PRM,Open,Male,Eastern,RENTED,56.0,Three Full Years,4,0,7,0,0,2,0,2014,10,2,2016,10,2, Card II TYPE,625,882,3963,363,2891,0,0,3,183,-547
5996,M6031,VALID,PRM,Open,Male,Northern,RENTED,64.0,Three Full Years,4,0,22,0,0,2,0,2014,10,2,2016,10,2, Card II TYPE,2395,882,7916,1,278,0,0,3,183,-547
5997,M6032,VALID,PPL,Open,Male,Northern,RENTED,46.0,Three Full Years,5,0,4,0,1,2,0,2014,10,1,2016,10,1, Card II TYPE,2229,882,3326,604,2122,0,83,3,184,-546
5998,M6033,VALID,PPL,Open,Female,Eastern,RENTED,34.0,Three Full Years,5,0,17,0,0,2,0,2014,10,1,2016,10,1, Card II TYPE,1941,882,1366,1,1617,0,0,3,184,-546
5999,M6034,VALID,PPL,Open,Male,Southern,BOUGHT,48.702,Three Full Years,4,0,1,0,0,3,0,2014,10,12,2016,10,12, Card II TYPE,1649,882,3783,1,1436,0,0,3,173,-557
6000,M6035,VALID,KLA,Open,Female,Northern,RENTED,42.0,Three Full Years,3,10,1,0,5,3,0,2014,10,2,2016,10,2,Paper based/Post,301,882,6841,292,183,0,56,3,183,-547
6001,M6036,VALID,PRM,Open,Male,Eastern,RENTED,34.0,Three Full Years,3,20,22,0,2,3,0,2014,10,9,2016,10,9, Card II TYPE,3225,882,2771,1,2061,0,25,3,176,-554
6002,M6037,VALID,PPL,Open,Male,Northern,RENTED,43.116,Three Full Years,3,0,1,0,1,3,0,2014,10,7,2016,10,7, Card II TYPE,1953,882,2372,902,2416,0,58,3,178,-552
6003,M6038,VALID,PRM,Open,Female,Eastern,RENTED,28.0,Three Full Years,3,0,1,0,1,2,0,2014,10,2,2016,10,2, Card II TYPE,3029,882,8461,540,4499,0,29,3,183,-547
6004,M6039,VALID,KLA,Open,Male,Northern,RENTED,51.0,Three Full Years,4,6,1,0,0,3,0,2014,10,4,2016,10,4, Card II TYPE,2835,882,5948,958,261,0,0,3,181,-549
6005,M6040,VALID,KLA,Open,Male,Eastern,RENTED,71.0,Three Full Years,5,10,7,0,1,3,0,2014,10,22,2016,10,22, Card II TYPE,2367,882,2783,1,1973,0,2,3,163,-567
6006,M6041,VALID,PRM,Open,Male,Eastern,BOUGHT,47.42535354,Three Full Years,5,0,7,0,0,3,0,2014,10,3,2016,10,3, Card II TYPE,1873,882,5123,1,6021,0,0,3,182,-548
