,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,Closetdefaultdate,defaultsum,Hours,Posthours,daraGB,YYYYMM,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport/ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems/EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention
1864,V1879,2014-03-09,VALID,PRR,Open,Female,Eastern,RENTED,40.0,Three Full Years,6.0,6.0,22.0,2016-03-09,0,3,0,2014.0,3.0,9.0,2016.0,3.0,9.0, Card II TYPE,1086.015,None,None,1768.4200000000001,0.0,222.40000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,V1880,2014-03-09,VALID,PMM,Open,Male,Northern,RENTED,52.0,Three Full Years,2.0,0.0,17.0,2016-03-09,0,3,0,2014.0,3.0,9.0,2016.0,3.0,9.0, Card II TYPE,906.0450000000001,None,None,1683.98,637.0,299.79999999999995,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,V1881,2014-03-14,VALID,KLA,Open,Female,Northern,RENTED,43.0,Three Full Years,6.0,20.0,22.0,2016-03-14,1,3,1,2014.0,3.0,14.0,2016.0,3.0,14.0, Card II TYPE,1077.51,2015-05-22 00:00:00,926.2,1877.1999999999998,0.0,492.49999999999994,604518.0,0,-57,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1867,V1882,2014-03-12,VALID,PPL,Open,Male,Northern,RENTED,48.0,Three Full Years,3.0,0.0,21.0,2016-03-25,3,2,2,2014.0,3.0,12.0,2016.0,3.0,25.0, Card II TYPE,537.39,2015-06-02 00:00:00,411.8,2174.3199999999997,934.0,825.34999999999991,604518.0,0,-74,3,3,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1868,V1883,2014-03-14,VALID,CHC,Closed,Male,Northern,RENTED,28.0,,4.0,0.0,7.0,,2,None,1,2014.0,3.0,14.0,,,,None,None,2015-06-26 00:00:00,519.6,1209.7800000000002,208.0,36.899999999999999,604518.0,1,-41,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1869,V1884,2014-03-11,VALID,PMM,Open,Female,Northern,RENTED,50.0,Three Full Years,1.0,20.0,7.0,2016-03-11,0,3,0,2014.0,3.0,11.0,2016.0,3.0,11.0, Card II TYPE,753.375,None,None,2144.79,0.0,78.300000000000011,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,V1885,2014-03-12,VALID,CHC,Open,Male,Eastern,RENTED,29.0,Three Full Years,4.0,0.0,12.0,2016-03-12,2,2,1,2014.0,3.0,12.0,2016.0,3.0,12.0,Paper based/Post,1583.61,2015-06-24 00:00:00,443.1,296.98999999999995,39.0,83.350000000000009,604518.0,0,-71,3,2,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1871,V1886,2014-03-15,VALID,KLA,Open,Male,Northern,RENTED,20.0,Three Full Years,2.0,0.0,7.0,2016-05-15,3,3,0,2014.0,3.0,15.0,2016.0,5.0,15.0, Card II TYPE,846.3,None,None,1839.7399999999998,0.0,776.45000000000005,604518.0,0,-65,3,3,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1
1872,V1887,2014-03-13,INVALID,CHC,Open,,Northern,RENTED,,Three Full Years,,,,2016-03-13,1,3,1,2014.0,3.0,13.0,2016.0,3.0,13.0, Card II TYPE,773.325,2015-07-11 00:00:00,636.5,None,None,None,None,0,-111,none,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,V1888,2014-03-13,VALID,MXX,Open,Female,Eastern,BOUGHT,,Three Full Years,1.0,0.0,7.0,2016-03-13,5,3,0,2014.0,3.0,13.0,2016.0,3.0,13.0, Card II TYPE,2550.87,None,None,1264.6900000000001,552.0,1054.3500000000001,604518.0,0,-95,3,0,5,0,0,5,5,0,3,0,0,0,0,2,0,0,0,0,0,0,0
1874,V1889,2014-03-14,VALID,PMM,Open,Male,Eastern,RENTED,41.0,Three Full Years,3.0,0.0,4.0,2016-03-14,1,3,1,2014.0,3.0,14.0,2016.0,3.0,14.0, Card II TYPE,748.23,2015-05-12 00:00:00,612.6,2028.8200000000002,1018.0,401.60000000000002,604518.0,0,-42,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1875,V1890,2014-03-13,VALID,PMM,Open,Male,Western,RENTED,25.0,Three Full Years,4.0,0.0,4.0,2016-03-13,0,3,0,2014.0,3.0,13.0,2016.0,3.0,13.0, Card II TYPE,749.385,None,None,2005.73,62.0,251.19999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,V1891,2014-03-12,VALID,KLA,Closed,Male,Eastern,RENTED,,,3.0,0.0,4.0,,1,2,2,2014.0,3.0,12.0,,,, Card II TYPE,1094.8349999999998,2015-07-20 00:00:00,982.6999999999999,2081.4700000000003,497.0,1415.3499999999999,604518.0,0,-92,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1877,V1892,2014-03-13,VALID,PMM,Open,Female,Northern,RENTED,26.0,Three Full Years,3.0,0.0,1.0,2016-03-13,1,3,0,2014.0,3.0,13.0,2016.0,3.0,13.0, Card II TYPE,814.275,None,None,2194.1900000000001,0.0,180.09999999999999,604518.0,0,-34,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1878,V1893,2014-03-22,VALID,PPL,Open,,Southern,RENTED,,Three Full Years,,,,2016-03-22,4,3,0,2014.0,3.0,22.0,2016.0,3.0,22.0, Card II TYPE,1214.85,None,None,2142.8000000000002,1002.0,526.89999999999998,604518.0,0,-104,3,2,2,0,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0
1879,V1894,2014-03-23,VALID,PRP,Open,,Eastern,RENTED,,Three Full Years,,,,2016-03-23,0,3,0,2014.0,3.0,23.0,2016.0,3.0,23.0, Card II TYPE,643.23,None,None,2187.48,733.0,326.64999999999998,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,V1895,2014-03-16,VALID,CHC,Open,Male,Northern,RENTED,47.0,Three Full Years,4.0,0.0,22.0,2016-03-16,0,3,0,2014.0,3.0,16.0,2016.0,3.0,16.0, Card II TYPE,773.6400000000001,None,None,1937.9899999999998,966.0,173.44999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,V1896,2014-03-15,VALID,CHC,Open,Female,Northern,RENTED,50.0,Three Full Years,3.0,5.0,22.0,2016-03-15,0,3,0,2014.0,3.0,15.0,2016.0,3.0,15.0, Card II TYPE,767.865,None,None,1578.1800000000001,0.0,24.200000000000003,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,V1897,2014-03-20,VALID,KLA,Open,Male,Northern,RENTED,58.0,Three Full Years,5.0,0.0,22.0,2016-03-20,2,3,3,2014.0,3.0,20.0,2016.0,3.0,20.0, Card II TYPE,1131.69,2015-07-28 00:00:00,977.8,2055.27,0.0,407.69999999999999,604518.0,0,-77,3,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1883,V1898,2014-04-19,VALID,PPL,Open,Female,Western,RENTED,,Three Full Years,1.0,0.0,2.0,2016-04-19,0,3,0,2014.0,4.0,19.0,2016.0,4.0,19.0,Paper based/Post,771.855,None,None,2047.6500000000001,0.0,13.300000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,V1899,2014-03-16,VALID,CHC,Open,Female,Eastern,RENTED,,Three Full Years,4.0,0.0,4.0,2016-03-16,0,3,0,2014.0,3.0,16.0,2016.0,3.0,16.0, Card II TYPE,643.23,None,None,2192.1500000000001,1131.0,310.04999999999995,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,V1900,2014-03-15,VALID,PRP,Open,Male,Eastern,RENTED,45.0,Three Full Years,4.0,12.0,22.0,2016-03-15,0,3,1,2014.0,3.0,15.0,2016.0,3.0,15.0, Card II TYPE,1158.36,2015-05-13 00:00:00,936.5999999999999,2149.4899999999998,195.0,415.20000000000005,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,V1901,2014-03-14,VALID,CHC,Open,Female,Northern,RENTED,29.0,Three Full Years,3.0,0.0,12.0,2016-03-14,0,3,0,2014.0,3.0,14.0,2016.0,3.0,14.0, Card II TYPE,648.165,None,None,1640.2,0.0,31.100000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,V1902,2014-03-15,VALID,PRR,Open,Female,Northern,RENTED,54.0,Three Full Years,6.0,5.0,21.0,2016-03-15,0,2,0,2014.0,3.0,15.0,2016.0,3.0,15.0,Paper based/Post,1197.9450000000002,None,None,2066.1300000000001,617.0,768.39999999999998,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,V1903,2014-03-16,VALID,PMM,Open,Female,Northern,RENTED,50.0,Three Full Years,5.0,0.0,22.0,2016-03-16,0,3,0,2014.0,3.0,16.0,2016.0,3.0,16.0, Card II TYPE,877.4849999999999,None,None,1736.5,0.0,18.100000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,V1904,2014-03-16,VALID,PRR,Open,,Northern,RENTED,,Three Full Years,,,,2016-03-16,0,3,0,2014.0,3.0,16.0,2016.0,3.0,16.0, Card II TYPE,1009.575,None,None,1861.6500000000001,227.0,273.5,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,V1905,2014-03-16,VALID,KLA,Open,Female,Eastern,RENTED,71.0,Three Full Years,9.0,0.0,21.0,2016-03-16,0,3,0,2014.0,3.0,16.0,2016.0,3.0,16.0, Card II TYPE,1482.39,None,None,2146.0999999999999,0.0,733.39999999999986,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,V1906,2014-03-23,VALID,CHC,Open,Female,Eastern,RENTED,55.0,Three Full Years,4.0,0.0,7.0,2016-03-23,0,3,0,2014.0,3.0,23.0,2016.0,3.0,23.0, Card II TYPE,645.54,None,None,1714.5599999999999,0.0,81.0,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,V1907,2014-03-27,INVALID,CHC,Open,,Eastern,RENTED,,Three Full Years,,,,2016-03-27,0,3,0,2014.0,3.0,27.0,2016.0,3.0,27.0, Card II TYPE,643.23,None,None,1770.7399999999998,97.0,99.599999999999994,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,V1908,2014-03-18,VALID,PMM,Open,Male,Eastern,RENTED,34.0,Three Full Years,7.0,10.0,22.0,2016-03-18,0,3,0,2014.0,3.0,18.0,2016.0,3.0,18.0, Card II TYPE,748.9649999999999,None,None,2182.4499999999998,0.0,224.90000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,V1909,2014-03-16,VALID,PMM,Open,Male,Eastern,RENTED,61.0,Three Full Years,3.0,0.0,7.0,2016-03-16,1,3,0,2014.0,3.0,16.0,2016.0,3.0,16.0, Card II TYPE,1121.4,None,None,2191.6399999999999,398.0,317.30000000000007,604518.0,0,-75,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1895,V1910,2014-03-17,VALID,CHC,Open,Male,Western,RENTED,50.0,Three Full Years,6.0,0.0,4.0,2016-03-17,0,3,0,2014.0,3.0,17.0,2016.0,3.0,17.0, Card II TYPE,650.58,None,None,518.35000000000002,0.0,12.649999999999999,403013.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,V1911,2014-03-26,VALID,CHC,Open,,Eastern,RENTED,,Three Full Years,,,,2016-03-26,1,2,1,2014.0,3.0,26.0,2016.0,3.0,26.0, Card II TYPE,644.175,2015-06-03 00:00:00,513.5,1870.4499999999998,0.0,93.349999999999994,604518.0,0,-68,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1897,V1912,2014-03-23,VALID,PMM,Open,Male,Eastern,RENTED,,Three Full Years,4.0,0.0,2.0,2016-03-23,0,3,0,2014.0,3.0,23.0,2016.0,3.0,23.0, Card II TYPE,750.5400000000001,None,None,2135.4000000000001,507.0,360.45000000000005,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,V1913,2014-03-20,VALID,PMM,Open,Male,Eastern,RENTED,50.0,Three Full Years,2.0,0.0,22.0,2016-03-20,0,3,0,2014.0,3.0,20.0,2016.0,3.0,20.0, Card II TYPE,802.095,None,None,2188.0500000000002,1175.0,529.65000000000009,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,V1914,2014-03-20,VALID,KLA,Open,Female,Western,RENTED,33.0,Three Full Years,3.0,0.0,4.0,2016-04-20,0,1,2,2014.0,3.0,20.0,2016.0,4.0,20.0, Card II TYPE,1201.725,2015-07-28 00:00:00,1044.5,1457.4299999999998,0.0,495.04999999999995,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,V1915,2014-03-22,VALID,CHC,Open,Male,Western,RENTED,57.0,Three Full Years,3.0,0.0,17.0,2016-03-22,0,2,2,2014.0,3.0,22.0,2016.0,3.0,22.0, Card II TYPE,492.34499999999997,2015-07-30 00:00:00,1047.7,1305.8499999999999,0.0,0.0,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,V1916,2014-03-22,VALID,CHC,Open,Male,Northern,RENTED,53.0,Three Full Years,4.0,5.0,7.0,2016-03-22,1,3,0,2014.0,3.0,22.0,2016.0,3.0,22.0, Card II TYPE,668.64,None,None,1861.3499999999999,253.0,168.5,604518.0,0,-111,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,V1917,2014-03-20,VALID,PPL,Open,Male,Northern,RENTED,50.0,Three Full Years,6.0,6.0,12.0,2016-03-20,1,3,0,2014.0,3.0,20.0,2016.0,3.0,20.0, Card II TYPE,810.9150000000001,None,None,2191.77,0.0,198.10000000000002,604518.0,0,-71,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,V1918,2014-03-20,VALID,KLA,Open,,Western,RENTED,,Three Full Years,,,,2016-03-20,0,3,0,2014.0,3.0,20.0,2016.0,3.0,20.0, Card II TYPE,646.17,None,None,1978.73,588.0,1965.7999999999997,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,V1919,2014-03-20,VALID,KLA,Closed,Male,Eastern,RENTED,57.0,,2.0,0.0,7.0,,0,None,0,2014.0,3.0,20.0,,,,None,None,None,None,None,None,None,None,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,V1920,2014-03-23,VALID,CHC,Open,Male,Eastern,RENTED,42.0,Three Full Years,4.0,0.0,17.0,2016-03-23,3,3,0,2014.0,3.0,23.0,2016.0,3.0,23.0, Card II TYPE,682.2900000000001,None,None,1940.52,2.0,467.85000000000002,604518.0,0,-76,3,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1906,V1921,2014-03-27,VALID,PMM,Open,Male,Northern,RENTED,36.0,Three Full Years,3.0,0.0,4.0,2016-05-27,2,3,0,2014.0,3.0,27.0,2016.0,5.0,27.0, Card II TYPE,433.965,None,None,1467.9000000000001,0.0,55.599999999999994,604518.0,0,-68,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1907,V1922,2014-03-25,VALID,PPL,Open,Male,Southern,RENTED,39.0,Three Full Years,6.0,0.0,12.0,2016-03-28,0,3,0,2014.0,3.0,25.0,2016.0,3.0,28.0, Card II TYPE,771.75,None,None,2199.54,674.0,376.85000000000002,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,V1923,2014-03-23,VALID,CHC,Open,Female,Eastern,RENTED,67.0,Three Full Years,4.0,0.0,7.0,2016-03-23,0,3,0,2014.0,3.0,23.0,2016.0,3.0,23.0, Card II TYPE,812.7,None,None,2156.9499999999998,0.0,79.700000000000003,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,V1924,2014-03-29,VALID,CHC,Open,Male,Northern,RENTED,50.0,Three Full Years,5.0,0.0,22.0,2016-03-29,0,3,0,2014.0,3.0,29.0,2016.0,3.0,29.0, Card II TYPE,643.9649999999999,None,None,2042.1700000000001,0.0,88.199999999999989,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,V1925,2014-03-23,VALID,PPL,Open,Female,Eastern,RENTED,60.0,Three Full Years,7.0,6.0,12.0,2016-03-23,0,3,0,2014.0,3.0,23.0,2016.0,3.0,23.0, Card II TYPE,781.8299999999999,None,None,2172.96,737.0,533.35000000000002,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,V1926,2014-03-30,VALID,PPL,Open,,Southern,RENTED,,Three Full Years,,,,2016-03-30,1,3,0,2014.0,3.0,30.0,2016.0,3.0,30.0, Card I TYPE,645.645,None,None,1961.3700000000001,0.0,56.400000000000006,604518.0,0,-109,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1912,V1927,2014-04-10,VALID,KLA,Open,,Eastern,RENTED,,Three Full Years,,,,2016-04-10,2,3,0,2014.0,4.0,10.0,2016.0,4.0,10.0, Card II TYPE,1094.8349999999998,None,None,1670.9400000000001,0.0,845.5,604518.0,0,-115,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,V1928,2014-03-22,VALID,KLA,Open,Male,Northern,RENTED,64.0,Three Full Years,8.0,14.0,22.0,2016-03-22,3,3,0,2014.0,3.0,22.0,2016.0,3.0,22.0, Card II TYPE,1035.615,None,None,1932.8299999999999,0.0,357.64999999999998,604518.0,0,-57,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
1914,V1929,2014-03-22,VALID,PRR,Open,Male,Eastern,RENTED,39.0,Three Full Years,4.0,5.0,2.0,2016-03-22,0,2,1,2014.0,3.0,22.0,2016.0,3.0,22.0, Card II TYPE,1122.975,2015-06-30 00:00:00,969.5,1898.05,487.0,391.45000000000005,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,V1930,2014-03-22,VALID,PPL,Open,Female,Western,RENTED,39.0,Three Full Years,2.0,0.0,17.0,2016-03-22,0,3,0,2014.0,3.0,22.0,2016.0,3.0,22.0, Card II TYPE,437.21999999999997,None,None,2192.7799999999997,0.0,188.5,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,V1931,2014-04-05,VALID,KLA,Open,,Northern,Second Hand,,Three Full Years,,,,2017-07-05,3,3,0,2014.0,4.0,5.0,2017.0,7.0,5.0, Card II TYPE,1149.9599999999998,None,None,1617.3600000000001,0.0,389.45000000000005,604518.0,0,-85,3,2,1,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1
1917,V1932,2014-03-25,VALID,CHC,Open,Female,Eastern,RENTED,48.0,Three Full Years,3.0,5.0,22.0,2016-03-25,2,3,0,2014.0,3.0,25.0,2016.0,3.0,25.0, Card II TYPE,343.35,None,None,1979.1900000000001,224.0,150.85000000000002,604518.0,0,-106,3,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1918,V1933,2014-03-25,VALID,KLA,Closed,,Northern,RENTED,,,,,,,1,1,1,2014.0,3.0,25.0,,,, Card II TYPE,1181.775,2015-06-23 00:00:00,1025.5,1451.28,50.0,587.14999999999998,604518.0,0,-118,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,V1934,2014-03-26,VALID,PMM,Open,Male,Eastern,RENTED,20.0,Three Full Years,4.0,0.0,2.0,2016-03-26,2,3,0,2014.0,3.0,26.0,2016.0,3.0,26.0, Card II TYPE,750.5400000000001,None,None,2189.0100000000002,29.0,266.90000000000003,604518.0,0,-95,3,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1920,V1935,2014-03-25,VALID,CHC,Open,Female,Eastern,RENTED,56.0,Three Full Years,5.0,0.0,12.0,2016-03-25,0,3,0,2014.0,3.0,25.0,2016.0,3.0,25.0, Card II TYPE,772.1700000000001,None,None,2035.7199999999998,555.0,147.75,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,V1936,2014-03-26,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2016-03-26,0,3,0,2014.0,3.0,26.0,2016.0,3.0,26.0, Card II TYPE,783.405,None,None,1934.0299999999997,0.0,103.7,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,V1937,2014-03-25,VALID,CHC,Open,Female,Northern,RENTED,67.0,Three Full Years,5.0,0.0,4.0,2016-03-25,0,3,0,2014.0,3.0,25.0,2016.0,3.0,25.0, Card II TYPE,804.405,None,None,1732.6399999999999,0.0,56.799999999999997,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,V1938,2014-03-26,VALID,KLA,Open,Female,Northern,RENTED,83.0,Three Full Years,4.0,0.0,4.0,2016-03-26,2,3,0,2014.0,3.0,26.0,2016.0,3.0,26.0, Card II TYPE,1861.02,None,None,2191.75,372.0,1187.5,604518.0,0,-96,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
1924,V1939,2014-03-27,VALID,PMM,Open,Male,Northern,RENTED,64.0,Three Full Years,4.0,0.0,21.0,2016-03-27,0,3,0,2014.0,3.0,27.0,2016.0,3.0,27.0, Card II TYPE,782.25,None,None,2181.3200000000002,0.0,174.55000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,V1940,2014-04-19,VALID,PRP,Open,Female,Northern,RENTED,55.0,Three Full Years,6.0,0.0,12.0,2016-04-19,0,3,0,2014.0,4.0,19.0,2016.0,4.0,19.0, Card II TYPE,1089.375,None,None,2192.3099999999999,87.0,219.09999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,V1941,2014-03-28,VALID,PMM,Open,Female,Northern,RENTED,29.0,Three Full Years,4.0,8.0,12.0,2016-03-28,0,3,0,2014.0,3.0,28.0,2016.0,3.0,28.0, Card I TYPE,2231.6699999999996,None,None,2175.4899999999998,0.0,1179.8,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,V1942,2014-03-29,VALID,PRR,Open,Male,Northern,RENTED,30.0,Three Full Years,4.0,0.0,4.0,2016-04-06,3,3,0,2014.0,3.0,29.0,2016.0,4.0,6.0, Card II TYPE,962.01,None,None,2134.3200000000002,41.0,214.59999999999999,604518.0,0,-51,3,2,1,0,0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1928,V1943,2014-03-29,VALID,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2016-03-29,4,3,2,2014.0,3.0,29.0,2016.0,3.0,29.0, Card II TYPE,415.065,2015-06-27 00:00:00,295.3,1754.6700000000001,610.0,308.5,604518.0,0,-82,3,4,0,0,3,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,1
1929,V1944,2014-04-01,INVALID,CHC,Open,Male,Northern,RENTED,61.0,Three Full Years,1.0,0.0,22.0,2016-04-01,0,3,0,2014.0,4.0,1.0,2016.0,4.0,1.0, Card II TYPE,767.865,None,None,2022.8199999999997,540.0,141.40000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,V1945,2014-04-01,VALID,CHC,Open,Male,Eastern,RENTED,33.0,Three Full Years,4.0,0.0,17.0,2016-04-01,0,2,0,2014.0,4.0,1.0,2016.0,4.0,1.0, Card II TYPE,816.5849999999999,None,None,2178.0,724.0,198.64999999999998,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,V1946,2014-04-03,VALID,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2016-04-03,2,3,0,2014.0,4.0,3.0,2016.0,4.0,3.0, Card II TYPE,644.3849999999999,None,None,2143.7600000000002,1411.0,1023.3999999999999,604518.0,0,-73,3,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1932,V1947,2014-04-05,VALID,PMM,Open,,Western,RENTED,,Three Full Years,,,,2016-04-05,0,3,0,2014.0,4.0,5.0,2016.0,4.0,5.0, Card II TYPE,877.1700000000001,None,None,2201.6900000000001,499.0,358.39999999999998,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,V1948,2014-04-01,VALID,CHC,Open,Female,Northern,RENTED,42.0,Three Full Years,7.0,0.0,21.0,2016-04-01,1,3,0,2014.0,4.0,1.0,2016.0,4.0,1.0, Card II TYPE,668.64,None,None,2169.7399999999998,1.0,77.25,604518.0,0,-32,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1934,V1949,2014-03-31,VALID,PRR,Open,Female,Northern,RENTED,43.0,Three Full Years,6.0,0.0,12.0,2016-03-31,4,2,1,2014.0,3.0,31.0,2016.0,3.0,31.0,Paper based/Post,2124.15,2015-05-13 00:00:00,911.5,2186.1500000000001,675.0,610.5,604518.0,0,-100,3,2,2,0,2,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0
1935,V1950,2014-03-31,VALID,CHC,Open,Male,Southern,RENTED,31.0,Three Full Years,4.0,0.0,12.0,2016-03-31,0,3,0,2014.0,3.0,31.0,2016.0,3.0,31.0, Card II TYPE,542.325,None,None,2204.6199999999999,429.0,117.65000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,V1951,2014-04-04,INVALID,PPL,Open,Male,Northern,RENTED,56.0,Three Full Years,1.0,0.0,22.0,2016-04-04,0,3,0,2014.0,4.0,4.0,2016.0,4.0,4.0, Card II TYPE,855.855,None,None,1344.6799999999998,0.0,0.0,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
