"","Address","Scheme","Staus","Gender","Region","Sale.of.Equipment.Status","Age","Equipment.Warranty","Salary.Slab","Professional.Info","Age.of.Home","Categ","Query_freq","Realization_monnos","Default_number","Commence_year","Commence_month","Commence_day","Warrenty_year","Warrenty_month","Warrenty_day","Cardtype","schemecost","defaultsum","Hours","Posthours","daraGB","Default","query_days","usage_number","query_days.1","usage_number.1","LevelPaymentSettlement","LevelTech","Account","PaymentSettlement","Browsing","OperationalCapabilities","GeneralInformation","NoBrowse","Payment","FullPayment","Redirected","Nosupport.ThirdParty","SlowBrowse","Utilities","ExplanationofCharges","Change","MultipleItems.EntireBill","UpdatePaymentInformation","GeneralInquiry","Retention","CommenceDays","Warrentydays"
"8813","VALID","PWR","Open","Female","Eastern","RENTED",35,"Three Full Years",5,0,12,0,1,"3",0,2012,11,6,2015,3,22," Card II TYPE",2732,882,7197,638,5470,0,41,"3",41,"3",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,879,8
"904","VALID","MXX","Closed","Female","Eastern","RENTED",28,"Three Full Years",2,12,7,1,0,"2",3,2012,2,25,2015,3,25," Card II TYPE",1004,127,3770,598,5738,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,5
"624","VALID","POP","Open","Male","Western","BOUGHT",66,"Three Full Years",3,0,21,0,2,"3",0,2011,11,11,2015,3,11," Card II TYPE",2807,882,4530,1,3025,0,35,"3",35,"3",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1239,19
"4538","VALID","PRM","Open","Female","Western","RENTED",40.41,"Three Full Years",4,0,7,0,0,"3",0,2014,4,15,2016,4,15," Card II TYPE",3180,882,7614,249,1288,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,-380
"2119","VALID","MXX","Open","Female","Northern","RENTED",45.9625,"Three Full Years",3,0,4,0,0,"3",0,2013,1,29,2015,3,29," Card I TYPE",1084,882,4229,427,4260,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,1
"6641","VALID","PPL","Open","Female","Northern","RENTED",57,"Three Full Years",7,0,21,0,0,"3",0,2014,12,13,2016,12,13," Card II TYPE",2365,882,5534,794,5096,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,-618
"4303","VALID","PRM","Closed","Female","Eastern","RENTED",64,"Three Full Years",6,5,21,0,0,"3",0,2014,4,5,2016,4,5," Card II TYPE",1474,882,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,-370
"6767","VALID","PPL","Open","Female","Northern","RENTED",41,"Three Full Years",4,0,17,0,0,"3",0,2014,12,28,2016,12,28," Card II TYPE",2929,882,5619,76,987,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,-633
"2109","VALID","PWR","Open","Female","Eastern","RENTED",43,"Three Full Years",9,10,21,0,0,"2",1,2013,1,31,2015,3,31," Card II TYPE",2348,575,7042,722,4039,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,-1
"8794","VALID","PWM","Open","Male","Eastern","RENTED",65,"Three Full Years",6,0,12,0,0,"3",0,2012,6,8,2015,3,7," Card II TYPE",691,882,8119,1,12,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,23
"3989","VALID","CHC","Open","Female","Northern","RENTED",53.20975758,"Three Full Years",3,0,7,0,0,"3",0,2014,1,21,2016,1,21," Card II TYPE",2099,882,1317,1,4877,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,-296
"3226","VALID","PRM","Open","Male","Eastern","RENTED",35,"Three Full Years",3,0,21,0,0,"3",0,2013,9,28,2015,9,28," Card II TYPE",2793,882,2925,1,4014,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,-178
"8763","VALID","PWR","Open","Male","Northern","RENTED",41.18,"Three Full Years",4,0,4,0,0,"2",0,2013,4,20,2015,9,13," Card II TYPE",3312,882,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,-163
"6651","VALID","PPL","Closed","Female","Eastern","RENTED",54,"Three Full Years",6,9,21,0,2,"2",2,2014,12,23,2016,12,23," Card II TYPE",2117,300,5366,626,5206,0,66,"3",66,"3",1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,102,-628
"2211","VALID","KLA","Open","Female","Eastern","RENTED",40,"Three Full Years",3,9,1,0,1,"3",0,2013,2,19,2015,3,19," Card II TYPE",356,882,5336,1,1424,0,83,"3",83,"3",1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,771,11
"6894","VALID","MXX","Open","Male","Northern","RENTED",45.0405,"Three Full Years",3,0,4,0,2,"3",0,2015,1,10,2017,1,10," Card II TYPE",2880,882,3525,350,1737,0,63,"3",63,"3",1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,-650
"3304","VALID","PRR","Open","Male","Eastern","RENTED",44.775,"Three Full Years",3,0,4,0,1,"2",1,2013,10,5,2015,10,5,"Paper based/Post",245,828,7362,209,1725,0,7,"3",7,"3",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,545,-185
"1743","VALID","PRR","Open","Male","Western","RENTED",65,"Three Full Years",6,0,17,0,1,"2",0,2012,11,1,2015,4,1," Card II TYPE",754,882,6072,1,2167,0,88,"3",88,"3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,884,-1
"2028","VALID","PPL","Open","Female","Eastern","RENTED",41,"Three Full Years",3,0,7,0,10,"3",1,2013,1,11,2015,3,11,"Paper based/Post",1225,292,4116,1013,6614,0,42,"3",42,"3",8,2,0,8,1,1,2,0,7,2,0,0,1,0,0,0,0,0,0,0,809,19
"9029","VALID","CNN","Open","Female","Northern","RENTED",50,"Three Full Years",6,0,7,0,0,"3",0,2013,1,12,2015,3,15," Card II TYPE",2099,882,8572,233,5835,0,0,"2",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,15
"3071","INVALID","PWR","Open","Female","Northern","RENTED",45,"Three Full Years",4,0,22,0,0,"3",0,2013,8,27,2015,8,27," Card II TYPE",3259,882,1951,1,242,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,-147
"5709","VALID","PPL","Open","Male","Western","RENTED",43.7362381,"Three Full Years",4,0,1,0,0,"3",0,2014,9,4,2016,9,4," Card II TYPE",2339,882,5595,1,1793,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,-519
"1415","VALID","CNN","Open","Female","Northern","RENTED",45.57133333,"Three Full Years",3,0,7,1,0,"3",0,2012,8,23,2015,3,23," Card II TYPE",1961,882,6311,1,5752,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,7
"2190","VALID","PRP","Open","Male","Eastern","RENTED",48,"Three Full Years",3,8,7,0,0,"3",0,2013,2,19,2015,3,19," Card II TYPE",22,882,8087,879,4344,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,11
"9822","VALID","PRM","Open","Male","Eastern","RENTED",31,"Three Full Years",3,0,12,0,2,"3",0,2013,4,21,2015,4,3,"Paper based/Post",3126,882,5154,895,3738,0,39,"3",39,"3",2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,709,-3
"2057","VALID","PWR","Open","Male","Eastern","RENTED",49.67,"Three Full Years",3,0,7,0,1,"3",0,2013,1,17,2015,3,27," Card II TYPE",2373,882,2933,1,5888,0,61,"3",61,"3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,803,3
"2633","VALID","PWR","Open","Female","Eastern","RENTED",28,"Three Full Years",3,5,17,0,0,"3",0,2013,6,8,2015,6,8," Card II TYPE",2948,882,3001,1,2231,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,-68
"6223","VALID","PRM","Open","Female","Eastern","BOUGHT",55,"Three Full Years",5,0,12,0,1,"3",0,2014,10,28,2016,10,28," Card II TYPE",1873,882,5027,854,573,0,29,"3",29,"3",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157,-573
"2708","VALID","POP","Open","Male","Eastern","RENTED",46.52058333,"Three Full Years",6,0,12,0,2,"3",0,2013,6,17,2015,6,17," Card II TYPE",3213,882,6806,1,2588,0,58,"3",58,"3",0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,653,-77
"5241","VALID","KLA","Open","Male","Western","RENTED",50,"Three Full Years",7,0,22,0,0,"3",0,2014,7,13,2016,7,13," Card II TYPE",347,882,3660,304,6078,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,-468
"145","VALID","POP","Open","Female","Northern","RENTED",47.39666667,"Three Full Years",3,0,7,0,0,"None",0,2012,9,6,2015,3,21,"None",3331,882,6385,1,2530,1,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,9
"9715","VALID","PRR","Open","Female","Eastern","RENTED",52,"Three Full Years",4,0,22,0,0,"3",0,2012,11,18,2015,3,22," Card II TYPE",3298,882,7718,549,3830,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,8
"1407","VALID","PWR","Open","Male","Northern","RENTED",43,"Three Full Years",6,13,22,0,0,"3",0,2012,8,26,2015,3,26," Card II TYPE",3001,882,7024,1,4429,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,4
"5973","VALID","PRM","Open","Male","Northern","RENTED",70,"Three Full Years",3,0,21,0,0,"3",0,2014,9,29,2016,9,29," Card II TYPE",2539,882,7183,77,4618,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,-544
"8361","VALID","POP","Open","Female","Northern","BOUGHT",64,"Three Full Years",6,8,22,0,0,"3",0,2012,10,12,2015,3,13," Card II TYPE",2807,882,4032,1,4508,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,17
"7129","VALID","PPL","Open","Male","Northern","RENTED",49,"Three Full Years",6,6,21,0,0,"2",0,2015,2,5,2017,2,5," Card II TYPE",1541,882,201,300,2424,0,0,"2",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-675
"305","VALID","PWR","Open","Male","Eastern","RENTED",53,"Three Full Years",6,0,7,0,0,"3",0,2012,1,25,2015,3,10," Card II TYPE",1930,882,2260,1,6680,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,20
"6787","VALID","CHC","Open","Male","Northern","RENTED",50,"Three Full Years",5,0,7,0,4,"2",0,2014,12,31,2016,12,31," Card II TYPE",1719,882,1354,426,565,0,67,"3",67,"3",1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,94,-636
"1745","VALID","PWR","Open","Female","Eastern","BOUGHT",29,"Three Full Years",4,0,7,0,2,"3",0,2012,11,6,2015,3,6," Card II TYPE",2437,882,4354,351,3903,0,26,"3",26,"3",0,2,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,879,24
"2481","VALID","CNN","Open","Female","Northern","RENTED",54,"Three Full Years",5,0,21,0,0,"3",0,2013,4,23,2015,4,23," Card II TYPE",1955,882,2030,1,6323,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,-23
"9950","VALID","PWR","Closed","Female","Western","RENTED",61,"Three Full Years",6,0,7,0,0,"1",0,2012,9,21,2015,3,21," Card II TYPE",1816,882,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,9
"5570","VALID","PPL","Open","Female","Western","RENTED",38,"Three Full Years",1,0,4,0,0,"3",0,2014,8,15,2016,8,15," Card II TYPE",2632,882,2645,89,6404,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,-500
"3433","VALID","PWR","Open","Male","Eastern","RENTED",45.79,"Three Full Years",3,0,12,0,0,"2",1,2013,10,27,2015,10,27,"Paper based/Post",949,483,2794,1,992,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,-207
"1768","VALID","PWR","Open","Female","Western","RENTED",86,"Three Full Years",3,0,1,1,0,"3",0,2012,11,7,2015,4,7," Card II TYPE",2383,882,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,-7
"4839","VALID","PRM","Open","Male","Northern","RENTED",51,"Three Full Years",3,0,17,0,0,"1",0,2014,12,9,2016,8,6," Card II TYPE",780,882,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-491
"1895","VALID","CNN","Open","Female","Eastern","RENTED",50,"Three Full Years",3,0,12,0,3,"2",1,2012,12,12,2015,4,5," Card II TYPE",2527,551,905,1,2736,0,27,"3",27,"3",3,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,843,-5
"7357","VALID","PPL","Open","Female","Northern","RENTED",46.08933333,"Three Full Years",3,0,7,0,1,"2",0,2015,2,28,2017,2,28," Card II TYPE",2804,882,8661,1,1118,0,35,"2",35,"2",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,-698
"5044","VALID","PRP","Open","Male","Eastern","RENTED",31,"Three Full Years",6,0,1,1,1,"3",0,2014,6,29,2016,6,29," Card II TYPE",277,882,2976,213,2033,0,8,"3",8,"3",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,276,-454
"4733","INVALID","CHC","Open","Male","Eastern","RENTED",45.8747619,"Three Full Years",3,0,7,0,1,"2",1,2014,5,15,2016,5,15," Card II TYPE",1484,326,8588,1,4594,0,37,"2",37,"2",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,320,-410
"503","VALID","MXX","Open","Female","Eastern","RENTED",67,"Three Full Years",4,0,17,0,0,"3",0,2012,4,28,2015,3,26," Card II TYPE",963,882,4002,1,2473,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,4
"6557","VALID","PRM","Open","Male","Northern","RENTED",50,"Three Full Years",4,0,1,0,0,"3",0,2014,12,5,2016,12,5," Card II TYPE",2539,882,5897,447,3394,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,-610
"9228","VALID","CHC","Open","Female","Northern","RENTED",70,"Three Full Years",4,0,17,0,1,"3",0,2014,8,5,2016,7,19," Card II TYPE",1680,882,816,504,27,0,18,"3",18,"3",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,240,-474
"7567","VALID","PPL","Open","Male","Northern","RENTED",39,"Three Full Years",9,0,7,1,1,"1",0,2015,3,18,2017,3,18," Card II TYPE",1648,882,8269,1,2075,0,13,"1",13,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-718
"4735","VALID","PRM","Closed","Male","Northern","RENTED",66,"Three Full Years",4,0,22,1,0,"2",1,2014,5,16,2016,5,16," Card II TYPE",1950,353,8411,1,1,0,0,"1",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,-411
"4823","VALID","PRM","Open","Male","Eastern","RENTED",17,"Three Full Years",4,0,2,0,0,"3",0,2014,5,24,2016,5,24," Card II TYPE",2720,882,1668,315,1038,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,-419
"7458","VALID","PPL","Open","Male","Northern","RENTED",57,"Three Full Years",4,0,22,0,0,"1",0,2015,3,9,2017,3,9," Card II TYPE",1231,882,8469,1,1187,0,0,"1",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-709
"2802","VALID","PWR","Open","Male","Northern","RENTED",53,"Three Full Years",3,0,4,0,0,"3",0,2013,7,10,2015,7,10," Card II TYPE",3197,882,3695,1,1569,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,-100
"4483","VALID","CHC","Open","Male","Northern","RENTED",56,"Three Full Years",3,0,21,0,0,"3",0,2014,4,6,2016,4,6," Card II TYPE",2099,882,3182,15,2334,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,-371
"9129","VALID","PWR","Open","Male","Northern","RENTED",56,"Three Full Years",6,5,22,0,0,"3",0,2012,6,29,2015,3,24," Card II TYPE",2331,882,4047,1,3641,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,6
"1465","VALID","PPL","Open","Male","Northern","RENTED",59,"Three Full Years",4,14,22,0,3,"3",1,2012,9,11,2015,3,11," Card I TYPE",2931,676,8709,1,1001,0,56,"2",56,"2",2,1,1,2,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,934,19
"8455","VALID","PWM","Open","Female","Eastern","RENTED",39,"Three Full Years",5,5,22,0,2,"3",0,2012,9,26,2015,4,5," Card II TYPE",951,882,5959,1,6166,0,28,"3",28,"3",1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,919,-5
"4565","VALID","PRM","Open","Male","Eastern","RENTED",44.12,"Three Full Years",3,0,2,0,0,"3",3,2014,4,18,2016,4,18," Card II TYPE",1555,301,969,1,2244,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,-383
"7678","VALID","PPL","Open","Male","Eastern","RENTED",44.28233333,"Three Full Years",3,0,7,0,0,"1",0,2015,3,28,2017,3,28," Card II TYPE",1648,882,50,1,6188,0,0,"1",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-728
"8356","VALID","PRR","Open","Male","Eastern","BOUGHT",56,"Three Full Years",6,5,21,0,0,"3",0,2012,7,11,2015,3,30," Card II TYPE",3162,882,5379,2,3165,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,0
"8384","VALID","POP","Open","Male","Northern","RENTED",50,"Three Full Years",2,10,21,0,5,"3",0,2012,1,30,2015,3,6," Card II TYPE",3221,882,3068,1,967,0,77,"3",77,"3",0,5,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1155,24
"6786","VALID","CHC","Open","Male","Northern","RENTED",46.60633333,"Three Full Years",3,0,1,0,2,"2",0,2015,1,1,2017,1,1," Card II TYPE",2045,882,6037,1,5588,0,76,"3",76,"3",1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,89,-641
"5679","VALID","CHC","Closed","Male","Eastern","RENTED",32,"Three Full Years",3,0,17,0,1,"2",0,2014,8,28,2016,8,28," Card II TYPE",1934,882,441,44,3066,0,23,"3",23,"3",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,217,-513
"4180","VALID","CHC","Open","Male","Eastern","RENTED",61,"Three Full Years",4,5,22,0,0,"2",1,2014,2,26,2016,2,26," Card II TYPE",1895,326,7678,264,5525,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,-331
"7644","VALID","PPL","Open","Male","Eastern","RENTED",81,"Three Full Years",3,5,7,0,1,"1",0,2015,3,24,2017,3,24," Card II TYPE",1831,882,8148,1,6481,0,8,"1",8,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-724
"5675","VALID","PRP","Open","Male","Eastern","RENTED",49,"Three Full Years",5,8,1,0,1,"3",0,2014,8,30,2016,8,30," Card II TYPE",2487,882,7582,646,4984,0,56,"3",56,"3",0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,215,-515
"1731","VALID","PPL","Open","Male","Western","BOUGHT",76,"Three Full Years",6,5,22,0,0,"3",0,2012,10,30,2015,3,30," Card II TYPE",1873,882,2289,1,2795,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0
"2008","VALID","PWR","Open","Male","Northern","RENTED",61,"Three Full Years",6,20,22,0,1,"3",0,2013,1,6,2015,3,6," Card I TYPE",2404,882,4845,1,1055,0,73,"3",73,"3",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,814,24
"2026","VALID","CNN","Open","Male","Northern","RENTED",56,"Three Full Years",4,0,12,0,2,"3",2,2013,1,20,2015,3,20," Card II TYPE",2325,306,2120,1,6082,0,55,"3",55,"3",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,800,10
"8831","VALID","PWM","Open","Male","Western","RENTED",52.1475,"Three Full Years",3,0,2,0,3,"3",0,2011,10,18,2015,3,21," Card II TYPE",504,882,6292,1,3846,0,21,"3",21,"3",1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1262,9
"3641","INVALID","KLA","Open","Male","Northern","RENTED",62,"Three Full Years",4,0,22,1,0,"3",0,2013,12,5,2015,12,5," Card II TYPE",48,882,5134,1,3435,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,-245
"9512","VALID","PRM","Open","Male","Eastern","RENTED",40.21238095,"Three Full Years",3,0,2,0,0,"3",0,2012,12,23,2015,4,5," Card II TYPE",2722,882,4763,917,4987,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,-5
"8916","VALID","PWP","Open","Male","Northern","RENTED",84,"Three Full Years",4,0,22,0,1,"3",0,2012,6,7,2015,3,24,"Paper based/Post",2651,882,5615,426,2987,0,71,"3",71,"3",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,6
"7853","VALID","POP","Open","Female","Eastern","RENTED",58,"Three Full Years",7,5,22,0,0,"3",0,2012,1,17,2015,3,16," Card II TYPE",3213,882,6886,1,5665,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,14
"9909","VALID","MXX","Open","Male","Western","BOUGHT",55,"Three Full Years",6,0,12,0,0,"3",0,2014,3,26,2016,3,25," Card II TYPE",730,882,7052,290,2460,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,-360
"6815","INVALID","CHC","Open","Female","Northern","RENTED",32,"Three Full Years",3,0,4,0,1,"3",0,2015,1,4,2017,1,4," Card II TYPE",1712,882,117,10,649,0,58,"3",58,"3",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,86,-644
"2346","VALID","CNN","Open","Male","Western","RENTED",51.985,"Three Full Years",3,0,7,0,1,"3",0,2013,3,24,2015,3,24," Card II TYPE",1526,882,5164,1,2767,0,34,"3",34,"3",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,736,6
"3548","VALID","PWR","Open","Female","Western","RENTED",39,"Three Full Years",3,9,7,0,0,"3",0,2013,11,14,2015,11,14," Card II TYPE",2230,882,1746,1,4593,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,-224
"9395","VALID","PWM","Open","Female","Northern","RENTED",53,"Three Full Years",4,0,21,0,0,"3",0,2012,7,28,2015,3,27," Card II TYPE",803,882,3866,1,4759,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,3
"448","VALID","PWR","Open","Female","Northern","RENTED",67,"Three Full Years",3,0,12,0,1,"3",0,2013,10,12,2016,3,29," Card II TYPE",1921,882,6011,1,933,0,55,"3",55,"3",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,538,-364
"6292","VALID","PPL","Open","Male","Eastern","RENTED",47.4707381,"Three Full Years",3,0,4,0,3,"1",0,2014,11,7,2016,11,7,"Paper based/Post",1940,882,582,1,6520,0,70,"3",70,"3",1,2,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,148,-582
"8738","VALID","ESS","Open","Male","Northern","RENTED",43.55566667,"Three Full Years",3,0,4,0,0,"3",0,2011,12,17,2015,3,26," Card II TYPE",1586,882,4232,48,4059,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,4
"4231","VALID","PRP","Open","Male","Northern","RENTED",64,"Three Full Years",3,0,12,1,2,"2",1,2014,2,28,2016,2,28," Card II TYPE",3240,758,7208,855,4494,0,14,"3",14,"3",2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,397,-333
"3184","VALID","KLA","Open","Female","Southern","RENTED",47,"Three Full Years",6,0,21,0,0,"3",0,2013,9,22,2015,9,22," Card II TYPE",2495,882,6688,1,4975,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,-172
"5504","INVALID","CHC","Closed","Male","Northern","RENTED",51.011,"Three Full Years",3,0,4,1,2,"1",1,2014,8,10,2016,8,10," Card II TYPE",447,561,8429,1,3,0,79,"3",79,"3",2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,235,-495
"9326","VALID","CHC","Open","Male","Eastern","RENTED",68,"Three Full Years",5,0,21,0,0,"3",0,2013,2,20,2015,3,29," Card II TYPE",1905,882,2858,1,5215,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,1
"8846","VALID","PRM","Open","Male","Northern","RENTED",69,"Three Full Years",6,0,22,0,0,"3",0,2014,3,8,2016,3,22," Card II TYPE",1896,882,5053,1,40,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,-357
"6978","VALID","PRP","Open","Female","Northern","RENTED",47.75725,"Three Full Years",6,0,17,0,1,"3",0,2015,1,21,2017,1,21," Card II TYPE",1235,882,444,1,1971,0,70,"3",70,"3",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,69,-661
"2070","INVALID","CNN","Open","Male","Western","RENTED",43.265,"Three Full Years",3,0,4,0,0,"3",0,2013,1,19,2015,3,19," Card II TYPE",1970,882,5962,510,2390,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,11
"2998","VALID","CNN","Open","Female","Northern","RENTED",27,"Three Full Years",4,0,12,0,1,"3",1,2013,8,20,2015,8,20," Card II TYPE",2056,251,465,1,6577,0,86,"3",86,"3",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,590,-140
