,Unnamed: 0,Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport.ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems.EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention,CommenceDays,Warrentydays
2798,2799,VALID,MXX,Open,Male,Northern,RENTED,41.0,Three Full Years,3,0,2,2,3,0,2014,11,15,2016,11,15, Card II TYPE,618,457,4026,96,4018,0,-67,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,-590
2799,2800,VALID,PMM,Open,Female,Eastern,RENTED,74.0,Three Full Years,4,14,22,0,3,0,2014,11,11,2016,11,11, Card II TYPE,1403,457,927,1,679,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,-586
2800,2801,VALID,PMM,Open,Female,Northern,RENTED,38.0,Three Full Years,2,0,1,1,3,0,2014,11,11,2016,11,11, Card II TYPE,1918,457,2933,770,2387,0,-63,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,-586
2801,2802,VALID,PPL,Closed,Female,Western,RENTED,25.0,Three Full Years,4,0,12,1,1,1,2014,11,13,2016,11,13, Card II TYPE,724,449,4617,933,4333,0,-42,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,142,-588
2802,2803,INVALID,PPL,Open,Female,Northern,RENTED,43.9410714286,Three Full Years,1,0,2,2,3,0,2014,11,12,2016,11,12, Card II TYPE,1155,457,1112,1,2116,0,-41,3,2,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,143,-587
2803,2804,VALID,PMM,Open,Female,Northern,RENTED,15.0,Three Full Years,1,0,1,0,3,0,2014,11,22,2016,11,22, Card II TYPE,1658,457,3202,250,2717,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,-597
2804,2805,VALID,PPL,Open,Male,Eastern,RENTED,44.5663333333,Three Full Years,3,0,1,0,3,0,2014,11,25,2016,11,25, Card II TYPE,1120,457,3968,1,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,-600
2805,2806,VALID,CHC,Open,Female,Northern,RENTED,67.0,Three Full Years,3,14,7,2,3,0,2014,11,12,2016,11,12,Paper based/Post,1853,457,3490,1,3119,0,-77,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,143,-587
2806,2807,VALID,PPL,Open,Male,Western,RENTED,43.2029285714,Three Full Years,3,0,1,0,3,0,2014,11,13,2016,11,13, Card II TYPE,230,457,4193,674,2540,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,-588
2807,2808,VALID,PPL,Open,Female,Eastern,RENTED,37.0,Three Full Years,2,5,1,0,3,0,2014,12,23,2016,12,23, Card II TYPE,1540,457,3729,1,566,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,-628
2808,2809,VALID,PPL,Open,Male,Western,RENTED,41.834952381,Three Full Years,3,0,1,0,3,0,2014,11,13,2016,11,13, Card II TYPE,1346,457,2831,301,1647,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,-588
2809,2810,VALID,KLA,Open,Male,Eastern,RENTED,50.0,Three Full Years,5,0,7,0,2,2,2014,11,13,2016,11,13, Card II TYPE,1906,362,4546,1,1413,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,-588
2810,2811,INVALID,PPL,Open,Male,Western,BOUGHT,50.4898809524,Three Full Years,3,0,7,0,3,0,2014,11,16,2016,11,16, Card II TYPE,1045,457,888,831,3632,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,-591
2811,2812,VALID,CHC,Open,Female,Eastern,RENTED,49.22,Three Full Years,3,0,1,7,3,1,2014,11,14,2016,11,14, Card II TYPE,1115,211,1025,622,117,0,-56,3,7,0,2,4,0,0,1,0,0,0,0,0,0,0,4,0,4,1,0,0,141,-589
2812,2813,VALID,PPL,Open,Female,Northern,RENTED,35.0,Three Full Years,4,0,12,0,3,0,2014,11,14,2016,11,14, Card II TYPE,1100,457,3666,1,462,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,-589
2813,2814,VALID,PMM,Open,Male,Eastern,RENTED,31.0,Three Full Years,3,0,12,0,3,0,2014,12,3,2016,12,3, Card II TYPE,1395,457,3076,898,1698,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,-608
2814,2815,VALID,PMM,Open,Female,Northern,RENTED,41.0,Three Full Years,3,0,7,1,3,1,2014,11,13,2016,11,13, Card II TYPE,1347,242,2329,97,3064,0,-114,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142,-588
2815,2816,VALID,PRP,Open,Male,Western,RENTED,43.0,Three Full Years,4,0,1,0,3,0,2014,11,14,2016,11,14, Card II TYPE,1582,457,4212,453,2320,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,-589
2816,2817,VALID,PRR,Open,Male,Eastern,RENTED,33.0,Three Full Years,4,0,2,0,3,0,2014,11,15,2016,11,15, Card II TYPE,92,457,3865,469,1434,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,-590
2817,2818,VALID,KLA,Open,Male,Eastern,RENTED,61.0,Three Full Years,7,0,22,4,3,0,2014,11,13,2016,11,13, Card II TYPE,204,457,52,232,1380,0,-94,3,2,2,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,142,-588
2818,2819,VALID,PPL,Open,Male,Eastern,RENTED,47.0,Three Full Years,4,6,22,0,3,0,2014,11,16,2016,11,16, Card II TYPE,240,457,3994,896,2961,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,-591
2819,2820,VALID,PPL,Open,Male,Northern,BOUGHT,53.0,Three Full Years,3,0,21,0,3,0,2014,11,16,2016,11,16, Card II TYPE,1045,457,940,1,1545,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,-591
2820,2821,VALID,PRP,Open,Male,Northern,RENTED,42.0,Three Full Years,4,10,22,0,3,0,2014,11,14,2016,11,14, Card II TYPE,109,457,2467,432,2853,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,-589
2821,2822,VALID,KLA,Open,Male,Western,RENTED,50.0,Three Full Years,5,0,22,1,3,0,2014,11,15,2016,11,15, Card II TYPE,1758,457,3257,800,470,0,-95,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,-590
2822,2823,INVALID,CHC,Closed,Male,Eastern,RENTED,48.5925,Three Full Years,3,0,12,0,None,0,2014,11,15,2016,10,15,None,2035,457,4617,933,4333,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,-560
2823,2824,VALID,PRP,Open,Male,Eastern,RENTED,42.8649242424,Three Full Years,4,0,1,0,2,0,2014,11,14,2016,11,5, Card II TYPE,1572,457,2803,386,3368,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,-580
2824,2825,VALID,PMM,Open,Female,Northern,RENTED,41.0,Three Full Years,6,0,7,0,3,0,2014,11,14,2016,11,14, Card II TYPE,1779,457,1509,635,2523,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,-589
2825,2826,VALID,PMM,Open,Male,Eastern,RENTED,43.5436666667,Three Full Years,3,0,7,1,2,2,2014,11,14,2016,11,14, Card II TYPE,1247,287,4617,933,4333,0,-109,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141,-589
2826,2827,VALID,PPL,Open,Male,Eastern,RENTED,55.0,Three Full Years,3,0,7,0,3,0,2014,11,14,2016,11,14, Card II TYPE,931,457,4617,933,4333,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,-589
2827,2828,VALID,CHC,Open,Male,Northern,RENTED,31.0,Three Full Years,6,6,2,4,3,0,2014,11,14,2016,11,14, Card II TYPE,779,457,4100,352,3579,0,-73,3,4,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,141,-589
2828,2829,VALID,CHC,Open,Male,Eastern,RENTED,67.0,Three Full Years,7,5,22,0,3,0,2014,11,15,2016,11,15, Card II TYPE,1343,457,4556,1,3211,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,-590
2829,2830,VALID,PMM,Open,Female,Northern,RENTED,42.0,Three Full Years,5,0,1,0,3,0,2014,11,19,2016,11,19, Card II TYPE,1814,457,3028,1,1034,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,-594
2830,2831,VALID,PMM,Closed,Female,Northern,RENTED,68.0,Three Full Years,3,6,2,1,1,1,2014,11,15,2016,11,15, Card II TYPE,980,56,4440,1,4199,0,-118,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,-590
2831,2832,VALID,PPL,Open,Male,Northern,RENTED,43.7371818182,Three Full Years,3,0,2,0,3,0,2014,11,18,2016,11,18, Card II TYPE,1217,457,2378,1,4033,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,-593
2832,2833,VALID,KLA,Open,Female,Northern,RENTED,47.0,Three Full Years,6,5,17,0,3,0,2014,11,18,2016,11,18, Card II TYPE,336,457,4000,1,2995,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,-593
2833,2834,VALID,KLA,Open,Female,Northern,RENTED,46.7773333333,Three Full Years,6,0,4,8,3,0,2014,11,20,2016,11,20, Card II TYPE,1961,457,1237,1,1327,0,-81,3,7,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,135,-595
2834,2835,VALID,CHC,Open,Female,Eastern,RENTED,45.0,Three Full Years,4,0,22,0,3,0,2014,11,16,2016,11,16,Paper based/Post,1518,457,557,1,885,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,-591
2835,2836,VALID,KLA,Closed,Male,Southern,RENTED,46.6133333333,Three Full Years,3,0,2,5,2,0,2014,11,15,2016,11,15, Card II TYPE,169,457,1773,498,4084,0,-82,3,5,0,3,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,140,-590
2836,2837,VALID,PPL,Open,Male,Northern,BOUGHT,48.2642307692,Three Full Years,3,0,7,1,3,0,2014,11,16,2016,11,16, Card II TYPE,898,457,3551,521,1996,0,-80,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,139,-591
2837,2838,VALID,PPL,Open,Male,Western,RENTED,55.0,Three Full Years,6,10,1,1,3,0,2014,11,18,2016,11,18, Card II TYPE,1134,457,1266,848,1426,0,-110,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,137,-593
2838,2839,VALID,KLA,Open,Female,Northern,RENTED,46.124,Three Full Years,3,0,2,0,3,0,2014,11,20,2016,11,20, Card II TYPE,1976,457,395,1,998,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,-595
2839,2840,VALID,PPL,Open,Female,Northern,RENTED,73.0,Three Full Years,1,0,22,3,1,2,2014,11,18,2016,11,18, Card II TYPE,511,280,4484,1,3318,0,-58,2,1,2,0,2,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,137,-593
2840,2841,VALID,PRR,Open,Male,Northern,RENTED,22.0,Three Full Years,4,0,2,2,3,0,2014,11,20,2016,11,20, Card I TYPE,20,457,3298,41,55,0,-55,3,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,135,-595
2841,2842,VALID,PPL,Open,Female,Northern,BOUGHT,57.0,Three Full Years,6,5,21,1,3,0,2014,11,19,2016,11,19, Card II TYPE,1251,457,4403,233,3129,0,-95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,-594
2842,2843,VALID,PRR,Open,Male,Northern,RENTED,79.0,Three Full Years,6,14,22,2,3,0,2014,11,19,2016,11,19, Card II TYPE,557,457,4096,343,1453,0,-39,3,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,-594
2843,2844,VALID,PRR,Open,Male,Eastern,RENTED,56.0,Three Full Years,6,0,12,0,3,0,2014,11,19,2016,11,19, Card II TYPE,1967,457,1616,77,3546,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,-594
2844,2845,VALID,MXX,Open,Male,Eastern,RENTED,37.0,Three Full Years,3,0,1,2,3,0,2014,11,26,2016,11,26, Card II TYPE,555,457,4125,751,4239,0,-115,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,129,-601
2845,2846,VALID,PPL,Open,Female,Eastern,RENTED,33.0,Three Full Years,4,5,4,3,3,0,2014,11,26,2016,11,26, Card II TYPE,1477,457,3247,1,820,0,-87,3,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,129,-601
2846,2847,VALID,PPL,Open,Female,Western,RENTED,42.0,Three Full Years,3,0,7,0,3,3,2014,11,22,2016,11,22, Card II TYPE,1102,164,1177,485,1821,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,-597
2847,2848,VALID,KLA,Open,Male,Northern,RENTED,40.0,Three Full Years,9,13,17,0,3,0,2014,11,21,2016,11,21, Card II TYPE,1217,457,4066,605,459,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,-596
2848,2849,VALID,PRP,Open,Female,Eastern,RENTED,23.0,Three Full Years,5,0,7,0,3,0,2014,11,21,2016,11,21, Card II TYPE,199,457,1071,1,1732,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,-596
2849,2850,VALID,CHC,Open,Female,Northern,RENTED,49.7916666667,Three Full Years,1,0,17,5,1,1,2014,11,22,2016,11,22,Paper based/Post,452,229,56,1,3972,0,-74,3,5,0,1,2,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,133,-597
2850,2851,VALID,PMM,Open,Male,Eastern,RENTED,39.9753333333,Three Full Years,3,0,2,1,3,0,2014,11,24,2016,11,24,Paper based/Post,1738,457,1553,1,1017,0,-34,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,131,-599
2851,2852,VALID,CHC,Open,Male,Northern,RENTED,45.6179166667,Three Full Years,3,0,7,0,3,0,2014,11,23,2016,11,23, Card II TYPE,1145,457,2118,203,2511,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,-598
2852,2853,VALID,PPL,Open,Female,Western,RENTED,18.0,Three Full Years,4,0,2,1,3,1,2014,11,22,2016,11,22,Paper based/Post,1289,205,2151,1,930,0,-106,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,133,-597
2853,2854,INVALID,CHC,Open,Female,Northern,RENTED,48.0,Three Full Years,4,0,17,6,2,2,2014,11,23,2016,11,23, Card II TYPE,950,124,649,563,1177,0,-94,3,2,4,1,3,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,132,-598
2854,2855,VALID,PPL,Open,Female,Northern,RENTED,29.0,Three Full Years,4,0,7,0,3,0,2014,11,25,2016,11,25, Card II TYPE,1155,457,1760,860,3399,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,-600
2855,2856,VALID,PMM,Open,Male,Northern,RENTED,40.0,Three Full Years,3,0,4,0,3,0,2014,11,24,2016,11,24, Card II TYPE,1779,457,3957,1,244,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,-599
2856,2857,VALID,PPL,Open,Female,Eastern,BOUGHT,54.0,Three Full Years,1,0,12,0,3,0,2014,11,23,2016,11,23, Card II TYPE,913,457,3767,1,1146,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,-598
2857,2858,INVALID,PMM,Open,Male,Eastern,RENTED,36.0,Three Full Years,7,5,12,0,3,0,2014,11,24,2016,11,24, Card II TYPE,1666,457,1659,1,1229,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,-599
2858,2859,VALID,PMM,Open,Female,Eastern,BOUGHT,54.0,Three Full Years,6,6,17,3,3,0,2014,12,4,2016,12,4, Card II TYPE,878,457,638,1,1799,0,-88,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,121,-609
2859,2860,VALID,PRP,Open,Female,Northern,BOUGHT,32.0,Three Full Years,3,0,7,3,3,1,2014,11,25,2016,11,25, Card II TYPE,1904,360,4132,304,1637,0,-118,3,1,1,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,130,-600
2860,2861,VALID,CHC,Open,Female,Southern,RENTED,68.0,Three Full Years,5,0,2,8,1,1,2014,11,25,2016,11,25, Card II TYPE,1063,241,617,1,3529,0,-88,3,5,2,1,6,1,1,2,1,0,0,0,0,0,0,4,1,4,0,1,0,130,-600
2861,2862,VALID,PMM,Open,Male,Eastern,RENTED,48.0,Three Full Years,4,0,1,0,3,0,2014,12,1,2016,12,1, Card II TYPE,1938,457,4104,441,1505,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,-606
2862,2863,VALID,PPL,Open,Male,Eastern,RENTED,53.0,Three Full Years,6,9,22,0,3,0,2014,11,29,2016,11,29, Card II TYPE,1118,457,1298,309,1299,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,-604
2863,2864,VALID,PRP,Open,Male,Northern,RENTED,44.8998809524,Three Full Years,5,0,7,0,2,0,2014,11,26,2016,11,26, Card II TYPE,72,457,3778,787,3154,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,-601
2864,2865,VALID,PPL,Open,Female,Eastern,RENTED,81.0,Three Full Years,5,0,4,0,3,0,2014,11,29,2016,11,29, Card II TYPE,934,457,1270,1,3982,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,-604
2865,2866,VALID,PPL,Open,Female,Southern,RENTED,40.0,Three Full Years,6,0,21,7,3,0,2014,12,5,2016,12,5, Card II TYPE,1735,457,825,1,2408,0,-96,3,5,2,1,0,3,3,0,0,0,0,1,1,3,0,0,0,0,0,0,1,120,-610
2866,2867,VALID,PMM,Open,Male,Eastern,RENTED,45.0,Three Full Years,4,10,22,1,2,0,2014,11,27,2016,11,27, Card II TYPE,1669,457,611,1,3762,0,-119,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128,-602
2867,2868,VALID,PPL,Open,Male,Northern,RENTED,48.1358333333,Three Full Years,3,0,2,18,1,1,2014,11,27,2016,11,27, Card II TYPE,854,85,3867,364,3791,0,-77,3,10,8,8,2,3,3,6,0,0,0,0,0,3,1,1,1,1,1,0,0,128,-602
2868,2869,VALID,KLA,Open,Male,Eastern,BOUGHT,48.0,Three Full Years,13,6,12,1,3,0,2014,11,27,2016,11,27, Card II TYPE,159,457,3971,136,2350,0,-74,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,128,-602
2869,2870,VALID,MXX,Open,Female,Western,RENTED,60.0,Three Full Years,5,0,2,0,3,0,2014,12,3,2016,12,3, Card II TYPE,96,457,2846,856,3741,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,-608
2870,2871,VALID,PPL,Open,Male,Western,RENTED,64.0,Three Full Years,6,14,12,0,2,0,2014,12,4,2016,12,4,Paper based/Post,323,457,3075,772,3169,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,-609
2871,2872,VALID,PPL,Closed,Female,Northern,RENTED,46.2897619048,Three Full Years,2,0,1,3,3,0,2014,12,4,2016,12,29, Card II TYPE,1278,457,4557,458,797,0,-83,2,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,121,-634
2872,2873,VALID,PPL,Open,Male,Western,RENTED,46.6575,Three Full Years,3,0,1,3,2,1,2014,12,1,2016,12,1, Card II TYPE,454,452,3245,789,3235,0,-84,3,3,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,124,-606
2873,2874,VALID,PRR,Open,Male,Western,RENTED,21.0,Three Full Years,6,0,1,0,3,0,2014,11,30,2016,11,30, Card II TYPE,105,457,2094,1,2522,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,-605
2874,2875,VALID,PPL,Open,Female,Northern,RENTED,42.0,Three Full Years,6,0,4,6,2,1,2014,11,30,2016,11,30, Card II TYPE,1318,235,1809,1,3500,0,-63,3,1,5,0,2,1,1,0,0,1,1,2,2,1,0,1,0,1,0,0,0,125,-605
2875,2876,VALID,PPL,Open,Female,Eastern,RENTED,42.0,Three Full Years,4,0,21,0,3,0,2014,11,29,2016,11,29, Card II TYPE,1126,457,3548,268,1275,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,-604
2876,2877,VALID,PPL,Open,Female,Eastern,RENTED,66.0,Three Full Years,4,0,12,0,3,0,2014,12,2,2016,12,2, Card II TYPE,1359,457,634,1,1363,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,-607
2877,2878,VALID,PPL,Open,Male,Western,RENTED,60.0,Three Full Years,6,5,22,0,3,0,2014,12,2,2016,12,2, Card II TYPE,1455,457,1358,31,1082,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,-607
2878,2879,VALID,PRP,Open,Female,Eastern,RENTED,52.0,Three Full Years,6,0,22,0,3,0,2014,12,2,2016,12,2, Card II TYPE,37,457,2685,262,1995,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,-607
2879,2880,VALID,PMM,Open,Male,Eastern,RENTED,43.0,Three Full Years,4,0,12,5,3,0,2014,12,3,2016,12,3, Card I TYPE,442,457,1746,51,1629,0,-90,3,2,3,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,122,-608
2880,2881,VALID,PPL,Open,Male,Northern,RENTED,82.0,Three Full Years,3,0,22,0,3,0,2014,12,2,2016,12,2, Card II TYPE,952,457,3106,1,845,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,-607
2881,2882,VALID,PMM,Open,Male,Eastern,RENTED,27.0,Three Full Years,5,0,17,0,3,0,2014,12,7,2016,12,7, Card II TYPE,118,457,3138,927,1759,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,-612
2882,2883,VALID,PMM,Open,Female,Eastern,RENTED,46.7724242424,Three Full Years,4,0,1,3,3,0,2014,12,5,2016,12,5, Card II TYPE,1392,457,3050,735,4015,0,-36,3,2,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,120,-610
2883,2884,VALID,PMM,Open,Male,Eastern,RENTED,54.0,Three Full Years,3,0,1,0,3,0,2015,1,17,2017,1,17, Card II TYPE,1666,457,810,1,763,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,-657
2884,2885,VALID,PMM,Open,Male,Northern,RENTED,51.0,Three Full Years,7,5,17,0,3,0,2014,12,4,2016,12,4, Card II TYPE,1409,457,3829,71,3236,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,-609
2885,2886,VALID,CHC,Open,Female,Eastern,BOUGHT,62.0,Three Full Years,1,14,22,0,3,0,2014,12,4,2016,12,4, Card II TYPE,1201,457,2687,880,1171,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,-609
2886,2887,VALID,PMM,Open,Female,Eastern,RENTED,31.0,Three Full Years,3,0,22,0,3,0,2014,12,4,2016,12,4, Card II TYPE,1403,457,2232,565,1834,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,-609
2887,2888,VALID,PMM,Open,Male,Northern,RENTED,61.0,Three Full Years,5,5,17,0,3,0,2014,12,6,2016,12,6, Card II TYPE,289,457,2250,1,760,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,-611
2888,2889,INVALID,CHC,Open,Male,Northern,RENTED,60.0,Three Full Years,3,0,7,0,3,0,2014,12,6,2016,12,6, Card II TYPE,1443,457,4617,933,4333,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,-611
2889,2890,VALID,KLA,Open,Female,Northern,RENTED,33.0,Three Full Years,4,0,2,1,3,0,2014,12,5,2016,12,5, Card II TYPE,465,457,3185,254,4000,0,-97,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,-610
2890,2891,VALID,PMM,Open,Male,Northern,RENTED,61.0,Three Full Years,3,5,7,1,3,1,2014,12,4,2016,12,4, Card II TYPE,1755,281,137,1,4051,0,-36,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,121,-609
2891,2892,VALID,PPL,Open,Male,Western,RENTED,44.5061565657,Three Full Years,3,0,7,0,2,0,2014,12,17,2016,12,17,Paper based/Post,1287,457,3105,838,3147,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,-622
2892,2893,VALID,PMM,Open,Male,Northern,RENTED,48.221738345,Three Full Years,2,0,12,0,3,0,2014,12,5,2016,12,5, Card II TYPE,1665,457,1819,687,2731,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,-610
2893,2894,VALID,PPL,Open,Male,Northern,RENTED,45.0,Three Full Years,6,0,12,0,3,0,2014,12,9,2016,12,9, Card II TYPE,1334,457,1316,1,321,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,-614
2894,2895,VALID,PPL,Open,Female,Northern,RENTED,27.0,Three Full Years,1,0,17,3,2,3,2014,12,6,2016,12,6, Card II TYPE,895,104,272,1,247,0,-109,3,2,1,0,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,119,-611
2895,2896,VALID,PPL,Open,Female,Western,RENTED,53.0,Three Full Years,4,0,7,0,3,0,2014,12,5,2016,12,5, Card II TYPE,1587,457,504,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,-610
