,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Churn Date,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,Closetdefaultdate,defaultsum,Hours,Posthours,daraGB,YYYYMM
4522,M4557,2014-04-13 0:00:00,VALID,PRM,Open,Female,Eastern,RENTED,41,Three Full Years,3,0,4,2016-04-13 0:00:00,0,0,0,3,0,2014,4,13,2014,4,13, Card II TYPE,876.015,None,None,1728.2,0,210.75,604506
4523,M4558,2014-04-14 0:00:00,VALID,PRM,Open,Male,Northern,RENTED,50,Three Full Years,2,8,2,2016-04-14 0:00:00,0,0,0,3,0,2014,4,14,2014,4,14, Card II TYPE,889.035,None,None,2083.2,0,231.2,604506
4524,M4559,2014-04-13 0:00:00,VALID,PRM,Closed,Male,Eastern,RENTED,42,,2,0,7,,0,0,0,2,1,2014,4,13,,,, Card II TYPE,820.05,2015-03-21 0:00:00,514.8,1327.72,68,188.65,604506
4525,M4560,2014-04-14 0:00:00,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2016-04-14 0:00:00,0,0,0,3,0,2014,4,14,2014,4,14, Card II TYPE,678.51,None,None,2018.12,172,395.55,604506
4526,M4561,2014-04-16 0:00:00,VALID,KLA,Open,Male,Northern,RENTED,46,Three Full Years,9,6,22,2016-04-16 0:00:00,0,0,0,3,0,2014,4,16,2014,4,16, Card II TYPE,1031.835,None,None,2162.65,2,641.55,604506
4527,M4562,2014-04-17 0:00:00,VALID,PRM,Open,,Eastern,RENTED,,Three Full Years,,,,2016-04-17 0:00:00,0,0,4,3,1,2014,4,17,2014,4,17, Card II TYPE,928.935,2015-01-25 0:00:00,784.7,1899.15,994,594.45,604506
4528,M4563,2014-04-18 0:00:00,VALID,CHC,Open,Female,Western,RENTED,49,Three Full Years,2,0,12,2016-04-18 0:00:00,0,0,0,3,0,2014,4,18,2014,4,18,Paper based/Post,6.3,None,None,1871,0,15.15,604506
4529,M4564,2014-04-14 0:00:00,VALID,KLA,Open,Male,Northern,RENTED,42,Three Full Years,7,5,21,2016-04-14 0:00:00,0,0,3,3,0,2014,4,14,2014,4,14, Card II TYPE,1151.745,None,None,1956.12,432,850.4,604506
4530,M4565,2014-04-15 0:00:00,VALID,PRM,Open,Female,Northern,RENTED,47,Three Full Years,8,12,22,2016-04-15 0:00:00,0,0,0,3,0,2014,4,15,2014,4,15, Card II TYPE,939.435,None,None,2149.99,1139,791.8,604506
4531,M4566,2014-04-17 0:00:00,VALID,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2016-04-17 0:00:00,0,0,1,3,0,2014,4,17,2014,4,17, Card II TYPE,1033.725,None,None,1706.93,0,111.95,604506
4532,M4567,2014-04-17 0:00:00,VALID,PRM,Open,Female,Northern,RENTED,45,Three Full Years,4,0,17,2016-04-17 0:00:00,0,0,2,3,0,2014,4,17,2014,4,17,Paper based/Post,930.825,None,None,1888.37,32,531.8,604506
4533,M4568,2014-04-15 0:00:00,INVALID,PPL,Open,,Western,RENTED,,Three Full Years,,,,2016-04-15 0:00:00,0,0,3,3,0,2014,4,15,2014,4,15, Card II TYPE,646.695,None,None,1681.09,0,41.65,604506
4534,M4569,2014-04-24 0:00:00,VALID,KLA,Open,Male,Northern,RENTED,67,Three Full Years,4,5,2,2016-04-24 0:00:00,0,0,0,3,0,2014,4,24,2014,4,24, Card II TYPE,1067.85,None,None,2086.39,0,513.05,604506
4535,M4570,2014-04-27 0:00:00,VALID,PRM,Open,,Northern,RENTED,,Three Full Years,,,,2016-04-27 0:00:00,0,0,2,3,0,2014,4,27,2014,4,27, Card II TYPE,876.54,None,None,1973.87,0,176.9,604506
4536,M4571,2014-04-15 0:00:00,VALID,PRM,Open,Female,Northern,RENTED,21,Three Full Years,4,0,7,2016-04-15 0:00:00,0,0,2,3,0,2014,4,15,2014,4,15, Card II TYPE,741.3,None,None,1662.75,0,185.8,604506
4537,M4572,2014-04-15 0:00:00,VALID,PRM,Open,Female,Western,RENTED,,Three Full Years,4,0,7,2016-04-15 0:00:00,0,0,0,3,0,2014,4,15,2014,4,15, Card II TYPE,949.725,None,None,2171.52,148,167.4,604506
4538,M4573,2014-04-20 0:00:00,VALID,PPL,Closed,Male,Eastern,RENTED,,,6,0,4,,0,0,0,None,0,2014,4,20,,,,None,None,None,None,None,None,None,None
4539,M4574,2014-04-18 0:00:00,VALID,KLA,Open,Female,Western,RENTED,,Three Full Years,5,0,1,2016-04-18 0:00:00,0,0,0,3,0,2014,4,18,2014,4,18, Card II TYPE,961.695,None,None,2078.83,0,615.05,604506
4540,M4575,2014-04-15 0:00:00,VALID,KLA,Open,Female,Northern,RENTED,49,Three Full Years,6,0,22,2016-04-15 0:00:00,0,0,0,3,0,2014,4,15,2014,4,15, Card II TYPE,952.035,None,None,2081.97,0,478,604506
4541,M4576,2014-04-16 0:00:00,VALID,PRM,Open,Female,Northern,RENTED,63,Three Full Years,5,0,12,2016-04-16 0:00:00,0,0,0,3,0,2014,4,16,2014,4,16, Card II TYPE,616.035,None,None,1708.24,0,36.8,604506
4542,M4577,2014-04-16 0:00:00,VALID,PPL,Open,Male,Northern,RENTED,60,Three Full Years,4,0,22,2016-04-16 0:00:00,0,0,1,3,0,2014,4,16,2014,4,16, Card II TYPE,887.88,None,None,1986.13,1149,556.8,604506
4543,M4578,2014-04-18 0:00:00,VALID,PRM,Open,,Eastern,RENTED,,Three Full Years,,,,2016-04-18 0:00:00,0,0,0,3,0,2014,4,18,2014,4,18, Card II TYPE,928.935,None,None,2042.9,0,127.95,604506
4544,M4579,2014-04-27 0:00:00,INVALID,PRM,Open,Female,Northern,RENTED,51,Three Full Years,5,0,22,2016-04-27 0:00:00,0,0,1,3,0,2014,4,27,2014,4,27, Card II TYPE,891.345,None,None,1831.5,0,316.45,604506
4545,M4580,2014-04-16 0:00:00,VALID,KLA,Open,Male,Western,RENTED,32,Three Full Years,4,0,4,2016-04-16 0:00:00,0,0,0,3,3,2014,4,16,2014,4,16, Card II TYPE,1067.64,2015-03-14 0:00:00,854.7,2029.21,0,562.4,604506
4546,M4581,2014-04-19 0:00:00,VALID,PRM,Open,Female,Eastern,RENTED,56,Three Full Years,4,0,17,2016-04-19 0:00:00,0,0,2,3,0,2014,4,19,2014,4,19, Card II TYPE,969.15,None,None,1807.9,40,217.55,604506
4547,M4582,2014-04-17 0:00:00,VALID,PRM,Open,Female,Eastern,RENTED,41,Three Full Years,5,9,12,2016-04-17 0:00:00,0,0,0,3,0,2014,4,17,2014,4,17, Card II TYPE,897.645,None,None,1907.04,0,566.55,604506
4548,M4583,2014-04-18 0:00:00,VALID,KLA,Open,Male,Northern,RENTED,38,Three Full Years,4,20,2,2016-04-18 0:00:00,0,0,1,3,0,2014,4,18,2014,4,18, Card II TYPE,959.385,None,None,1887.57,0,49.65,604506
4549,M4584,2014-04-20 0:00:00,VALID,PRM,Open,Female,Eastern,RENTED,33,Three Full Years,3,5,17,2016-04-20 0:00:00,0,0,1,3,0,2014,4,20,2014,4,20, Card II TYPE,565.11,None,None,1471.27,597,371.75,604506
4550,M4585,2014-04-18 0:00:00,VALID,PRM,Open,Male,Eastern,RENTED,36,Three Full Years,4,0,7,2016-04-18 0:00:00,0,0,1,3,0,2014,4,18,2014,4,18, Card II TYPE,734.79,None,None,1934.76,109,171.8,604506
4551,M4586,2014-04-17 0:00:00,VALID,PRM,Open,Female,Northern,RENTED,50,Three Full Years,4,0,22,2016-04-17 0:00:00,0,0,0,3,0,2014,4,17,2014,4,17, Card II TYPE,794.64,None,None,1943.16,0,133.9,604506
4552,M4587,2014-04-17 0:00:00,VALID,PRM,Open,Male,Eastern,RENTED,40,Three Full Years,3,8,2,2016-04-17 0:00:00,0,0,3,3,0,2014,4,17,2014,4,17, Card II TYPE,875.7,None,None,1627.28,767,633,604506
4553,M4588,2014-04-20 0:00:00,VALID,KLA,Open,Male,Northern,RENTED,62,Three Full Years,9,19,22,2016-04-20 0:00:00,0,0,1,3,0,2014,4,20,2014,4,20, Card II TYPE,1010.835,None,None,1965.53,0,565.1,604506
4554,M4589,2014-04-22 0:00:00,VALID,PPL,Open,Female,Northern,RENTED,38,Three Full Years,3,0,2,2016-04-22 0:00:00,0,0,3,3,0,2014,4,22,2014,4,22, Card II TYPE,1057.56,None,None,2081.48,297,488.6,604506
4555,M4590,2014-04-19 0:00:00,VALID,CHC,Open,Female,Northern,RENTED,31,Three Full Years,5,0,12,2016-04-19 0:00:00,0,0,0,3,0,2014,4,19,2014,4,19, Card II TYPE,538.965,None,None,1919.6,307,207,604506
4556,M4591,2014-04-19 0:00:00,VALID,PPL,Open,Female,Northern,RENTED,65,Three Full Years,3,9,12,2016-04-19 0:00:00,0,0,0,3,0,2014,4,19,2014,4,19, Card II TYPE,647.85,None,None,1757.21,383,256.05,604506
4557,M4592,2014-04-19 0:00:00,VALID,PRP,Open,Male,Northern,RENTED,46,Three Full Years,3,0,12,2016-04-19 0:00:00,0,0,0,3,0,2014,4,19,2014,4,19, Card II TYPE,960.54,None,None,1686.8,0,6.3,604506
4558,M4593,2014-04-19 0:00:00,VALID,PRR,Open,Male,Northern,RENTED,93,Three Full Years,3,0,7,2016-09-19 0:00:00,2015-05-17 0:00:00,1,0,None,0,2014,4,19,2014,4,19,None,None,None,None,None,None,None,None
4559,M4594,2014-04-20 0:00:00,VALID,PRM,Open,Female,Northern,RENTED,46,Three Full Years,4,0,22,2016-04-20 0:00:00,0,0,0,3,0,2014,4,20,2014,4,20, Card II TYPE,908.985,None,None,2012.82,112,330.35,604506
4560,M4595,2014-04-30 0:00:00,VALID,CHC,Open,Male,Northern,RENTED,53,Three Full Years,5,14,17,2016-04-30 0:00:00,0,0,1,3,0,2014,4,30,2014,4,30, Card II TYPE,784.56,None,None,1790.58,758,177.15,604506
4561,M4596,2014-04-23 0:00:00,VALID,KLA,Open,Female,Northern,BOUGHT,67,Three Full Years,3,0,2,2016-04-23 0:00:00,0,0,0,3,0,2014,4,23,2014,4,23, Card II TYPE,944.895,None,None,1901.65,0,392.5,604506
4562,M4597,2014-04-23 0:00:00,VALID,KLA,Open,Male,Northern,RENTED,30,Three Full Years,4,0,2,2016-04-23 0:00:00,0,0,0,3,0,2014,4,23,2014,4,23, Card II TYPE,1611.54,None,None,1990.23,0,533.75,604506
4563,M4598,2014-04-18 0:00:00,INVALID,PRM,Open,Female,Eastern,RENTED,52,Three Full Years,1,20,21,2016-04-18 0:00:00,0,0,0,3,0,2014,4,18,2014,4,18, Card II TYPE,874.86,None,None,1836.24,0,107.4,604506
4564,M4599,2014-04-18 0:00:00,VALID,PRM,Open,,Eastern,RENTED,,Three Full Years,,,,2016-04-18 0:00:00,0,0,0,3,3,2014,4,18,2014,4,18, Card II TYPE,464.73,2015-03-16 0:00:00,449.7,1628.42,0,231.9,604506
4565,M4600,2014-04-23 0:00:00,VALID,PRM,Open,Female,Eastern,RENTED,53,Three Full Years,3,20,22,2016-04-23 0:00:00,0,0,0,3,0,2014,4,23,2014,4,23, Card II TYPE,1255.38,None,None,2015.1,651,303.9,604506
4566,M4601,2014-04-22 0:00:00,VALID,KLA,Open,Female,Northern,RENTED,41,Three Full Years,4,0,2,2016-04-22 0:00:00,0,0,3,3,0,2014,4,22,2014,4,22, Card II TYPE,2546.985,None,None,2145.7,550,973.4,604506
4567,M4602,2014-04-18 0:00:00,INVALID,CHC,Open,Female,Eastern,RENTED,61,Three Full Years,4,12,22,2016-04-18 0:00:00,0,0,0,3,0,2014,4,18,2014,4,18, Card II TYPE,682.29,None,None,128.8,0,1.75,201503
4568,M4603,2014-04-19 0:00:00,VALID,PRM,Open,Female,Eastern,RENTED,59,Three Full Years,3,20,12,2016-04-19 0:00:00,0,0,4,2,1,2014,4,19,2014,4,19,Paper based/Post,2352.735,2015-01-01 0:00:00,968.9,2035.04,0,61.15,604506
4569,M4604,2014-04-25 0:00:00,VALID,PRR,Open,Male,Eastern,RENTED,50,Three Full Years,4,0,2,2016-04-25 0:00:00,0,0,0,3,0,2014,4,25,2014,4,25, Card II TYPE,958.965,None,None,1984.35,0,243.65,604506
4570,M4605,2014-04-19 0:00:00,VALID,PPL,Open,Male,Eastern,RENTED,56,Three Full Years,3,0,2,2016-04-19 0:00:00,0,0,1,3,0,2014,4,19,2014,4,19, Card II TYPE,645.54,None,None,2078.6,471,347.65,604506
4571,M4606,2014-04-29 0:00:00,VALID,KLA,Open,,Eastern,RENTED,,Three Full Years,,,,2016-04-29 0:00:00,0,0,0,3,0,2014,4,29,2014,4,29, Card II TYPE,748.965,None,None,1913.16,38,856.3,604506
4572,M4607,2014-04-19 0:00:00,VALID,CHC,Open,Male,Western,BOUGHT,70,Three Full Years,7,19,21,2016-04-19 0:00:00,0,0,0,3,0,2014,4,19,2014,4,19, Card II TYPE,419.895,None,None,None,None,None,None
4573,M4608,2014-04-24 0:00:00,VALID,PRM,Open,Male,Northern,RENTED,51,Three Full Years,7,0,22,2016-04-24 0:00:00,0,0,0,3,0,2014,4,24,2014,4,24, Card II TYPE,890.19,None,None,1748.6,388,216.2,604506
4574,M4609,2014-04-23 0:00:00,VALID,PPL,Open,Male,Northern,RENTED,40,Three Full Years,4,0,2,2016-04-23 0:00:00,0,0,0,2,1,2014,4,23,2014,4,23, Card II TYPE,1143.24,2015-02-21 0:00:00,988.8,2162.8,61,417.8,604506
4575,M4610,2014-05-06 0:00:00,VALID,PPL,Open,Male,Eastern,RENTED,52,Three Full Years,4,13,12,2016-05-06 0:00:00,0,0,0,3,0,2014,5,6,2014,5,6, Card II TYPE,924.42,None,None,2172.4,277,263.35,604506
4576,M4611,2014-04-22 0:00:00,VALID,CHC,Open,Male,Eastern,RENTED,28,Three Full Years,8,20,17,2016-04-22 0:00:00,0,0,0,3,0,2014,4,22,2014,4,22, Card II TYPE,643.965,None,None,2050.31,9,91.6,604506
4577,M4612,2014-04-22 0:00:00,INVALID,CHC,Open,,Northern,RENTED,,Three Full Years,,,,2016-04-22 0:00:00,0,0,0,3,0,2014,4,22,2014,4,22, Card II TYPE,761.775,None,None,1804.37,0,58.05,604506
4578,M4613,2014-04-21 0:00:00,VALID,PPL,Open,Female,Eastern,RENTED,49,Three Full Years,3,5,12,2016-04-21 0:00:00,0,0,0,3,0,2014,4,21,2014,4,21, Card II TYPE,845.88,None,None,2085.28,720,331.4,604506
4579,M4614,2014-05-01 0:00:00,VALID,CHC,Open,Male,Eastern,RENTED,56,Three Full Years,6,10,21,2016-05-01 0:00:00,0,0,0,2,0,2014,5,1,2014,5,1, Card II TYPE,641.13,None,None,2171.23,20,138,604506
4580,M4615,2014-04-23 0:00:00,VALID,PRM,Closed,Male,Southern,BOUGHT,47,,6,19,22,,2015-04-06 0:00:00,1,2,2,2,2014,4,23,,,, Card II TYPE,1783.74,2015-02-21 0:00:00,499.9,None,None,None,None
4581,M4616,2014-04-22 0:00:00,VALID,PRM,Open,Male,Eastern,RENTED,20,Three Full Years,4,0,2,2016-04-22 0:00:00,0,0,0,3,0,2014,4,22,2014,4,22, Card II TYPE,741.09,None,None,1999.46,443,361.8,604506
4582,M4617,2014-04-26 0:00:00,VALID,PPL,Open,Female,Eastern,RENTED,43,Three Full Years,4,20,2,2016-04-26 0:00:00,0,0,0,3,0,2014,4,26,2014,4,26, Card II TYPE,1016.19,None,None,2166.06,369,288.9,604506
4583,M4618,2014-04-25 0:00:00,VALID,PRP,Open,Male,Eastern,RENTED,,Three Full Years,2,0,1,2016-04-25 0:00:00,0,0,0,3,0,2014,4,25,2014,4,25, Card II TYPE,1028.895,None,None,None,None,None,None
4584,M4619,2014-04-22 0:00:00,VALID,PRR,Closed,Male,Eastern,RENTED,59,,3,5,4,,0,0,1,3,0,2014,4,22,,,, Card II TYPE,787.185,None,None,627.43,0,154.9,403003
4585,M4620,2014-04-26 0:00:00,VALID,CHC,Open,Male,Northern,RENTED,43,Three Full Years,6,0,2,2016-04-26 0:00:00,0,0,1,3,0,2014,4,26,2014,4,26, Card II TYPE,668.64,None,None,2076.91,527,259.1,604506
4586,M4621,2014-05-03 0:00:00,VALID,PRM,Open,Female,Eastern,RENTED,51,Three Full Years,7,0,21,2016-09-03 0:00:00,0,0,0,3,1,2014,5,3,2014,5,3, Card II TYPE,246.12,2015-03-11 0:00:00,134.4,None,None,None,None
4587,M4622,2014-05-01 0:00:00,VALID,PPL,Open,Female,Northern,RENTED,60,Three Full Years,4,0,12,2016-05-01 0:00:00,0,0,0,1,1,2014,5,1,2014,5,1, Card II TYPE,823.935,2015-03-10 0:00:00,684.7,1407.7,0,0,604506
4588,M4623,2014-04-23 0:00:00,VALID,KLA,Open,,Eastern,RENTED,,Three Full Years,,,,2016-05-03 0:00:00,2015-05-16 0:00:00,1,2,2,1,2014,4,23,2014,4,23, Card II TYPE,1065.54,2015-02-01 0:00:00,914.8,1595.93,277,1188.95,604506
4589,M4624,2014-04-23 0:00:00,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2016-04-23 0:00:00,0,0,1,3,0,2014,4,23,2014,4,23, Card II TYPE,637.035,None,None,2183.76,0,227.3,604506
4590,M4625,2014-04-24 0:00:00,VALID,PPL,Open,Female,Northern,RENTED,39,Three Full Years,4,0,1,2016-04-24 0:00:00,0,0,1,3,0,2014,4,24,2014,4,24, Card II TYPE,868.035,None,None,1862.38,315,339.6,604506
4591,M4626,2014-04-27 0:00:00,VALID,PPL,Open,Male,Northern,RENTED,33,Three Full Years,1,10,2,2016-04-27 0:00:00,2015-05-25 0:00:00,1,0,1,1,2014,4,27,2014,4,27,Paper based/Post,1257.375,2015-02-08 0:00:00,534.6,1449.58,496,179.1,604506
4592,M4627,2014-04-26 0:00:00,VALID,PPL,Open,Female,Western,RENTED,52,Three Full Years,2,0,22,2016-04-26 0:00:00,0,0,0,3,0,2014,4,26,2014,4,26, Card II TYPE,773.85,None,None,1573.8,0,310.15,604506
4593,M4628,2014-04-25 0:00:00,VALID,ESS,Open,,Eastern,RENTED,,Three Full Years,,,,2016-05-25 0:00:00,0,0,1,1,1,2014,4,25,2014,4,25, Card II TYPE,117.81,2015-02-02 0:00:00,12.2,492.81,0,17.2,403005
4594,M4629,2014-04-27 0:00:00,VALID,PRM,Open,Male,Eastern,RENTED,18,Three Full Years,2,0,2,2016-04-27 0:00:00,0,0,0,3,0,2014,4,27,2014,4,27, Card II TYPE,1190.175,None,None,2110.17,0,171.9,604506
4595,M4630,2014-04-23 0:00:00,INVALID,CHC,Open,Female,Northern,RENTED,51,Three Full Years,3,0,22,2016-04-23 0:00:00,0,0,0,2,1,2014,4,23,2014,4,23, Card II TYPE,532.035,2015-03-02 0:00:00,406.7,1987.09,111,113.75,604506
4596,M4631,2014-04-23 0:00:00,VALID,PRM,Open,Female,Northern,RENTED,,Three Full Years,3,0,2,2016-04-23 0:00:00,0,0,1,2,0,2014,4,23,2014,4,23,Paper based/Post,9.45,None,None,2089.01,52,236.3,604506
4597,M4632,2014-04-27 0:00:00,INVALID,CHC,Closed,,Eastern,RENTED,,,,,,,0,0,1,2,1,2014,4,27,,,, Card II TYPE,745.395,2015-02-04 0:00:00,627.7,None,None,None,None
4598,M4633,2014-04-25 0:00:00,VALID,PRM,Open,,Eastern,RENTED,,Three Full Years,,,,2016-05-25 0:00:00,0,0,0,3,0,2014,4,25,2014,4,25, Card II TYPE,575.295,None,None,1828.4,156,450.35,604506
4599,M4634,2014-04-25 0:00:00,VALID,PPL,Open,Female,Eastern,RENTED,60,Three Full Years,4,0,22,2016-04-25 0:00:00,0,0,0,3,0,2014,4,25,2014,4,25, Card II TYPE,697.095,None,None,2182.69,0,46.3,604506
4600,M4635,2014-04-24 0:00:00,VALID,PPL,Open,,Southern,RENTED,,Three Full Years,,,,2016-04-24 0:00:00,0,0,12,3,3,2014,4,24,2014,4,24,Paper based/Post,6.3,2015-03-11 0:00:00,138.3,1232.15,223,170.75,403004
4601,M4636,2014-04-24 0:00:00,VALID,PPL,Open,Female,Northern,RENTED,58,Three Full Years,6,0,22,2016-04-24 0:00:00,0,0,0,3,0,2014,4,24,2014,4,24, Card II TYPE,689.64,None,None,2123.58,0,40.4,604506
4602,M4637,2014-04-24 0:00:00,INVALID,CHC,Closed,Female,Eastern,RENTED,,,3,0,2,,0,0,5,2,2,2014,4,24,,,, Card II TYPE,772.17,2015-03-22 0:00:00,635.4,199.49,0,2.05,403004
4603,M4638,2014-04-24 0:00:00,VALID,PPL,Open,,Western,RENTED,,Three Full Years,,,,2016-04-24 0:00:00,0,0,0,3,0,2014,4,24,2014,4,24, Card II TYPE,646.695,None,None,1822,0,61.65,604506
4604,M4639,2014-04-26 0:00:00,VALID,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2016-04-26 0:00:00,0,0,0,3,0,2014,4,26,2014,4,26, Card II TYPE,849.45,None,None,2018.55,936,687.15,604506
4605,M4640,2014-04-27 0:00:00,VALID,CHC,Open,Male,Eastern,RENTED,43,Three Full Years,3,0,22,2016-04-27 0:00:00,0,0,0,3,0,2014,4,27,2014,4,27, Card II TYPE,645.54,None,None,1742.7,262,107.8,604506
4606,M4641,2014-04-25 0:00:00,VALID,MXX,Open,Female,Eastern,RENTED,,Three Full Years,3,0,1,2016-04-25 0:00:00,0,0,0,3,0,2014,4,25,2014,4,25, Card II TYPE,1611.015,None,None,2146.43,0,630.55,604506
4607,M4642,2014-04-30 0:00:00,VALID,KLA,Open,Female,Northern,RENTED,22,Three Full Years,3,0,12,2016-04-30 0:00:00,0,0,0,3,0,2014,4,30,2014,4,30, Card II TYPE,951.09,None,None,1869.3,0,411.2,604506
4608,M4643,2014-04-25 0:00:00,VALID,PPL,Open,Female,Western,RENTED,32,Three Full Years,1,0,7,2016-04-25 0:00:00,0,0,3,1,1,2014,4,25,2014,4,25,Paper based/Post,2288.475,2015-02-06 0:00:00,1049.1,1855.21,944,290.95,604506
4609,M4644,2014-04-25 0:00:00,VALID,PRM,Open,Male,Eastern,RENTED,44,Three Full Years,3,0,22,2016-04-25 0:00:00,0,0,0,3,0,2014,4,25,2014,4,25,Paper based/Post,1000.965,None,None,2088.72,0,17.2,604506
4610,M4645,2014-04-27 0:00:00,VALID,CHC,Open,Male,Eastern,RENTED,70,Three Full Years,1,0,7,2016-04-27 0:00:00,0,0,0,3,1,2014,4,27,2014,4,27, Card II TYPE,636.09,2015-01-25 0:00:00,505.8,1775.03,0,21.95,604506
4611,M4646,2014-04-26 0:00:00,VALID,PRM,Open,Male,Eastern,RENTED,53,Three Full Years,6,18,21,2016-04-26 0:00:00,0,0,0,3,0,2014,4,26,2014,4,26, Card II TYPE,775.845,None,None,2131.53,0,114.2,604506
4612,M4647,2014-05-10 0:00:00,INVALID,CHC,Open,Female,Eastern,RENTED,52,Three Full Years,3,0,22,2016-05-10 0:00:00,0,0,0,3,0,2014,5,10,2014,5,10, Card II TYPE,814.695,None,None,1906.08,589,138.55,604506
4613,M4648,2014-04-26 0:00:00,VALID,PRM,Open,Male,Eastern,RENTED,20,Three Full Years,2,0,17,2016-04-26 0:00:00,0,0,2,2,1,2014,4,26,2014,4,26,Paper based/Post,775.32,2015-01-08 0:00:00,93.3,1970.41,1079,615.4,604506
4614,M4649,2014-04-26 0:00:00,VALID,CHC,Open,Female,Northern,RENTED,67,Three Full Years,4,0,12,2016-04-26 0:00:00,0,0,0,3,0,2014,4,26,2014,4,26, Card II TYPE,785.82,None,None,1478.57,0,13.25,604506
4615,M4650,2014-04-26 0:00:00,VALID,CHC,Open,,Eastern,RENTED,,Three Full Years,,,,2016-04-26 0:00:00,0,0,0,3,0,2014,4,26,2014,4,26, Card II TYPE,682.29,None,None,1690.56,0,34.35,604506
4616,M4651,2014-04-27 0:00:00,VALID,MXX,Open,Female,Northern,RENTED,38,Three Full Years,3,6,2,2016-04-27 0:00:00,2015-05-25 0:00:00,1,0,3,0,2014,4,27,2014,4,27, Card II TYPE,1759.8,None,None,2089.06,341,340.95,604506
4617,M4652,2014-04-29 0:00:00,VALID,KLA,Open,Male,Northern,RENTED,,Three Full Years,3,0,4,2016-04-29 0:00:00,0,0,0,3,0,2014,4,29,2014,4,29, Card II TYPE,960.015,None,None,1892.33,199,774.65,604506
4618,M4653,2014-04-26 0:00:00,INVALID,PRM,Closed,Female,Northern,RENTED,45,,5,0,12,,2015-04-15 0:00:00,1,2,1,2,2014,4,26,,,, Card II TYPE,580.23,2015-03-01 0:00:00,598.2,1049.19,0,158.8,604506
4619,M4654,2014-05-03 0:00:00,VALID,ESS,Open,Female,Northern,RENTED,37,Three Full Years,2,19,12,2016-05-03 0:00:00,0,0,2,3,1,2014,5,3,2014,5,3, Card II TYPE,977.55,2015-01-01 0:00:00,365.8,2177.42,1582,512.8,604506
4620,M4655,2014-04-27 0:00:00,VALID,CHC,Open,Female,Northern,RENTED,27,Three Full Years,3,0,12,2016-05-05 0:00:00,0,0,1,3,1,2014,4,27,2014,4,27, Card II TYPE,805.14,2015-03-03 0:00:00,666.8,2131.53,864,181.35,604506
4621,M4656,2014-05-02 0:00:00,VALID,PRM,Open,Female,Eastern,RENTED,23,Three Full Years,2,0,12,2016-05-02 0:00:00,0,0,0,2,0,2014,5,2,2014,5,2, Card II TYPE,877.17,None,None,1899.7,768,424.9,604506
4622,M4657,2014-04-30 0:00:00,VALID,PPL,Open,Female,Western,RENTED,45,Three Full Years,6,5,17,2016-04-30 0:00:00,0,0,0,3,0,2014,4,30,2014,4,30, Card II TYPE,755.79,None,None,1716.79,0,94.9,604506
4623,M4658,2014-04-27 0:00:00,VALID,MXX,Open,Female,Eastern,RENTED,78,Three Full Years,5,5,4,2016-04-27 0:00:00,0,0,0,3,0,2014,4,27,2014,4,27, Card II TYPE,1871.625,None,None,2178.47,17,446.2,604506
4624,M4659,2014-04-30 0:00:00,VALID,PRP,Closed,Female,Northern,RENTED,38,,5,10,2,,2015-04-13 0:00:00,1,0,1,1,2014,4,30,,,, Card II TYPE,753.165,2015-02-28 0:00:00,617.3,822.45,471,304.3,403003
4625,M4660,2014-04-30 0:00:00,VALID,PRP,Open,Male,Eastern,RENTED,,Three Full Years,5,0,12,2016-05-30 0:00:00,0,0,1,1,0,2014,4,30,2014,4,30, Card I TYPE,674.415,None,None,2182.53,252,565.35,604506
4626,M4661,2014-04-30 0:00:00,VALID,PPL,Open,Female,Eastern,RENTED,30,Three Full Years,7,0,2,2016-04-30 0:00:00,2015-04-28 0:00:00,1,0,3,0,2014,4,30,2014,4,30, Card II TYPE,801.885,None,None,2083.5,0,171.2,604506
4627,M4662,2014-04-29 0:00:00,VALID,PRP,Open,Male,Northern,BOUGHT,41,Three Full Years,4,0,17,2016-04-29 0:00:00,0,0,0,3,0,2014,4,29,2014,4,29, Card II TYPE,860.37,None,None,2018.04,145,476,604506
4628,M4663,2014-04-27 0:00:00,VALID,PRM,Open,Male,Northern,RENTED,60,Three Full Years,2,5,2,2016-04-27 0:00:00,0,0,0,3,0,2014,4,27,2014,4,27, Card II TYPE,877.59,None,None,1935.97,379,288.75,604506
4629,M4664,2014-05-02 0:00:00,VALID,PPL,Open,Female,Northern,RENTED,73,Three Full Years,2,10,22,2016-05-02 0:00:00,0,0,4,2,1,2014,5,2,2014,5,2, Card II TYPE,657.09,2015-03-01 0:00:00,546.2,1989.72,154,311.15,604506
4630,M4665,2014-04-30 0:00:00,VALID,PRM,Open,,Western,RENTED,,Three Full Years,,,,2016-04-30 0:00:00,0,0,1,3,0,2014,4,30,2014,4,30, Card II TYPE,751.17,None,None,1973.68,776,380.95,604506
